Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,Fld,BsR,WAR,ADP,playerid,GP,IDFANGRAPHS,Position,R_z,HR_z,SB_z,RBI_z,OBP_z,SLG_z,z-score,FVARz,SGP,R_sgp,HR_sgp,SB_sgp,RBI_sgp,OBP_sgp,SLG_sgp
Michael Chavis,BOS,55,338,304.6926121,73.08395007,14.66485638,1.409728542,12.98484727,40.96600523,44.84228576,23.6475609,92.08545731,3.869385391,3.330597961,0.387382351,0.238878977,0.30755115,0.438421094,0.747813424,0.307,-1.2,0,0.1,476.3,17321,82.1451338,17321,1B/2B/OF,-2.068828173,-1.007305894,-0.587460985,-1.496910848,-0.620869084,-0.256257369,-6.037632353,-4.115566683,3.693409071,1.348377123,0.841424544,0.468229207,1.518133479,-0.348648722,-0.134106561
Daniel Vogelbach,MIL,36,254,218.023787,52.53193332,9.60586905,0.413132734,10.54737609,31.91157797,32.51921239,30.27760521,59.15150334,1.838191044,0.942541918,0.416823113,0.238435169,0.334253147,0.449599765,0.785012122,0.34,0.1,-0.3,0.3,597.9,14130,63.26311221,14130,DH,-2.577704428,-1.262155761,-0.856367852,-2.124866711,-0.133050912,-0.114800579,-7.068946243,-4.282054226,2.917043686,1.050354836,0.683475203,0.132506433,1.100936409,-0.012399972,-0.037829221
Brian Goodwin,PIT,53,331,293.6926121,69.08395007,16.66485638,1.409728542,10.98484727,39.96600523,39.84228576,28.6475609,91.08545731,2.869385391,5.330597961,1.387382351,0.235450436,0.314076401,0.426629395,0.742585914,0.305,-1,0,0,597.7,12858,80.1451338,12858,OF,-2.125030099,-1.216415949,-0.362251138,-1.751699505,-0.499775239,-0.34956958,-6.304741511,-4.382675841,3.650698193,1.315462585,0.711823552,0.749397461,1.348858714,-0.262107159,-0.21273696
Jarrod Dyson,,58,352,311.6926121,72.08395007,11.66485638,1.409728542,5.984847271,43.96600523,31.84228576,29.6475609,67.08545731,2.869385391,17.33059796,3.387382351,0.230173563,0.309239457,0.349512301,0.660519709,0.269,1.6,2,0.1,999,4866,85.1451338,4866,OF,-1.900222393,-1.739191088,0.989007941,-2.159361356,-0.615171846,-1.079226355,-6.504165097,-4.582099428,4.206580495,1.447120736,0.387821072,2.436406986,1.07801909,-0.34068206,-0.802105329
Jake Cave,MIN,50,317,284.6926121,71.08395007,14.66485638,2.409728542,9.984847271,39.96600523,39.84228576,22.6475609,87.08545731,4.869385391,3.330597961,1.387382351,0.247284209,0.317215422,0.432486845,0.751665418,0.31,-1.2,-0.3,0.2,598.9,14477,77.1451338,14477,OF,-2.125030099,-1.320970977,-0.587460985,-1.751699505,-0.429906416,-0.290031055,-6.505099037,-4.583033367,3.398589852,1.315462585,0.647023056,0.468229207,1.348858714,-0.214687545,-0.166296166
Todd Frazier,PIT,65,380,334.8951036,78.78486861,16.04779793,1.367509146,13.81516104,42.7696417,48.11671137,33.86054839,76.32292846,5.851236313,2.630475676,1.196273257,0.232896909,0.316387407,0.411605552,0.726135439,0.301,0.2,-0.7,-0.1,595.7,785,90.34091822,785,1B/3B,-1.967460329,-0.920492415,-0.666298201,-1.330053547,-0.524330805,-0.54537188,-5.954007176,-4.621465471,3.672922332,1.407742984,0.895229289,0.369803127,1.628989005,-0.267102974,-0.361739098
Brent Rooker,MIN,36,254,227.023787,54.53193332,11.60586905,0.413132734,10.54737609,30.91157797,31.51921239,19.27760521,71.15150334,3.838191044,1.942541918,0.416823113,0.23782887,0.306363383,0.444143072,0.751059366,0.313,-0.8,-0.1,0.1,591.7,19627,63.26311221,,,-2.633906354,-1.262155761,-0.743762929,-2.175824442,-0.490400694,-0.155595334,-7.461645515,-4.674753498,2.696028191,1.017440298,0.683475203,0.27309056,1.067081456,-0.275668054,-0.069391271
Daniel Johnson Jr.,CLE,53,331,297.6926121,73.08395007,14.66485638,2.409728542,9.984847271,38.96600523,37.84228576,22.6475609,80.08545731,3.869385391,6.330597961,3.387382351,0.243127173,0.310586975,0.417556888,0.729326095,0.298,0.7,-0.2,0,596.6,19643,80.1451338,19643,OF,-2.181232026,-1.320970977,-0.249646215,-1.853614967,-0.55803879,-0.433830208,-6.597333184,-4.675267515,3.515581404,1.282548048,0.647023056,0.889981588,1.281148808,-0.304665943,-0.280454153
Blaze Tom,OAK,49,310,277.023787,65.53193332,13.60586905,2.413132734,9.547376088,34.91157797,33.51921239,24.27760521,78.15150334,2.838191044,3.942541918,2.416823113,0.233072687,0.301555804,0.411014001,0.712345416,0.293,0.2,-0.3,0.1,999,sa875069,76.26311221,,,-2.409098648,-1.366710789,-0.518553083,-2.073908979,-0.66606093,-0.457978646,-7.492311075,-4.705419059,2.762080894,1.149098449,0.618674707,0.554258814,1.134791362,-0.389401025,-0.305341413
Derek Fisher,MIL,41,275,239.6926121,56.08395007,10.66485638,1.409728542,9.984847271,34.96600523,34.84228576,26.6475609,78.08545731,1.869385391,5.330597961,2.387382351,0.231265797,0.322288323,0.432204836,0.756756136,0.314,0.1,-0.2,0.1,600.4,16192,68.1451338,16192,OF,-2.406039732,-1.320970977,-0.362251138,-2.006488161,-0.307165606,-0.248025,-6.650940615,-4.728874946,3.449067372,1.150889897,0.647023056,0.749397461,1.179583949,-0.135389092,-0.142437899
Jasrado Chisholm,MIA,47,303,271.023787,59.53193332,9.60586905,2.413132734,10.54737609,33.91157797,32.51921239,24.27760521,86.15150334,2.838191044,5.942541918,3.416823113,0.21711067,0.287545543,0.401449968,0.689459006,0.279,-0.4,-0.1,0,999,20454,74.26311221,,,-2.465300575,-1.262155761,-0.293343236,-2.124866711,-0.865946287,-0.524763424,-7.536375994,-4.749483977,2.836739036,1.116183911,0.683475203,0.835427068,1.100936409,-0.537810561,-0.361472994
Andrew Stevenson,WSN,57,345,309.6926121,79.08395007,15.66485638,2.409728542,6.984847271,40.96600523,37.84228576,25.6475609,85.08545731,2.869385391,7.330597961,2.387382351,0.253023462,0.320809533,0.402844434,0.72545779,0.3,-0.9,0,-0.2,556.3,17932,84.1451338,17932,OF,-2.068828173,-1.63463606,-0.137041292,-1.853614967,-0.402268768,-0.585233214,-6.681622475,-4.759556805,3.524709939,1.348377123,0.452621568,1.030565715,1.281148808,-0.187309365,-0.40069391
Aristides Aquino,CIN,36,254,227.6926121,54.08395007,10.66485638,1.409728542,11.98484727,31.96600523,36.84228576,18.6475609,67.08545731,2.869385391,3.330597961,1.387382351,0.234980686,0.308946019,0.455316259,0.766712352,0.313,-0.1,0,0,584,15482,63.1451338,15482,OF,-2.574645511,-1.111860922,-0.587460985,-1.904572699,-0.457309549,-0.080984553,-6.716834218,-4.794768549,3.285111104,1.052146284,0.776624048,0.468229207,1.247293855,-0.251289021,-0.007893269
Tyler Stephenson,CIN,50,298,265.023787,64.53193332,12.60586905,1.413132734,9.547376088,33.91157797,33.51921239,24.27760521,70.15150334,3.838191044,1.942541918,0.416823113,0.238592392,0.310296307,0.406544766,0.717312345,0.299,0.6,-0.1,0.5,465.5,17988,77.26311221,,,-2.465300575,-1.366710789,-0.743762929,-2.073908979,-0.510227675,-0.473580008,-7.633490955,-4.846598939,2.543097886,1.116183911,0.618674707,0.27309056,1.134791362,-0.278499025,-0.321143629
Jake Lamb,ATL,53,331,286.8951036,65.78486861,15.04779793,1.367509146,11.81516104,39.7696417,44.11671137,35.86054839,73.32292846,3.851236313,2.630475676,1.196273257,0.228482856,0.324755936,0.418948972,0.740874522,0.307,-1.3,0,0,590.5,13329,78.34091822,13329,1B/3B,-2.136066108,-1.12960247,-0.666298201,-1.533884473,-0.321457192,-0.406738593,-6.194047037,-4.861505332,3.545113862,1.308999371,0.765628297,0.369803127,1.493569192,-0.131854213,-0.261031912
Roman Quinn,PHI,45,296,264.6926121,62.08395007,11.66485638,2.409728542,6.984847271,34.96600523,30.84228576,21.6475609,79.08545731,2.869385391,14.33059796,3.387382351,0.233990183,0.305879354,0.386595709,0.693915329,0.279,-1.1,1.4,-0.2,547.3,13546,72.1451338,13546,OF,-2.406039732,-1.63463606,0.651193171,-2.210319087,-0.57298811,-0.628743062,-6.80153288,-4.879467211,3.889058039,1.150889897,0.452621568,2.014654605,1.044164137,-0.325053407,-0.448218761
Jake Fraley,SEA,50,317,284.6926121,68.08395007,14.66485638,2.409728542,8.984847271,36.96600523,35.84228576,21.6475609,79.08545731,3.869385391,8.330597961,4.387382351,0.235646985,0.30352457,0.410581482,0.716753746,0.289,0,-0.2,0,598.3,19260,77.1451338,19260,OF,-2.293635879,-1.425526005,-0.024436369,-1.95553043,-0.648836125,-0.473965626,-6.821930433,-4.899864763,3.492218167,1.216718972,0.58222256,1.171149842,1.213438902,-0.374853271,-0.316458839
Cole Tucker,PIT,76,429,384.6926121,91.08395007,18.66485638,3.409728542,7.984847271,47.96600523,40.84228576,32.6475609,95.08545731,2.869385391,8.330597961,3.387382351,0.236734485,0.305100906,0.372508927,0.67982736,0.279,0.6,0.2,0.1,597.7,17326,103.1451338,17326,OF,-1.675414688,-1.530081033,-0.024436369,-1.700741773,-0.831721966,-1.068329882,-6.83072571,-4.90866004,3.402970004,1.578778887,0.517422064,1.171149842,1.382713667,-0.476429226,-0.770665231
Adam Engel,CHW,63,373,337.6926121,79.08395007,16.66485638,2.409728542,9.984847271,41.96600523,39.84228576,22.6475609,97.08545731,5.869385391,7.330597961,2.387382351,0.232753604,0.29768442,0.391258257,0.691342996,0.281,1.2,0.2,-0.1,597.1,15082,90.1451338,15082,OF,-2.012626246,-1.320970977,-0.137041292,-1.751699505,-0.867222965,-0.752488691,-6.842049676,-4.919984007,3.360490675,1.381291661,0.647023056,1.030565715,1.348858714,-0.518252235,-0.528996236
Ender Inciarte,ATL,52,324,287.6926121,72.08395007,12.66485638,2.409728542,6.984847271,38.96600523,33.84228576,25.6475609,57.08545731,2.869385391,8.330597961,3.387382351,0.249373748,0.322568793,0.387408426,0.712589313,0.294,0.8,0.3,0,599.5,4922,79.1451338,4922,OF,-2.181232026,-1.63463606,-0.024436369,-2.057445893,-0.351138624,-0.675466719,-6.924355691,-5.002290021,3.416610576,1.282548048,0.452621568,1.171149842,1.145728996,-0.155297284,-0.480140593
Jedd Gyorko,,45,296,259.8951036,64.78486861,12.04779793,0.367509146,12.81516104,35.7696417,39.11671137,28.86054839,61.32292846,1.851236313,1.630475676,0.196273257,0.24639468,0.329645996,0.444790912,0.772052253,0.322,0.6,-0.2,0.3,591.8,10816,70.34091822,10816,1B/3B,-2.360873814,-1.025047442,-0.778903124,-1.78867313,-0.218113846,-0.17146916,-6.343080516,-5.010538811,3.421410767,1.17734122,0.830428793,0.229219,1.324294427,-0.06482764,-0.075045032
Andy Young,ARI,37,261,232.023787,55.53193332,10.60586905,1.413132734,9.547376088,29.91157797,29.51921239,18.27760521,64.15150334,6.838191044,1.942541918,1.416823113,0.235875605,0.308204212,0.429763756,0.738506049,0.309,-0.2,-0.1,0.1,999,19521,64.26311221,,,-2.690108281,-1.366710789,-0.743762929,-2.277739905,-0.478724264,-0.257168037,-7.814214205,-5.027322189,2.458718231,0.984525761,0.618674707,0.27309056,0.99937155,-0.265202667,-0.151741678
Logan Morrison,,26,212,188.023787,45.53193332,9.60586905,0.413132734,9.547376088,25.91157797,26.51921239,18.27760521,48.15150334,1.838191044,1.942541918,0.416823113,0.236474212,0.310133488,0.45718085,0.767976787,0.324,0,-0.1,0.1,999,9205,53.26311221,9205,DH,-2.914915987,-1.366710789,-0.743762929,-2.430613099,-0.374722133,-0.058567624,-7.88929256,-5.102400544,2.443109323,0.85286761,0.618674707,0.27309056,0.89780669,-0.20132429,0.001994046
Cedric Mullins II,BAL,45,296,265.6926121,65.08395007,12.66485638,2.409728542,7.984847271,34.96600523,31.84228576,20.6475609,59.08545731,2.869385391,8.330597961,2.387382351,0.244584778,0.310514489,0.40844706,0.721063978,0.292,0.2,0.5,0.3,493.7,17929,72.1451338,17929,OF,-2.406039732,-1.530081033,-0.024436369,-2.159361356,-0.503778073,-0.459838585,-7.083535147,-5.161469477,3.333450345,1.150889897,0.517422064,1.171149842,1.07801909,-0.274302375,-0.309728173
Jarren Duran,BOS,45,296,268.6926121,70.08395007,13.66485638,2.409728542,4.984847271,33.96600523,29.84228576,18.6475609,64.08545731,2.869385391,11.33059796,4.387382351,0.259152345,0.321771246,0.401163277,0.724374789,0.297,-0.4,0.3,0.1,999,sa3006786,72.1451338,sa3006786,OF,-2.462241658,-1.843746116,0.313378401,-2.261276818,-0.335696555,-0.522622082,-7.112204829,-5.190139159,3.532830649,1.117975359,0.323020576,1.592902224,1.010309184,-0.15104987,-0.360326823
Justin Williams,STL,39,268,242.023787,59.53193332,11.60586905,0.413132734,8.547376088,29.91157797,29.51921239,19.27760521,63.15150334,1.838191044,2.942541918,1.416823113,0.243897511,0.303210072,0.416187837,0.719921936,0.296,0.1,-0.1,-0.1,999,15490,66.26311221,,,-2.690108281,-1.471265817,-0.631158006,-2.277739905,-0.558150842,-0.364657885,-7.993080736,-5.206188719,2.392057267,0.984525761,0.55387421,0.413674687,0.99937155,-0.321766743,-0.237622198
Yonathan Daza,COL,47,303,276.6926121,77.08395007,15.66485638,2.409728542,5.984847271,34.96600523,32.84228576,17.6475609,54.08545731,1.869385391,5.330597961,3.387382351,0.276729684,0.330994352,0.424076996,0.757795173,0.316,0.1,-0.4,0,999,15794,74.1451338,15794,OF,-2.406039732,-1.739191088,-0.362251138,-2.108403624,-0.201843223,-0.350840218,-7.168569024,-5.246503355,3.13090339,1.150889897,0.387821072,0.749397461,1.111874043,-0.051208385,-0.217870697
Jo Adell,LAA,52,324,293.6926121,72.08395007,14.66485638,0.409728542,9.984847271,34.96600523,35.84228576,21.6475609,91.08545731,2.869385391,4.330597961,1.387382351,0.243151525,0.308050274,0.412988672,0.722959683,0.296,1.2,-0.1,0.2,403.4,20220,79.1451338,20220,OF,-2.406039732,-1.320970977,-0.474856062,-1.95553043,-0.588430179,-0.467728667,-7.213556047,-5.291490377,2.982310493,1.150889897,0.647023056,0.608813334,1.213438902,-0.328761831,-0.309092866
Jay Bruce,NYY,31,233,208.6926121,50.08395007,10.66485638,1.409728542,9.984847271,28.96600523,34.84228576,18.6475609,53.08545731,1.869385391,2.330597961,0.387382351,0.237322293,0.311614973,0.458799699,0.773085568,0.315,0,-0.2,0.1,590.8,9892,58.1451338,9892,OF/DH,-2.743251291,-1.320970977,-0.700065908,-2.006488161,-0.390995569,-0.053758915,-7.215530822,-5.293465153,2.910185955,0.953402671,0.647023056,0.32764508,1.179583949,-0.207888997,0.010420196
Steven Souza Jr.,TEX,36,254,220.6926121,51.08395007,10.66485638,1.409728542,8.984847271,30.96600523,32.84228576,25.6475609,69.08545731,2.869385391,4.330597961,1.387382351,0.229523993,0.322890901,0.420150905,0.74549188,0.308,0,0.2,0.3,600.8,5667,63.1451338,5667,OF,-2.630847438,-1.425526005,-0.474856062,-2.108403624,-0.278634657,-0.307750187,-7.226017973,-5.303952304,3.006455745,1.019231746,0.58222256,0.608813334,1.111874043,-0.11965498,-0.196030958
Yolmer Sanchez,BAL,71,408,362.8951036,90.78486861,19.04779793,3.367509146,8.815161041,45.7696417,40.11671137,33.86054839,74.32292846,3.851236313,4.630475676,3.196273257,0.249717709,0.321782389,0.388573799,0.708626144,0.294,-0.3,-0.4,0.4,596.3,11602,96.34091822,11602,3B,-1.798854549,-1.443267553,-0.441088355,-1.737715398,-0.449376091,-0.83650989,-6.706811836,-5.374270131,3.291416341,1.506486597,0.571226808,0.650971381,1.35814938,-0.205481801,-0.589936024
Jonah Heim,TEX,60,337,305.023787,73.53193332,14.60586905,1.413132734,8.547376088,35.91157797,34.51921239,23.27760521,63.15150334,2.838191044,1.942541918,1.416823113,0.238292383,0.296428188,0.381903087,0.678748009,0.277,2.5,-0.2,0.3,572.1,16930,87.26311221,,,-2.352896722,-1.471265817,-0.743762929,-2.022951248,-0.808223307,-0.764983775,-8.164083797,-5.377191781,2.14364022,1.182012987,0.55387421,0.27309056,1.168646315,-0.485684394,-0.548299458
Zack Collins,CHW,34,240,207.023787,46.53193332,9.60586905,0.413132734,8.547376088,27.91157797,26.51921239,27.27760521,69.15150334,1.838191044,1.942541918,0.416823113,0.218218887,0.312801247,0.407809751,0.721196162,0.3,-0.4,-0.1,0.1,600.2,19181,61.26311221,19181,DH,-2.802512134,-1.471265817,-0.743762929,-2.430613099,-0.387339303,-0.364767062,-8.200260344,-5.413368327,2.193770638,0.918696685,0.55387421,0.27309056,0.89780669,-0.20336993,-0.246327577
Edwin Rios,LAD,39,268,240.8951036,56.78486861,12.04779793,0.367509146,12.81516104,32.7696417,39.11671137,19.86054839,72.32292846,2.851236313,1.630475676,0.196273257,0.23619711,0.305265727,0.450515335,0.753147264,0.303,-0.6,-0.2,0,423.6,18316,64.34091822,18316,3B,-2.529479594,-1.025047442,-0.778903124,-1.78867313,-0.530360115,-0.119114484,-6.771577889,-5.439036184,3.124877507,1.078597607,0.830428793,0.229219,1.324294427,-0.301324561,-0.036337759
Darin Ruf,SFG,37,261,231.6926121,57.08395007,11.66485638,0.409728542,7.984847271,30.96600523,32.84228576,21.6475609,61.08545731,2.869385391,2.330597961,0.387382351,0.244663196,0.324529842,0.424008927,0.750923132,0.31,-0.6,-0.2,0,600.3,9929,64.1451338,9929,OF/DH,-2.630847438,-1.530081033,-0.700065908,-2.108403624,-0.263780216,-0.296143766,-7.529321984,-5.607256315,2.68535051,1.019231746,0.517422064,0.32764508,1.111874043,-0.106971765,-0.183850658
Lane Thomas,STL,41,275,244.6926121,57.08395007,11.66485638,1.409728542,7.984847271,31.96600523,31.84228576,21.6475609,69.08545731,2.869385391,5.330597961,2.387382351,0.232538525,0.308288323,0.40675029,0.716665227,0.289,0.4,-0.4,0,592.2,16939,68.1451338,16939,OF,-2.574645511,-1.530081033,-0.362251138,-2.159361356,-0.501377444,-0.436661269,-7.564377751,-5.642312082,2.82280336,1.052146284,0.517422064,0.749397461,1.07801909,-0.278135357,-0.296046182
Chas McCormick,HOU,32,240,213.023787,52.53193332,8.60586905,1.413132734,6.547376088,26.91157797,23.51921239,20.27760521,46.15150334,1.838191044,3.942541918,1.416823113,0.242135554,0.311634581,0.399643084,0.711279495,0.293,0.1,0.1,0.2,999,sa3004174,59.26311221,,,-2.85871406,-1.680375872,-0.518553083,-2.583486293,-0.4014638,-0.426311583,-8.468904691,-5.682012674,2.15122097,0.885782147,0.424273218,0.554258814,0.796241831,-0.213792051,-0.29554299
Johan Camargo,ATL,44,289,259.8951036,65.78486861,15.04779793,0.367509146,9.815161041,34.7696417,37.11671137,21.86054839,55.32292846,2.851236313,1.630475676,0.196273257,0.252386939,0.319997283,0.43383775,0.751392618,0.308,0,-0.1,0.1,593.9,14950,69.34091822,14950,2B/3B,-2.417075741,-1.338712526,-0.778903124,-1.890588592,-0.354438965,-0.255429521,-7.035148468,-5.702606763,2.955883912,1.144426682,0.636027304,0.229219,1.256584521,-0.166571276,-0.143802318
Edward Olivares,KCR,39,268,243.6926121,60.08395007,11.66485638,1.409728542,6.984847271,30.96600523,29.84228576,16.6475609,55.08545731,2.869385391,6.330597961,3.387382351,0.246526471,0.308060779,0.405463917,0.715846781,0.287,-0.1,-0.2,-0.1,538.3,19698,66.1451338,19698,OF,-2.630847438,-1.63463606,-0.249646215,-2.261276818,-0.492573353,-0.44417025,-7.713150135,-5.791084465,2.796154224,1.019231746,0.452621568,0.889981588,1.010309184,-0.273529539,-0.302460322
Jahmai Jones,BAL,66,387,348.6926121,82.08395007,14.66485638,2.409728542,7.984847271,40.96600523,35.84228576,27.6475609,85.08545731,2.869385391,6.330597961,4.387382351,0.232581639,0.299414183,0.363086124,0.664108365,0.27,-1.1,-0.7,-0.4,600.7,18872,93.1451338,18872,OF,-2.068828173,-1.530081033,-0.249646215,-1.95553043,-0.864703739,-1.066354053,-7.735143643,-5.813077974,2.676710784,1.348377123,0.517422064,0.889981588,1.213438902,-0.51236245,-0.780146443
Albert Almora Jr.,NYM,44,289,261.6926121,65.08395007,12.66485638,1.409728542,6.984847271,33.96600523,31.84228576,18.6475609,56.08545731,1.869385391,3.330597961,1.387382351,0.247214859,0.308855671,0.403032283,0.714041306,0.286,-0.5,-0.1,0,599.1,14109,71.1451338,14109,OF,-2.462241658,-1.63463606,-0.587460985,-2.159361356,-0.516866952,-0.494884862,-7.855451874,-5.933386205,2.491638546,1.117975359,0.452621568,0.468229207,1.07801909,-0.285770698,-0.33943598
Taylor Trammell,SEA,45,296,260.6926121,59.08395007,9.664856384,1.409728542,6.984847271,32.96600523,28.84228576,26.6475609,73.08545731,2.869385391,7.330597961,3.387382351,0.224057751,0.310514489,0.366068682,0.678685599,0.274,0.5,-0.2,-0.2,999,sa917943,72.1451338,sa917943,OF,-2.518443585,-1.63463606,-0.137041292,-2.31223455,-0.503778073,-0.777248589,-7.883382149,-5.961316479,2.69949494,1.085060822,0.452621568,1.030565715,0.976454231,-0.274302375,-0.57090502
Lewis Brinson,MIA,45,296,266.6926121,60.08395007,11.66485638,1.409728542,7.984847271,31.96600523,33.84228576,20.6475609,79.08545731,3.869385391,5.330597961,1.387382351,0.224057751,0.293960435,0.389244358,0.685969383,0.27,0,0.2,-0.4,585.7,14352,72.1451338,14352,OF,-2.574645511,-1.530081033,-0.362251138,-2.057445893,-0.750956776,-0.61257168,-7.887952032,-5.965886362,2.574693191,1.052146284,0.517422064,0.749397461,1.145728996,-0.455556059,-0.434445555
Rylan Bannon,BAL,28,219,195.023787,47.53193332,9.60586905,1.413132734,6.547376088,24.91157797,22.51921239,17.27760521,47.15150334,1.838191044,1.942541918,1.416823113,0.23844079,0.306421458,0.415398814,0.721918169,0.295,-0.1,-0.1,0.1,999,sa3004162,55.26311221,,,-2.971117913,-1.680375872,-0.743762929,-2.634444024,-0.426959053,-0.30064699,-8.757306783,-5.970414766,1.84520515,0.819953072,0.424273218,0.27309056,0.762386878,-0.238138899,-0.19635968
