Name,Team,W,L,SV,HLD,ERA,GS,G,IP,H,ER,HR,SO,BB,WHIP,K/9,BB/9,FIP,WAR,ADP,playerid,GP,K,SVH,QS,IDFANGRAPHS,Position,K_z,ERA_z,WHIP_z,QS_z,W_z,SVH_z,z-score,FVARz,SGP,K_sgp,ERA_sgp,WHIP_sgp,QS_sgp,W_sgp,SVH_sgp
Tyler Phillips,TEX,0.239320657,0,1.095274605,12.0937663,3.605151003,0.867737507,3,13,7.446778159,4.043079682,0.517069588,2,2.685016234,1.287434264,8.154153516,2.706667905,4.39867847,0,999,sa875646,12.02979763,13.74919442,4.102953598,0.158867639,,RP,-1.793160762,0.00776349,-0.067464611,-1.783134548,-1.912840094,-0.0881694,-5.637005926,-3.898806336,0.567640992,0.136905392,0.045642724,0.001725177,0.023958579,0.041354926,0.318054195
Jose Ruiz,CHW,0.239320657,0,1.095274605,9.01216455,3.938720169,0.867737507,8,18,12.44677816,6.043079682,1.517069588,8,5.685016234,1.38396386,9.365197531,4.158691493,4.609985886,0,999,14552,17.02979763,19.74919442,4.102953598,0.158867639,14552,RP,-1.687184207,-0.023338699,-0.146962863,-1.783134548,-1.912840094,-0.0881694,-5.641629812,-3.903430222,0.557691103,0.196649426,0.021676577,-0.0440026,0.023958579,0.041354926,0.318054195
Kyle Funkhouser,DET,1.239320657,1,1.095274605,5.506842559,4.701155095,0.867737507,22,32,27.44677816,15.04307968,4.517069588,19,13.68501623,1.503118764,8.341560259,4.533413376,5.063323924,0,999,19456,31.02979763,30.74919442,4.102953598,0.158867639,,RP,-1.492893856,-0.210839421,-0.382653607,-1.783134548,-1.683980112,-0.0881694,-5.641670945,-3.903471356,0.55522639,0.306180157,-0.128484006,-0.178638783,0.023958579,0.214156249,0.318054195
Sean Reid-Foley,NYM,0.239320657,0,1.095274605,12.0937663,3.547458695,0.867737507,3,13,7.446778159,3.043079682,0.517069588,3,3.685016234,1.343956003,9.962849168,4.232754861,4.302591514,0,999,17034,12.02979763,14.74919442,4.102953598,0.158867639,17034,RP,-1.775498003,0.013908312,-0.099616641,-1.783134548,-1.912840094,-0.0881694,-5.645350374,-3.907150784,0.563107565,0.146862731,0.050821705,-0.017944571,0.023958579,0.041354926,0.318054195
Seth Romero,WSN,0.239320657,0,1.095274605,10.61459746,3.809130869,0.867737507,5,15,9.446778159,5.043079682,1.517069588,5,4.685016234,1.353239523,9.635821234,3.934134473,4.369984193,0,999,21333,14.02979763,16.74919442,4.102953598,0.158867639,,RP,-1.740172485,-0.010068443,-0.112043893,-1.783134548,-1.912840094,-0.0881694,-5.646428864,-3.908229274,0.557240791,0.166777409,0.031501716,-0.024406035,0.023958579,0.041354926,0.318054195
Steven Wright,,1.239320657,1,1.095274605,5.140632063,4.597898768,0.867737507,20,30,25.44677816,14.04307968,3.517069588,16,10.68501623,1.430774702,7.796138271,3.715084045,5.007490121,-0.1,999,8185,29.02979763,27.74919442,3.102953598,0.158867639,8185,RP,-1.545882134,-0.174736882,-0.267423427,-1.783134548,-1.683980112,-0.191789697,-5.6469468,-3.908747211,0.545465379,0.27630814,-0.099394109,-0.110099323,0.023958579,0.214156249,0.240535844
David McKay,DET,0.239320657,0,1.095274605,10.61459746,3.792464202,0.867737507,5,15,9.446778159,5.043079682,1.517069588,5,4.685016234,1.359239523,9.719821234,4.162134473,4.543984193,0,999,19814,14.02979763,16.74919442,4.102953598,0.158867639,,RP,-1.740172485,-0.008020169,-0.115982041,-1.783134548,-1.912840094,-0.0881694,-5.648318738,-3.910119148,0.556558618,0.166777409,0.033226138,-0.026812629,0.023958579,0.041354926,0.318054195
Art Warren,CIN,0.239320657,0,1.095274605,10.61459746,3.712464202,0.867737507,5,15,9.446778159,5.043079682,1.517069588,5,4.685016234,1.377239523,9.725821234,4.258134473,4.381984193,0,999,18251,14.02979763,16.74919442,4.102953598,0.158867639,,RP,-1.740172485,0.001811547,-0.127796485,-1.783134548,-1.912840094,-0.0881694,-5.650301466,-3.912101876,0.557616061,0.166777409,0.041503364,-0.034032411,0.023958579,0.041354926,0.318054195
Jesse Biddle,CIN,0.239320657,0,1.095274605,12.0937663,3.542843311,0.867737507,3,13,7.446778159,3.043079682,0.517069588,3,3.685016234,1.355260351,9.934588298,4.091450514,4.313895862,0,999,11437,12.02979763,14.74919442,4.102953598,0.158867639,11437,RP,-1.775498003,0.014399898,-0.106047046,-1.783134548,-1.912840094,-0.0881694,-5.651289194,-3.913089604,0.559587934,0.146862731,0.051236024,-0.021878521,0.023958579,0.041354926,0.318054195
Franklyn Kilome,NYM,0.239320657,0,1.095274605,10.61459746,3.739130869,0.867737507,5,15,9.446778159,5.043079682,1.517069588,5,4.685016234,1.377239523,8.879821234,4.126134473,4.495984193,0,999,17861,14.02979763,16.74919442,4.102953598,0.158867639,,RP,-1.740172485,-0.001465692,-0.127796485,-1.783134548,-1.912840094,-0.0881694,-5.653578704,-3.915379115,0.554856986,0.166777409,0.038744289,-0.034032411,0.023958579,0.041354926,0.318054195
Samuel McWilliams,NYM,0.239320657,0,1.095274605,12.0937663,3.61207408,0.867737507,3,13,7.446778159,4.043079682,0.517069588,2,2.685016234,1.315695134,8.510240472,3.215363557,4.494765427,0,999,sa829124,12.02979763,13.74919442,4.102953598,0.158867639,,RP,-1.793160762,0.007026111,-0.083540626,-1.783134548,-1.912840094,-0.0881694,-5.653819319,-3.91561973,0.55718464,0.136905392,0.045021246,-0.008109697,0.023958579,0.041354926,0.318054195
T.J. McFarland,WSN,0.239320657,0,1.095274605,9.01216455,3.765386835,0.867737507,8,18,13.44677816,6.043079682,1.517069588,5,4.685016234,1.371106717,7.083054674,3.136548636,4.333557315,0,999,3237,17.02979763,16.74919442,4.102953598,0.158867639,3237,RP,-1.740172485,0.002223762,-0.136836197,-1.783134548,-1.912840094,-0.0881694,-5.658928962,-3.920729372,0.555482463,0.166777409,0.043161796,-0.037824442,0.023958579,0.041354926,0.318054195
Evan Kruczynski,STL,0.239320657,0,1.095274605,11.30135442,3.686925931,0.867737507,4,14,8.446778159,4.043079682,1.517069588,3,3.685016234,1.342957837,8.605230452,3.582640076,4.490816868,0,999,sa3004341,13.02979763,14.74919442,4.102953598,0.158867639,,RP,-1.775498003,0.002001865,-0.102172133,-1.783134548,-1.912840094,-0.0881694,-5.659812313,-3.921612723,0.552515449,0.146862731,0.041225392,-0.018940374,0.023958579,0.041354926,0.318054195
James Pazos,LAD,0.239320657,0,1.095274605,12.0937663,3.635151003,0.867737507,3,13,7.446778159,4.043079682,0.517069588,3,2.685016234,1.355260351,8.826762211,3.808841818,4.596504557,0,999,13323,12.02979763,14.74919442,4.102953598,0.158867639,13323,RP,-1.775498003,0.004568182,-0.106047046,-1.783134548,-1.912840094,-0.0881694,-5.66112091,-3.92292132,0.551301563,0.146862731,0.042949653,-0.021878521,0.023958579,0.041354926,0.318054195
Glenn Sparkman,MIN,0.239320657,0,1.095274605,10.61459746,3.915797536,0.867737507,5,15,10.44677816,5.043079682,1.517069588,4,2.685016234,1.329239523,7.769821234,2.758134473,4.585984193,0,999,15200,14.02979763,15.74919442,4.102953598,0.158867639,15200,RP,-1.757835244,-0.023177398,-0.096291301,-1.783134548,-1.912840094,-0.0881694,-5.661447986,-3.923248396,0.545873527,0.15682007,0.020465415,-0.014779658,0.023958579,0.041354926,0.318054195
Jasseel De La Cruz,ATL,0.239320657,0,1.095274605,12.0937663,3.614381772,0.867737507,3,13,7.446778159,4.043079682,0.517069588,3,2.685016234,1.360912525,8.832414385,3.814493992,4.39867847,0,999,sa879559,12.02979763,14.74919442,4.102953598,0.158867639,,RP,-1.775498003,0.006780318,-0.109262249,-1.783134548,-1.912840094,-0.0881694,-5.662123977,-3.923924387,0.551199021,0.146862731,0.044814086,-0.023845496,0.023958579,0.041354926,0.318054195
Marcus Walden,BOS,0.239320657,0,1.095274605,10.61459746,3.769130869,0.867737507,5,15,9.446778159,5.043079682,1.517069588,4,3.685016234,1.359239523,8.639821234,3.622134473,4.309984193,0,999,8004,14.02979763,15.74919442,4.102953598,0.158867639,8004,RP,-1.757835244,-0.005152586,-0.115982041,-1.783134548,-1.912840094,-0.0881694,-5.663113913,-3.924914323,0.54901547,0.15682007,0.035640329,-0.026812629,0.023958579,0.041354926,0.318054195
Domingo Tapia,SEA,0.239320657,0,1.095274605,11.30135442,3.678354503,0.867737507,4,14,8.446778159,4.043079682,1.517069588,3,3.685016234,1.354624503,8.628563786,3.763473409,4.549150201,0,999,12178,13.02979763,14.74919442,4.102953598,0.158867639,,RP,-1.775498003,0.002985037,-0.109319142,-1.783134548,-1.912840094,-0.0881694,-5.665976151,-3.927776561,0.548973694,0.146862731,0.042053572,-0.023310308,0.023958579,0.041354926,0.318054195
Chris Rodriguez,LAA,0.239320657,0,1.095274605,8.567720106,3.836497946,0.867737507,8,18,11.44677816,6.043079682,1.517069588,9,5.685016234,1.326106717,9.828054674,3.83083435,4.288557315,0,999,sa917980,17.02979763,20.74919442,3.102953598,0.158867639,,RP,-1.669521448,-0.008263402,-0.101392865,-1.783134548,-1.912840094,-0.191789697,-5.666942054,-3.928742464,0.530602571,0.206606766,0.034347347,-0.016200891,0.023958579,0.041354926,0.240535844
Eric Skoglund,KCR,0.239320657,0,1.095274605,12.0937663,3.678997157,0.867737507,3,13,7.446778159,4.043079682,1.517069588,2,2.685016234,1.332651656,7.792414385,3.006233122,4.607808905,0,999,16155,12.02979763,13.74919442,4.102953598,0.158867639,16155,RP,-1.793160762,-0.000101883,-0.093186235,-1.783134548,-1.912840094,-0.0881694,-5.670592922,-3.932393333,0.545276097,0.136905392,0.039013627,-0.014010622,0.023958579,0.041354926,0.318054195
Travis Bergen,TOR,0.239320657,0,1.095274605,9.01216455,4.040942391,0.867737507,8,18,12.44677816,6.043079682,1.517069588,8,6.685016234,1.403249574,9.455197531,4.345120065,4.597128744,0,999,18581,17.02979763,19.74919442,4.102953598,0.158867639,,RP,-1.687184207,-0.038413997,-0.162152862,-1.783134548,-1.912840094,-0.0881694,-5.671895109,-3.93369552,0.535753096,0.196649426,0.009005806,-0.053269836,0.023958579,0.041354926,0.318054195
Damon Jones,PHI,0.239320657,0,1.095274605,12.0937663,3.558997157,0.867737507,3,13,7.446778159,4.043079682,0.517069588,3,3.685016234,1.389173395,9.838501342,4.588841818,4.364765427,0,999,sa3004862,12.02979763,14.74919442,4.102953598,0.158867639,,RP,-1.775498003,0.012679348,-0.125338264,-1.783134548,-1.912840094,-0.0881694,-5.672300962,-3.934101372,0.54633597,0.146862731,0.049785909,-0.03368037,0.023958579,0.041354926,0.318054195
Kyle Dohy,PHI,0.239320657,0,1.095274605,10.01368512,3.82356019,0.867737507,6,16,9.446778159,5.043079682,1.517069588,8,6.685016234,1.46196108,11.24098196,5.797052377,4.585369416,0,999,sa3004861,15.02979763,19.74919442,4.102953598,0.158867639,,RP,-1.687184207,-0.010012969,-0.191734698,-1.783134548,-1.912840094,-0.0881694,-5.673075917,-3.934876327,0.539500429,0.196649426,0.031991714,-0.072508412,0.023958579,0.041354926,0.318054195
Kevin McCarthy,BOS,0.239320657,0,1.095274605,8.210948095,3.971848152,0.867737507,10,20,15.44677816,7.043079682,1.517069588,7,5.685016234,1.384366269,7.224851029,3.186778727,4.369986827,0,999,15240,19.02979763,18.74919442,4.102953598,0.158867639,15240,RP,-1.704846966,-0.026996576,-0.157150233,-1.783134548,-1.912840094,-0.0881694,-5.673137817,-3.934938228,0.540508226,0.186692087,0.019501022,-0.049052584,0.023958579,0.041354926,0.318054195
Keury Mella,ARI,0.239320657,0,1.095274605,12.0937663,3.646689464,0.867737507,3,13,7.446778159,4.043079682,0.517069588,2,2.685016234,1.343956003,8.498936124,3.351015731,4.449548036,0,999,15964,12.02979763,13.74919442,4.102953598,0.158867639,,RP,-1.793160762,0.003339218,-0.099616641,-1.783134548,-1.912840094,-0.0881694,-5.673582228,-3.935382638,0.544242377,0.136905392,0.041913857,-0.017944571,0.023958579,0.041354926,0.318054195
Nolan Blackwood,DET,0.239320657,0,1.095274605,11.30135442,3.652640217,0.867737507,4,14,8.446778159,4.043079682,0.517069588,3,3.685016234,1.372124503,8.150230452,3.675973409,4.339150201,0,999,sa874212,13.02979763,14.74919442,4.102953598,0.158867639,,RP,-1.775498003,0.005934552,-0.120039656,-1.783134548,-1.912840094,-0.0881694,-5.67374715,-3.93554756,0.544903331,0.146862731,0.044538111,-0.02986521,0.023958579,0.041354926,0.318054195
Jacob Bukauskas,ARI,0.239320657,1,1.095274605,7.555407359,4.095316502,0.867737507,12,22,15.44677816,8.043079682,2.517069588,12,8.685016234,1.445343377,9.347672839,4.806980057,4.556862651,0,999,sa829263,21.02979763,23.74919442,4.102953598,0.158867639,,RP,-1.61653317,-0.048023816,-0.225720778,-1.783134548,-1.912840094,-0.0881694,-5.674421808,-3.936222218,0.532977882,0.236478783,0.002763419,-0.089632021,0.023958579,0.041354926,0.318054195
Kyle Barraclough,NYY,0.239320657,0,1.095274605,11.30135442,3.766925931,0.867737507,4,14,8.446778159,4.043079682,1.517069588,4,3.685016234,1.38379117,9.328563786,4.160140076,4.683316868,0,999,13713,13.02979763,15.74919442,4.102953598,0.158867639,13713,RP,-1.757835244,-0.007174403,-0.127186665,-1.783134548,-1.912840094,-0.0881694,-5.676340355,-3.938140765,0.539448342,0.15682007,0.033495716,-0.034235144,0.023958579,0.041354926,0.318054195
Tyler Bashlor,PIT,0.239320657,1,1.095274605,8.210948095,4.171848152,0.867737507,10,20,14.44677816,8.043079682,2.517069588,9,6.685016234,1.391032936,8.884851029,4.12011206,4.703320161,0,999,15203,19.02979763,20.74919442,4.102953598,0.158867639,,RP,-1.669521448,-0.059768962,-0.162984526,-1.783134548,-1.912840094,-0.0881694,-5.676418979,-3.938219389,0.529352552,0.206606766,-0.008013815,-0.052608098,0.023958579,0.041354926,0.318054195
Edwar Colina,MIN,0.239320657,0,1.095274605,9.01216455,4.107609058,0.867737507,8,18,12.44677816,7.043079682,1.517069588,8,5.685016234,1.396821003,8.985911816,4.017262922,4.706414458,0,999,20589,17.02979763,19.74919442,4.102953598,0.158867639,,RP,-1.687184207,-0.048245713,-0.157089529,-1.783134548,-1.912840094,-0.0881694,-5.676663492,-3.938463902,0.530578629,0.196649426,0.00074226,-0.050180757,0.023958579,0.041354926,0.318054195
Kyle Muller,ATL,0.239320657,0,1.095274605,11.30135442,3.692640217,0.867737507,4,14,8.446778159,4.043079682,1.517069588,4,3.685016234,1.40129117,9.521063786,4.492640076,4.461650201,0,999,sa917931,13.02979763,15.74919442,4.102953598,0.158867639,,RP,-1.757835244,0.001346418,-0.137907179,-1.783134548,-1.912840094,-0.0881694,-5.678540048,-3.940340458,0.540070997,0.15682007,0.040673272,-0.040790045,0.023958579,0.041354926,0.318054195
Brandon Waddell,MIN,0.239320657,0,1.095274605,12.0937663,3.688227926,0.867737507,3,13,7.446778159,4.043079682,0.517069588,3,3.685016234,1.383521221,8.815457863,3.967102688,4.641721949,0,999,18347,12.02979763,14.74919442,4.102953598,0.158867639,,RP,-1.775498003,-0.001085055,-0.122123061,-1.783134548,-1.912840094,-0.0881694,-5.682850161,-3.944650571,0.536702025,0.146862731,0.03818499,-0.031713395,0.023958579,0.041354926,0.318054195
Phil Bickford,MIL,0.239320657,0,1.095274605,9.01216455,4.080942391,0.867737507,8,18,12.44677816,7.043079682,1.517069588,8,5.685016234,1.409678146,9.127340388,4.274405779,4.738557315,0,999,18519,17.02979763,19.74919442,4.102953598,0.158867639,,RP,-1.687184207,-0.044313027,-0.167216195,-1.783134548,-1.912840094,-0.0881694,-5.682857472,-3.944657882,0.52770589,0.196649426,0.004047679,-0.056358915,0.023958579,0.041354926,0.318054195
Samuel Clay,WSN,0.239320657,0,1.095274605,11.30135442,3.618354503,0.867737507,4,14,8.446778159,4.043079682,0.517069588,4,3.685016234,1.430457837,8.908563786,4.521806742,4.333316868,0,999,sa828815,13.02979763,15.74919442,4.102953598,0.158867639,,RP,-1.757835244,0.009867238,-0.155774702,-1.783134548,-1.912840094,-0.0881694,-5.687886751,-3.949687161,0.536323718,0.15682007,0.047850829,-0.051714881,0.023958579,0.041354926,0.318054195
Gabe Speier,KCR,0.239320657,0,1.095274605,10.61459746,3.815797536,0.867737507,5,15,9.446778159,5.043079682,1.517069588,4,3.685016234,1.389239523,8.549821234,3.856134473,4.519984193,0,999,17170,14.02979763,15.74919442,4.102953598,0.158867639,,RP,-1.757835244,-0.010887753,-0.135672781,-1.783134548,-1.912840094,-0.0881694,-5.68853982,-3.950340231,0.532154117,0.15682007,0.030811947,-0.0388456,0.023958579,0.041354926,0.318054195
Beau Burrows,DET,1.239320657,2,1.095274605,4.6979221,4.914281104,0.867737507,29,39,35.44677816,20.04307968,6.517069588,23,14.68501623,1.469203838,7.809704711,3.875782894,5.290808262,-0.1,999,18873,38.02979763,34.74919442,4.102953598,0.158867639,,RP,-1.422242819,-0.316469772,-0.395697151,-1.783134548,-1.683980112,-0.0881694,-5.689693803,-3.951494213,0.507622101,0.346009513,-0.212576552,-0.181979884,0.023958579,0.214156249,0.318054195
Aaron Ashby,MIL,0.239320657,0,1.095274605,11.30135442,3.689783074,0.867737507,4,14,8.446778159,4.043079682,1.517069588,4,4.685016234,1.430457837,8.955230452,4.556806742,4.619150201,0,999,sa3007225,13.02979763,15.74919442,4.102953598,0.158867639,,RP,-1.757835244,0.001674141,-0.155774702,-1.783134548,-1.912840094,-0.0881694,-5.696079847,-3.957880258,0.529422221,0.15682007,0.040949332,-0.051714881,0.023958579,0.041354926,0.318054195
Jacob Brentz,KCR,0.239320657,0,1.095274605,11.30135442,3.706925931,0.867737507,4,14,8.446778159,4.043079682,1.517069588,4,4.685016234,1.430457837,8.996063786,4.609306742,4.589983534,0,999,sa737925,13.02979763,15.74919442,4.102953598,0.158867639,,RP,-1.757835244,-0.000292202,-0.155774702,-1.783134548,-1.912840094,-0.0881694,-5.698046191,-3.959846601,0.527765862,0.15682007,0.039292973,-0.051714881,0.023958579,0.041354926,0.318054195
Jimmy Herget,TEX,0.239320657,0,1.095274605,10.61459746,3.942464202,0.867737507,5,15,9.446778159,5.043079682,1.517069588,5,4.685016234,1.413239523,9.137821234,4.276134473,4.795984193,0,999,17556,14.02979763,16.74919442,4.102953598,0.158867639,,RP,-1.740172485,-0.026454637,-0.151425373,-1.783134548,-1.912840094,-0.0881694,-5.702196537,-3.963996947,0.519379472,0.166777409,0.01770634,-0.048471977,0.023958579,0.041354926,0.318054195
Cody Ponce,PIT,6.00677937,5.788616785,0,0.711538462,4.649982987,16.31518254,19,104,90.83019501,46.49390435,14.33917884,63,34.36135892,1.437287807,7.902045222,3.485799959,4.723857387,0.6,999,17920,25.00504915,89.8393242,1.078348466,7.252462034,,SP,-0.449199124,-0.553259792,-0.812540512,-0.611371056,-0.592899598,-0.401579881,-3.420849962,-3.966236484,2.359008948,0.894560619,-0.366768829,-0.38408645,1.093732393,1.037979421,0.083591794
Brandon Finnegan,CIN,0.239320657,0,1.095274605,11.30135442,3.869783074,0.867737507,4,14,8.446778159,4.043079682,1.517069588,4,3.685016234,1.41879117,9.281897119,4.241806742,4.805816868,0,999,16208,13.02979763,15.74919442,4.102953598,0.158867639,16208,RP,-1.757835244,-0.018972462,-0.148627693,-1.783134548,-1.912840094,-0.0881694,-5.709579441,-3.971379852,0.516400384,0.15682007,0.023557561,-0.047344947,0.023958579,0.041354926,0.318054195
Clayton Andrews,,0.239320657,0,1.095274605,10.28126413,3.695797536,0.867737507,5,15,9.446778159,5.043079682,1.517069588,5,3.685016234,1.317239523,9.833821234,3.778134473,4.261984193,0,999,1000247,14.02979763,16.74919442,3.102953598,0.158867639,,RP,-1.740172485,0.003859821,-0.088415005,-1.783134548,-1.912840094,-0.191789697,-5.712492008,-3.974292419,0.505888075,0.166777409,0.043227786,-0.009966469,0.023958579,0.041354926,0.240535844
Durbin Feltman,BOS,0.239320657,0,1.095274605,10.61459746,3.912464202,0.867737507,5,15,9.446778159,5.043079682,1.517069588,5,4.685016234,1.437239523,9.125821234,4.522134473,4.585984193,0,999,sa3007959,14.02979763,16.74919442,4.102953598,0.158867639,,RP,-1.740172485,-0.022767743,-0.167177965,-1.783134548,-1.912840094,-0.0881694,-5.714262235,-3.976062646,0.512857055,0.166777409,0.0208103,-0.058098354,0.023958579,0.041354926,0.318054195
Samuel Long,SFG,0.239320657,0,1.095274605,12.0937663,3.704381772,0.867737507,3,13,7.446778159,4.043079682,0.517069588,2,3.685016234,1.41178209,8.272849168,4.097102688,4.653026297,0,999,sa918455,12.02979763,13.74919442,4.102953598,0.158867639,,RP,-1.793160762,-0.002805605,-0.138199076,-1.783134548,-1.912840094,-0.0881694,-5.718309485,-3.980109896,0.515459697,0.136905392,0.036734875,-0.041548269,0.023958579,0.041354926,0.318054195
Joe Gatto,TEX,0.239320657,0,1.095274605,12.0937663,3.674381772,0.867737507,3,13,7.446778159,4.043079682,0.517069588,2,3.685016234,1.417434264,8.465023081,4.176233122,4.58520021,0,999,sa828693,12.02979763,13.74919442,4.102953598,0.158867639,,RP,-1.793160762,0.000389703,-0.141414279,-1.783134548,-1.912840094,-0.0881694,-5.71832938,-3.980129791,0.516185793,0.136905392,0.039427945,-0.043515244,0.023958579,0.041354926,0.318054195
Neftali Feliz,PHI,0.239320657,0,1.095274605,9.01216455,4.192053502,0.867737507,8,18,12.44677816,7.043079682,1.517069588,8,6.685016234,1.435392431,9.172340388,4.473691493,4.892843029,0,999,18,17.02979763,19.74919442,4.102953598,0.158867639,18,RP,-1.687184207,-0.06069922,-0.187469528,-1.783134548,-1.912840094,-0.0881694,-5.719496997,-3.981297408,0.501576998,0.196649426,-0.009724898,-0.06871523,0.023958579,0.041354926,0.318054195
Hector Perez,CIN,0.239320657,0,1.095274605,12.0937663,3.741304849,0.867737507,3,13,7.446778159,4.043079682,0.517069588,3,3.685016234,1.44004296,9.295892646,4.571885296,4.703895862,0,999,18592,12.02979763,14.74919442,4.102953598,0.158867639,,RP,-1.775498003,-0.006738291,-0.15427509,-1.783134548,-1.912840094,-0.0881694,-5.720655427,-3.982455837,0.512267614,0.146862731,0.033420327,-0.051383143,0.023958579,0.041354926,0.318054195
Matthew Cronin,WSN,0.239320657,0,1.095274605,11.01564014,3.63549736,0.867737507,4,14,8.446778159,4.043079682,1.517069588,4,3.685016234,1.31379117,9.836063786,3.757640076,4.251650201,0,999,sa3011463,13.02979763,15.74919442,3.102953598,0.158867639,,RP,-1.757835244,0.007900895,-0.08430461,-1.783134548,-1.912840094,-0.191789697,-5.722003298,-3.983803708,0.50084835,0.15682007,0.04619447,-0.008015539,0.023958579,0.041354926,0.240535844
Jose Rivera,LAA,2.239320657,2,1.095274605,4.605474048,5.145924076,0.867737507,30,40,35.44677816,21.04307968,5.517069588,25,21.68501623,1.590619762,8.086910617,5.352067236,5.593992096,-0.1,999,sa3003090,39.02979763,36.74919442,4.102953598,0.158867639,,RP,-1.386917301,-0.399492297,-0.616857447,-1.783134548,-1.45512013,-0.0881694,-5.729691125,-3.991491535,0.499300204,0.365924192,-0.280950905,-0.314643428,0.023958579,0.386957572,0.318054195
Felix Hernandez,BAL,8.00677937,7.788616785,0,0,5.190826188,23.31518254,18,131,125.830195,68.49390435,21.33917884,76,41.36135892,1.455692957,7.153565588,3.270665804,5.244949626,0.6,999,4772,24.00504915,102.8393242,0.078348466,9.668462034,4772,SP,-0.219583255,-1.267183185,-1.113816919,-0.212281337,-0.135179634,-0.505200177,-3.453244506,-3.998631028,2.419304379,1.024006027,-0.914822659,-0.537620053,1.458085553,1.383582067,0.006073444
Camilo Doval,SFG,0.239320657,0,1.095274605,10.61459746,3.892464202,0.867737507,5,15,9.446778159,5.043079682,1.517069588,5,5.685016234,1.497239523,9.227821234,5.374134473,4.747984193,0,999,sa916835,14.02979763,16.74919442,4.102953598,0.158867639,,RP,-1.740172485,-0.020309814,-0.206559445,-1.783134548,-1.912840094,-0.0881694,-5.751185786,-4.012986196,0.490860419,0.166777409,0.022879606,-0.082164296,0.023958579,0.041354926,0.318054195
Scott Blewett,KCR,0.239320657,0,1.095274605,10.61459746,4.039130869,0.867737507,5,15,10.44677816,5.043079682,1.517069588,3,3.685016234,1.419239523,7.733821234,3.586134473,4.921984193,0,999,16427,14.02979763,14.74919442,4.102953598,0.158867639,,RP,-1.775498003,-0.038334627,-0.155363521,-1.783134548,-1.912840094,-0.0881694,-5.753340193,-4.015140604,0.487056552,0.146862731,0.007704692,-0.050878571,0.023958579,0.041354926,0.318054195
Wandisson Charles,OAK,0.239320657,0,1.095274605,11.30135442,3.852640217,0.867737507,4,14,7.446778159,4.043079682,1.517069588,5,5.685016234,1.529624503,10.25606379,6.055973409,4.858316868,0,999,sa874818,13.02979763,16.74919442,4.102953598,0.158867639,,RP,-1.740172485,-0.017006119,-0.216524281,-1.783134548,-1.912840094,-0.0881694,-5.757846927,-4.019647338,0.486499707,0.166777409,0.02521392,-0.088859322,0.023958579,0.041354926,0.318054195
Jason Foley,DET,1.239320657,1,1.095274605,6.150677211,4.782034394,0.867737507,18,28,24.44677816,13.04307968,3.517069588,12,11.68501623,1.537131265,7.199619233,4.484298995,5.201568548,0,999,sa915677,27.02979763,23.74919442,4.102953598,0.158867639,,RP,-1.61653317,-0.207947941,-0.383799831,-1.783134548,-1.683980112,-0.0881694,-5.763565003,-4.025365413,0.482532641,0.236478783,-0.128179273,-0.181935892,0.023958579,0.214156249,0.318054195
Alexander Vizcaino,NYY,0.239320657,0,1.095274605,10.61459746,4.109130869,0.867737507,5,15,9.446778159,5.043079682,1.517069588,4,4.685016234,1.449239523,8.363821234,4.114134473,5.077984193,0,999,sa920272,14.02979763,15.74919442,4.102953598,0.158867639,,RP,-1.757835244,-0.046937378,-0.175054261,-1.783134548,-1.912840094,-0.0881694,-5.763970925,-4.025771336,0.477738347,0.15682007,0.00046212,-0.062911542,0.023958579,0.041354926,0.318054195
Albert Abreu,NYY,0.239320657,0,1.095274605,10.61459746,4.105797536,0.867737507,5,15,9.446778159,5.043079682,1.517069588,4,4.685016234,1.479239523,8.825821234,4.576134473,5.143984193,0,999,17485,14.02979763,15.74919442,4.102953598,0.158867639,17485,RP,-1.757835244,-0.046527723,-0.194745001,-1.783134548,-1.912840094,-0.0881694,-5.78325201,-4.045052421,0.46605026,0.15682007,0.000807004,-0.074944513,0.023958579,0.041354926,0.318054195
Nick Neidert,MIA,6.00677937,5.788616785,0,0.702970297,4.685329016,16.31518254,16,101,86.83019501,45.49390435,13.33917884,58,33.36135892,1.436996688,7.668580609,3.56005492,4.796464808,0.3,999,18699,22.00504915,84.8393242,1.078348466,7.252462034,18699,SP,-0.53751292,-0.567682202,-0.789501193,-0.611371056,-0.592899598,-0.401579881,-3.50054685,-4.045933372,2.30697094,0.844773923,-0.380260656,-0.372845936,1.093732393,1.037979421,0.083591794
Jose Mujica,COL,0.239320657,0,1.095274605,10.61459746,4.252464202,0.867737507,5,15,10.44677816,5.043079682,1.517069588,3,3.685016234,1.467239523,7.553821234,3.436134473,5.089984193,0,999,17821,14.02979763,14.74919442,4.102953598,0.158867639,,RP,-1.775498003,-0.064552536,-0.186868705,-1.783134548,-1.912840094,-0.0881694,-5.811063286,-4.072863696,0.445731196,0.146862731,-0.01436791,-0.070131325,0.023958579,0.041354926,0.318054195
Justin Lawrence,COL,1.239320657,1,1.095274605,7.009123413,4.858206793,0.867737507,14,24,19.44677816,11.04307968,2.517069588,12,12.68501623,1.64267612,8.464280319,5.6871577,5.132341318,0,999,sa875567,23.02979763,23.74919442,4.102953598,0.158867639,,RP,-1.61653317,-0.198829708,-0.448161051,-1.783134548,-1.683980112,-0.0881694,-5.81880799,-4.0806084,0.446303807,0.236478783,-0.122656864,-0.223687135,0.023958579,0.214156249,0.318054195
