mlbamid,"steamerid","proj_season","firstname","lastname","Team",BasicPF,"position","bats",p1,p2,p3,p4,p5,p6,p7,p8,p9,gC,g1B,g2B,g3B,gSS,gLF,gCF,gRF,gDH,gUIF,gUOF,posadj,age,reliability,G,PA,IBB,NIBB,BB,K,HBP,RBOE,SH,SF,AB,H,1B,2B,3B,HR,AVG,OBP,SLG,wOBA,wOBAcon,SB,CS,wSB,UBR,BaseRunning,UZR,R,RBI,BABIP,wRAA,wRC,wRAA_adj,BattingRuns,ReplacementRuns,DEF_adj,FramingRuns,WAR,WAR/PA,frWAR
605233,"16192","2019","Derek","Fisher","HOU",0.9594763517379761,"RF","L",0.121,0.038,0.038,0.019,0.025,0.045,0.146,0.153,0.414,0.0,0.0,0.0,0.0,0.0,6.5,1.6,8.1,0.0,0.0,0.0,-0.702000,25.00,0.78,16.2,65.00,0.1300,5.9723,6.1023,21.0024,0.5200,0.5980,0.4648,0.4869,57.4260,12.5538,7.7813,2.2476,0.3247,2.2002,0.218608,0.297142,0.384001,0.296974,0.401700,1.6634,0.6469,0.0523,0.077,0.1293,0.119,7.5998,7.3218,0.29828610,-0.956,6.831,0.316,-0.640,2.102,-0.702,0.0000,0.10380,0.0015969,0.10380
605204,"16219","2019","J.D.","Davis","NYN",0.9379082918167114,"1B","R",0.047,0.023,0.133,0.055,0.086,0.094,0.305,0.203,0.055,0.0,8.1,0.0,4.9,0.0,0.0,0.0,0.0,3.4,0.0,0.0,-0.990900,26.00,0.80,16.362000000000002,67.10,0.1340,5.0234,5.1576,17.0729,0.4700,0.6173,0.3504,0.5040,60.6183,14.5584,9.2285,2.8948,0.1324,2.3027,0.240171,0.302415,0.406253,0.306554,0.381590,0.3759,0.1657,-0.0099,0.049,0.0391,0.079,6.9086,7.8179,0.29357291,-0.462,7.576,0.499,0.037,2.169,-0.9908999999999999,0.0000,0.13725,0.0020455,0.13725
605548,"16221","2019","Bradley","Zimmer","CLE",1.0406557321548462,"CF","L",0.111,0.058,0.021,0.016,0.005,0.032,0.159,0.291,0.307,0.0,0.0,0.0,0.0,0.0,0.0,26.6,4.4,0.0,0.0,0.0,0.221982,26.00,0.75,31.077490912272,124.60,0.2490,10.2274,10.4766,40.4725,1.3710,1.1463,0.9189,0.9407,110.8932,25.5603,16.4611,5.4437,0.4508,3.2046,0.230493,0.302450,0.374409,0.296015,0.404610,4.7618,1.6299,0.2553,0.333,0.5883,0.918,14.1550,13.0442,0.32800396,-1.929,12.996,-0.607,-2.536,4.029,0.22198207794480004,0.0000,0.33161,0.0026614,0.33161
607223,"16246","2019","A.J.","Reed","HOU",0.9594763517379761,"DH","L",0.039,0.059,0.031,0.055,0.043,0.196,0.322,0.243,0.012,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,-1.080000,26.00,0.81,9.72,39.60,0.1580,3.6776,3.8360,12.0856,0.2380,0.3643,0.2211,0.2930,35.0122,7.5779,4.4655,1.4084,0.1325,1.5714,0.216434,0.295881,0.398884,0.300744,0.396340,0.0746,0.0323,-0.0083,0.033,0.0247,0.007,4.5082,4.8284,0.27745956,-0.460,4.283,0.192,-0.268,1.280,-1.08,0.0000,-0.00374,-0.0000944,-0.00374
607208,"16252","2019","Trea","Turner","WAS",1.0176060199737549,"SS","R",0.548,0.363,0.001,0.022,0.024,0.033,0.005,0.004,0.001,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,7.200900,26.00,0.85,144.018,657.50,1.9730,52.6379,54.6104,117.9977,4.6020,6.0490,5.2137,4.3621,588.7113,168.8716,114.5037,31.5038,5.8343,17.0297,0.286844,0.349665,0.446955,0.343638,0.390550,40.7671,11.3647,3.3219,1.907,5.2289,0.953,95.0854,67.5748,0.33149924,15.358,94.119,-1.387,13.972,21.258,7.2009,0.0000,5.00441,0.0076113,5.00441
607752,"16263","2019","Sam","Travis","BOS",1.0471508502960205,"1B","R",0.022,0.099,0.077,0.055,0.154,0.198,0.154,0.132,0.110,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.135000,25.00,0.76,1.62,6.70,0.0000,0.4923,0.4923,1.5430,0.0540,0.0616,0.0336,0.0501,6.0704,1.5250,1.0702,0.2997,0.0092,0.1459,0.251238,0.310664,0.375773,0.300731,0.359250,0.0507,0.0231,-0.0012,0.003,0.0018,0.016,0.7309,0.7265,0.31119686,-0.078,0.725,-0.038,-0.116,0.217,-0.135,0.0000,-0.00167,-0.0002493,-0.00167
607468,"16271","2019","Alex","Blandino","CIN",1.017791986465454,"SS","R",0.018,0.015,0.011,0.006,0.011,0.015,0.568,0.332,0.023,0.0,0.0,5.0,5.0,7.5,0.0,0.0,0.0,5.2,0.0,0.0,-0.070666,26.00,0.72,22.7124,90.20,0.2710,8.3794,8.6500,22.4058,1.3530,0.8298,0.5798,0.6861,78.9311,18.2613,12.0580,4.1845,0.1869,1.8319,0.231356,0.315377,0.358732,0.297712,0.351070,0.7611,0.3834,-0.0300,0.059,0.0290,-0.391,8.4992,8.9463,0.29666935,-1.272,9.533,-0.192,-1.464,2.916,-0.07066620900000004,0.0000,0.10493,0.0011633,0.10493
641684,"16285","2019","Michael","Hermosillo","LAA",0.9669469594955444,"LF","R",0.098,0.049,0.134,0.061,0.012,0.024,0.085,0.098,0.439,0.0,0.0,0.0,0.0,0.0,14.1,8.5,14.1,0.0,0.0,0.0,-1.271264,24.00,0.73,36.725400005832,148.80,0.2980,10.7166,11.0142,40.9811,2.6780,1.3690,0.9612,1.1140,133.0322,30.2316,20.5033,5.6622,0.5901,3.4760,0.227257,0.297115,0.357086,0.287504,0.359530,4.0987,1.8761,0.0155,0.182,0.1975,0.260,16.1021,15.0655,0.29831496,-3.337,14.487,0.589,-2.748,4.811,-1.271263846355723,0.0000,0.12860,0.0008642,0.12860
624419,"16291","2019","Nick","Ciuffo","TBA",0.9730559587478638,"C","L",0.038,0.038,0.019,0.019,0.019,0.038,0.096,0.115,0.615,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502200,24.00,0.68,6.0264,23.50,0.0240,1.3416,1.3651,6.1179,0.1410,0.2162,0.1726,0.1793,21.6420,4.7259,3.2763,0.9674,0.0443,0.4378,0.218373,0.267158,0.327868,0.260733,0.325230,0.1446,0.0554,0.0007,0.023,0.0237,-0.060,2.1564,2.1478,0.28089954,-1.040,1.775,0.076,-0.964,0.760,0.5022,-0.1223,0.02696,0.0011472,0.01437
622168,"16313","2019","Yairo","Munoz","SLN",0.9774409532546997,"2B","R",0.025,0.076,0.038,0.004,0.030,0.119,0.216,0.322,0.169,0.0,0.0,13.3,4.0,10.6,5.3,4.0,6.6,5.6,0.0,0.0,-0.362804,24.00,0.76,49.3767163754064,197.90,1.9790,11.1012,13.0802,38.1737,1.5830,1.8207,1.2899,1.5039,180.4429,46.7154,32.2903,8.9761,0.6179,4.8311,0.258892,0.312184,0.395799,0.304138,0.354230,3.9700,1.8341,-0.0064,0.146,0.1396,-1.062,20.2988,21.7502,0.30145168,-1.753,21.953,0.535,-1.219,6.399,-0.3628038299985059,0.0000,0.40095,0.0020260,0.40095
622569,"16357","2019","Pablo","Reyes","PIT",0.9784423112869263,"2B","R",0.286,0.071,0.054,0.054,0.018,0.214,0.161,0.107,0.036,0.0,0.0,6.5,3.2,0.0,4.9,0.0,6.5,3.4,0.0,0.0,-0.800292,25.00,0.77,24.4129581818712,104.10,0.1040,7.0803,7.1844,18.5159,0.7290,0.9577,0.6509,0.7277,94.8083,24.9744,17.5112,4.7139,0.6108,2.1385,0.263433,0.317922,0.393715,0.309707,0.348610,2.9427,1.4104,-0.0159,0.108,0.0921,-0.035,11.1107,10.4107,0.30496010,-0.449,12.021,0.269,-0.181,3.366,-0.8002923377500823,0.0000,0.25137,0.0024147,0.25137
624424,"16376","2019","Michael","Conforto","NYN",0.9379082918167114,"RF","L",0.045,0.010,0.246,0.353,0.305,0.011,0.009,0.008,0.012,0.0,0.0,0.0,0.0,0.0,37.5,4.5,97.5,0.0,0.0,0.0,-6.677621,26.00,0.83,139.56300000000002,601.60,6.0160,67.5582,73.5742,147.4617,7.8210,5.5347,1.4363,4.4794,514.2894,125.5939,71.7926,26.0814,1.3705,26.3493,0.244197,0.344878,0.453940,0.342709,0.412650,3.9465,1.9263,-0.1713,1.414,1.2427,0.968,74.4389,79.9270,0.28770070,13.597,85.662,4.475,18.071,19.451,-6.6776211000000005,0.0000,3.40283,0.0056563,3.40283
642336,"16403","2019","Francisco","Mejia","SDN",0.9690527319908142,"C","B",0.022,0.182,0.003,0.014,0.025,0.336,0.179,0.190,0.049,67.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,4.872619,23.00,0.75,73.6776,303.20,0.9100,15.4632,16.3728,60.1277,3.0320,2.7894,1.7213,2.2087,279.8652,69.2661,46.2628,13.5339,0.9226,8.5468,0.247499,0.294121,0.394071,0.296956,0.347690,1.3817,0.6035,-0.0470,0.412,0.3650,-0.341,29.8495,32.6267,0.28453360,-4.462,31.857,1.124,-3.338,9.803,4.872618827999999,-3.1947,1.16961,0.0038576,0.84074
620446,"16411","2019","Richard","Urena","TOR",0.9978517889976501,"2B","B",0.074,0.050,0.008,0.008,0.025,0.041,0.124,0.198,0.471,0.0,0.0,8.1,3.2,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.594000,23.00,0.76,19.44,76.80,0.1540,3.5128,3.6664,16.6648,0.3840,0.7066,0.5699,0.5836,71.5962,17.1639,11.7777,3.6967,0.4534,1.2361,0.239744,0.278303,0.355844,0.274741,0.331330,0.8976,0.3921,0.0011,0.091,0.0921,0.155,7.4895,7.1689,0.29344368,-2.522,6.678,0.020,-2.502,2.483,0.594,0.0000,0.08463,0.0011020,0.08463
656669,"16424","2019","Jordan","Luplow","CLE",1.0406557321548462,"LF","R",0.132,0.083,0.074,0.066,0.124,0.140,0.116,0.050,0.215,0.0,0.0,0.0,0.0,0.0,38.8,0.0,19.4,0.0,0.0,0.0,-2.909373,25.00,0.78,58.18745456136,242.20,0.9690,20.8500,21.8188,49.1078,2.4220,2.2282,1.3714,1.7740,214.8138,52.4553,32.5627,10.8939,1.5043,7.4944,0.244185,0.318463,0.413568,0.316703,0.361100,3.7442,1.6277,0.0194,-0.109,-0.0896,0.714,29.1414,28.3366,0.28103092,0.336,29.349,-1.180,-0.843,7.831,-2.9093727280680004,0.0000,0.48415,0.0019990,0.48415
624414,"16434","2019","Christian","Arroyo","TBA",0.9730559587478638,"2B","R",0.021,0.106,0.043,0.011,0.181,0.170,0.202,0.213,0.053,0.0,0.0,4.9,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135000,24.00,0.69,8.1,33.20,0.1000,1.7291,1.8287,6.5060,0.3650,0.3054,0.1795,0.2512,30.5754,7.9661,5.5489,1.6489,0.1279,0.6405,0.260540,0.307687,0.385680,0.300655,0.350730,0.3776,0.1777,-0.0060,0.026,0.0200,-0.007,3.3647,3.4632,0.30935680,-0.388,3.589,0.107,-0.281,1.073,0.135,0.0000,0.09677,0.0029148,0.09677
656811,"16442","2019","Ryan","O'Hearn","KCA",1.0142649412155151,"1B","L",0.004,0.004,0.094,0.383,0.146,0.304,0.028,0.026,0.011,0.0,129.6,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,-11.366142,25.00,0.80,134.44379999999998,567.10,1.1340,51.5327,52.6669,154.5382,3.4030,5.2173,1.5142,4.0490,505.4674,119.0541,70.0686,25.0727,2.3003,21.6125,0.235535,0.309634,0.422510,0.316163,0.400230,1.7917,0.8354,-0.1317,-0.023,-0.1547,-1.353,62.6505,69.7332,0.29229642,0.538,68.470,-0.969,-0.431,18.335,-11.366141886000001,0.0000,0.51783,0.0009131,0.51783
641924,"16448","2019","Jacob","Nottingham","MIL",1.012441635131836,"C","R",0.105,0.053,0.079,0.026,0.026,0.053,0.132,0.526,0.000,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125550,24.00,0.69,1.5066,6.10,0.0120,0.4070,0.4192,1.8172,0.0980,0.0561,0.0413,0.0466,5.4953,1.1642,0.7369,0.2348,0.0196,0.1729,0.211844,0.277444,0.356112,0.276929,0.359790,0.0609,0.0269,-0.0003,0.007,0.0067,-0.014,0.5860,0.6171,0.27909792,-0.189,0.541,-0.009,-0.199,0.197,0.12555,-0.0448,0.01197,0.0019623,0.00736
641645,"16451","2019","Luis","Guillorme","NYN",0.9379082918167114,"DH","L",0.022,0.067,0.100,0.011,0.033,0.067,0.233,0.267,0.200,0.0,0.0,3.2,1.6,3.2,0.0,0.0,0.0,3.4,0.0,0.0,-0.153900,24.00,0.74,11.502,46.30,0.0000,3.9347,3.9347,6.3213,0.2780,0.4260,0.2879,0.3529,41.4468,10.4874,8.0990,1.8748,0.1337,0.3799,0.253026,0.319472,0.332208,0.290407,0.297430,0.3723,0.1626,-0.0065,0.062,0.0555,-0.326,4.0262,3.8514,0.28797527,-0.929,4.617,0.344,-0.584,1.497,-0.15389999999999995,0.0000,0.05030,0.0010864,0.05030
656555,"16472","2019","Rhys","Hoskins","PHI",0.9926416873931885,"1B","R",0.001,0.125,0.211,0.609,0.042,0.001,0.004,0.005,0.001,0.0,147.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.301200,26.00,0.84,147.61440000000002,643.40,1.2870,80.0158,81.3026,143.6317,7.7210,5.9193,1.3242,4.5533,548.4990,136.6612,71.8917,27.9128,1.0173,35.8394,0.249154,0.351492,0.499784,0.363986,0.425990,5.2032,2.4712,-0.1567,1.441,1.2843,1.919,89.3284,98.9418,0.26987921,25.708,102.780,0.567,26.275,20.802,-12.301200000000001,0.0000,3.90973,0.0060767,3.90973
656941,"16478","2019","Kyle","Schwarber","CHN",0.9969061017036438,"LF","L",0.038,0.017,0.091,0.072,0.318,0.406,0.029,0.013,0.016,0.0,0.0,0.0,0.0,0.0,132.3,0.0,0.0,0.0,0.0,0.0,-6.613650,26.00,0.80,132.27300000000002,554.60,13.8650,64.9914,78.8564,152.9956,4.4370,5.1023,1.9428,4.0837,465.2803,112.1628,62.4816,18.2455,2.3226,29.1131,0.241066,0.353667,0.477979,0.349985,0.449990,4.6372,2.1523,-0.1068,1.076,0.9692,3.724,73.4073,79.9153,0.28911460,15.826,82.261,0.206,16.032,17.931,-6.613650000000001,0.0000,3.29859,0.0059477,3.29859
656305,"16505","2019","Matt","Chapman","OAK",0.9760715961456299,"3B","R",0.001,0.335,0.286,0.093,0.179,0.049,0.042,0.015,0.000,0.0,0.0,0.0,143.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.387610,26.00,0.83,143.25660000000002,626.20,0.6260,59.1353,59.7615,161.7689,6.2620,5.7610,2.3210,4.6678,553.1877,137.5931,73.8280,32.3926,3.8952,27.4773,0.248731,0.326375,0.470384,0.341160,0.427470,3.8558,1.9687,-0.1972,1.998,1.8008,9.456,82.4843,85.5974,0.29873310,13.362,88.373,1.795,15.157,20.246,2.3876100000000005,0.0000,5.04915,0.0080632,5.04915
643396,"16512","2019","Isiah","Kiner-Falefa","TEX",1.0758763551712036,"C","R",0.025,0.091,0.178,0.045,0.029,0.182,0.178,0.190,0.083,30.1,0.0,9.7,6.5,11.3,0.0,0.0,0.0,0.0,0.0,0.0,3.348000,24.00,0.77,57.672,238.30,0.2380,17.2715,17.5098,35.2818,3.0980,2.1924,1.2064,1.7732,214.7128,56.5635,42.3676,10.2533,1.0180,2.9246,0.263441,0.325491,0.361543,0.302988,0.321100,4.7507,2.2874,-0.0561,0.172,0.1159,-0.210,24.2211,22.5051,0.30086953,-2.335,26.211,-2.166,-4.501,7.705,3.3480000000000003,-6.1545,0.66480,0.0027898,0.03123
643376,"16535","2019","Danny","Jansen","TOR",0.9978517889976501,"C","R",0.010,0.109,0.025,0.037,0.107,0.201,0.232,0.232,0.047,97.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.108100,24.00,0.73,97.29720000000002,397.30,0.7950,34.7641,35.5587,61.0002,7.1510,3.6552,2.1849,2.9754,349.4296,89.5615,56.4861,19.9647,1.1364,11.9744,0.256312,0.334771,0.422756,0.329312,0.349200,2.9729,1.2440,-0.0298,0.501,0.4712,-1.697,46.3034,45.6784,0.27766163,4.638,52.230,0.102,4.740,12.845,8.1081,4.0701,2.51877,0.0063397,2.93776
645277,"16556","2019","Ozzie","Albies","ATL",1.0136665105819702,"2B","B",0.122,0.375,0.016,0.001,0.154,0.170,0.150,0.006,0.007,0.0,0.0,142.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.379240,22.00,0.82,142.7544,618.20,0.6180,39.1614,39.7796,101.9432,4.9460,5.6874,3.4924,4.4407,565.5417,154.6596,98.0482,32.6555,5.1505,18.8053,0.273476,0.324361,0.449195,0.332054,0.373870,15.1764,5.7566,0.5218,1.923,2.4448,7.759,76.5913,73.6265,0.30241329,8.599,82.653,-1.012,7.587,19.988,2.3792400000000002,0.0000,4.13404,0.0066872,4.13404
657145,"16565","2019","Mark","Zagunis","CHN",0.9969061017036438,"RF","R",0.054,0.054,0.027,0.027,0.027,0.054,0.135,0.243,0.378,0.0,0.0,0.0,0.0,0.0,3.2,0.0,8.1,0.0,0.0,0.0,-0.567000,26.00,0.78,11.34,45.00,0.0900,5.4568,5.5468,11.9006,0.4950,0.4140,0.3162,0.3424,38.2996,8.6425,5.8214,1.7853,0.1034,0.9324,0.225646,0.328619,0.350690,0.303343,0.356300,0.5769,0.2334,0.0063,0.040,0.0463,-0.010,4.6856,4.3269,0.29873687,-0.428,4.963,0.017,-0.411,1.455,-0.567,0.0000,0.05284,0.0011742,0.05284
650490,"16578","2019","Yandy","Diaz","TBA",0.9730559587478638,"1B","R",0.027,0.082,0.034,0.163,0.136,0.238,0.211,0.075,0.034,0.0,49.8,0.0,12.4,0.0,0.0,0.0,5.0,12.4,0.0,0.0,-5.641840,27.00,0.83,79.649509116888,331.10,1.3240,39.1300,40.4544,65.8706,1.9870,3.0461,1.4503,2.4107,284.7980,77.0609,58.5241,12.8264,1.4649,4.2455,0.270586,0.362516,0.370633,0.325474,0.358240,2.1926,1.0318,-0.1010,0.073,-0.0280,1.368,34.6419,30.9852,0.33541171,2.829,42.491,1.069,3.897,10.705,-5.641840229112899,0.0000,1.06034,0.0032025,1.06034
649966,"16622","2019","Luis","Urias","SDN",0.9690527319908142,"SS","R",0.324,0.396,0.005,0.005,0.005,0.128,0.052,0.087,0.000,0.0,0.0,61.6,3.1,69.3,0.0,0.0,0.0,3.2,0.0,0.0,4.165858,22.00,0.77,137.214,607.50,0.6080,56.4975,57.1050,121.2083,7.8980,5.5890,4.3680,4.1867,533.9428,132.1254,95.6858,23.9260,3.7627,8.7509,0.247450,0.326839,0.355528,0.302759,0.333750,4.7905,2.3595,-0.1943,0.711,0.5167,-1.000,64.9697,47.9157,0.30226232,-6.066,66.706,2.252,-3.814,19.642,4.1658581340000005,0.0000,2.00850,0.0033062,2.00850
656185,"16623","2019","Greg","Allen","CLE",1.0406557321548462,"LF","B",0.011,0.014,0.001,0.005,0.003,0.213,0.424,0.236,0.093,0.0,0.0,0.0,0.0,0.0,18.0,18.0,12.6,0.0,0.0,0.0,-1.230001,26.00,0.78,48.6,193.30,0.3870,12.3836,12.7702,41.6178,4.2530,1.7784,1.1668,1.4391,173.6713,43.1994,31.6302,8.4070,0.8865,2.2757,0.248737,0.313435,0.346662,0.291763,0.335760,9.0916,3.4659,0.3498,0.191,0.5408,-0.371,19.5877,17.8403,0.31187827,-3.664,19.491,-0.941,-4.605,6.250,-1.2300012,0.0000,0.06020,0.0003114,0.06020
624431,"16725","2019","Jose","Trevino","TEX",1.0758763551712036,"C","R",0.077,0.077,0.038,0.038,0.038,0.077,0.192,0.308,0.154,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.363875,26.00,0.70,28.3664945473632,115.00,0.1150,5.4773,5.5923,16.7603,0.6900,1.0580,0.7542,0.8663,107.0972,25.4555,18.5225,4.6046,0.3888,1.9396,0.237680,0.277797,0.342268,0.270481,0.294390,0.7180,0.3166,-0.0149,0.075,0.0601,0.025,10.8343,10.9063,0.26344333,-4.176,9.600,-1.045,-5.221,3.718,2.3638745456136,-0.2408,0.09738,0.0008468,0.07259
400284,"1679","2019","Chase","Utley","FA",1,"2b","L",0.276,0.025,0.030,0.015,0.037,0.083,0.151,0.143,0.242,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,40.00,0.72,0.2,1.00,0.0040,0.0770,0.0810,0.1948,0.0190,0.0092,0.0073,0.0072,0.8855,0.2136,0.1428,0.0485,0.0071,0.0151,0.241180,0.315861,0.363376,0.298321,0.330320,0.0132,0.0047,0.0004,0.001,0.0014,-0.003,0.1037,0.0902,0.29071470,-0.014,0.106,0.000,-0.014,0.032,0.0033333333333333335,0.0000,0.00203,0.0020300,0.00203
657658,"16839","2019","Braxton","Lee","NYN",0.9379082918167114,"OF","L",0.056,0.056,0.083,0.028,0.028,0.056,0.306,0.222,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.005333,25.00,0.75,0.2,1.00,0.0020,0.0759,0.0779,0.2053,0.0070,0.0092,0.0062,0.0075,0.9014,0.2051,0.1578,0.0347,0.0038,0.0087,0.227523,0.291773,0.303533,0.265493,0.295820,0.0208,0.0110,-0.0006,0.001,0.0004,-0.002,0.0815,0.0778,0.28263059,-0.040,0.079,0.007,-0.033,0.032,-0.005333333333333334,0.0000,-0.00082,-0.0008200,-0.00082
592567,"16909","2019","Colin","Moran","PIT",0.9784423112869263,"3B","L",0.002,0.163,0.162,0.031,0.185,0.193,0.224,0.010,0.031,0.0,16.5,0.0,41.2,0.0,0.0,0.0,0.0,4.3,0.0,0.0,-1.191555,26.00,0.79,62.013600000000004,261.20,1.5670,19.5677,21.1349,52.4740,2.0900,2.4030,1.0809,1.9392,234.9554,62.0698,43.3961,10.9227,0.7282,7.0227,0.264178,0.327906,0.406538,0.318034,0.368370,1.2060,0.5886,-0.0764,-0.321,-0.3974,-1.660,27.9719,29.4538,0.31030300,0.646,31.935,0.675,1.321,8.445,-1.1915550090000002,0.0000,0.67089,0.0025685,0.67089
605244,"16925","2019","Aramis","Garcia","SFN",0.9679498076438904,"C","R",0.034,0.034,0.017,0.017,0.086,0.241,0.190,0.310,0.069,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.627750,26.00,0.73,7.533,30.40,0.0000,1.5928,1.5928,8.5689,0.2740,0.2797,0.1789,0.2285,28.1262,6.1943,4.1410,1.1851,0.0832,0.7850,0.220231,0.266724,0.352004,0.269462,0.350120,0.1009,0.0437,-0.0048,0.026,0.0212,0.019,2.6028,3.0485,0.28468801,-1.129,2.512,0.117,-1.012,0.983,0.62775,0.0418,0.06578,0.0021638,0.07008
650402,"16997","2019","Gleyber","Torres","NYA",1.012683629989624,"2B","R",0.024,0.046,0.047,0.099,0.059,0.278,0.177,0.171,0.100,0.0,0.0,119.2,0.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,2.903429,22.00,0.76,137.538,561.20,2.2450,47.8857,50.1305,129.0620,5.0510,5.1630,2.8621,4.1225,499.0342,128.2459,82.8432,21.8973,1.8873,21.6181,0.256992,0.328527,0.438397,0.330470,0.397570,8.4045,4.1960,-0.1898,0.185,-0.0048,-4.903,69.3641,72.4169,0.30251029,7.081,74.307,-0.853,6.229,18.145,2.9034288,0.0000,2.30282,0.0041034,2.30282
608325,"17005","2019","Gavin","Cecchini","NYN",0.9379082918167114,"2b","R",0.037,0.037,0.055,0.037,0.029,0.037,0.147,0.423,0.199,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,25.00,0.73,0.2,1.00,0.0020,0.0658,0.0678,0.1574,0.0070,0.0092,0.0068,0.0077,0.9107,0.2196,0.1573,0.0452,0.0030,0.0140,0.241182,0.296426,0.343771,0.281061,0.302900,0.0101,0.0046,-0.0001,0.001,0.0009,0.000,0.0871,0.0900,0.27523427,-0.028,0.092,0.007,-0.020,0.032,0.0033333333333333335,0.0000,0.00167,0.0016700,0.00167
628329,"17016","2019","Rusney","Castillo","BOS",1.0471508502960205,"OF","R",0.079,0.079,0.039,0.134,0.039,0.102,0.244,0.260,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.005333,31.00,0.81,0.2,1.00,0.0000,0.0477,0.0477,0.1866,0.0100,0.0092,0.0056,0.0074,0.9293,0.2580,0.1873,0.0510,0.0018,0.0180,0.277742,0.317564,0.394467,0.309615,0.360530,0.0197,0.0083,0.0003,0.000,0.0003,-0.005,0.1114,0.1112,0.32782407,-0.004,0.115,-0.006,-0.010,0.032,-0.005333333333333334,0.0000,0.00123,0.0012300,0.00123
624641,"17022","2019","Edmundo","Sosa","SLN",0.9774409532546997,"SS","R",0.077,0.077,0.038,0.038,0.038,0.077,0.192,0.231,0.231,0.0,0.0,1.6,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.189000,23.00,0.69,4.86,19.70,0.0390,0.8143,0.8537,3.9763,0.1970,0.1812,0.1292,0.1478,18.3723,4.4175,3.1715,0.9064,0.0574,0.2823,0.240456,0.279416,0.342126,0.270787,0.318500,0.2343,0.1004,0.0010,0.024,0.0250,-0.108,1.7656,1.8335,0.28995547,-0.710,1.649,0.053,-0.657,0.637,0.189,0.0000,0.00885,0.0004492,0.00885
642423,"17023","2019","Magneuris","Sierra","MIA",0.9468426704406738,"CF","L",0.073,0.020,0.020,0.020,0.013,0.047,0.087,0.593,0.127,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2,5.1,0.0,0.0,-0.749849,23.00,0.76,24.3,96.50,0.0960,3.9775,4.0740,20.7091,0.5790,0.8878,0.7177,0.7491,90.3802,21.6693,16.9073,3.4226,0.6805,0.6588,0.239754,0.274811,0.314555,0.258342,0.309430,2.6478,1.2807,-0.0174,0.245,0.2276,-0.561,7.0168,7.3005,0.30117658,-4.460,7.100,0.614,-3.845,3.120,-0.749848968,0.0000,-0.18615,-0.0019290,-0.18615
657077,"17027","2019","Alex","Verdugo","LAN",0.9551689624786377,"LF","L",0.092,0.092,0.037,0.018,0.101,0.101,0.183,0.156,0.220,0.0,0.0,0.0,0.0,0.0,51.2,0.0,6.4,5.4,0.0,0.0,-3.504733,23.00,0.77,62.931698199950404,257.10,0.7710,18.0989,18.8702,38.3198,1.5430,2.3653,1.6190,1.9213,233.1469,62.9621,43.7655,12.3384,0.4774,6.3808,0.270055,0.326346,0.409175,0.318840,0.347030,3.0148,1.3106,-0.0065,0.355,0.3485,-0.011,28.1396,28.8406,0.29722127,0.805,31.603,1.381,2.186,8.313,-3.5047327859321977,0.0000,0.75476,0.0029357,0.75476
606988,"17062","2019","Grayson","Greiner","DET",1.002928614616394,"C","R",0.025,0.025,0.012,0.012,0.012,0.150,0.563,0.200,0.000,86.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.178717,26.00,0.72,86.144604574482,346.30,0.0000,30.1072,30.1072,83.1213,2.4240,3.1860,2.0025,2.5643,309.2019,73.0720,49.1493,14.9304,1.3989,7.5934,0.236335,0.306730,0.367351,0.296320,0.351650,1.4724,0.6492,-0.0678,0.371,0.3032,-0.362,34.1111,34.4157,0.29621423,-5.276,36.206,-0.121,-5.398,11.197,7.1787170478735,-0.2833,1.32993,0.0038404,1.30076
