"steamerid","mlbamid","proj_season","firstname","lastname","IP","G","GS","start_percent","start_IP","relief_IP","SV","LI","League","DBTeamId","FBV","reliability","Throws","age","Krate","BBrate","HBPrate","GBrate","FBrate","LDrate","SIERA","BABIP","TBF","batters_per_IP","ERA","RA","K","BB","IBB","1b","2b","3b","HR","HBP","SH","SF","GB","FB","LD","K9","BB9","HBP9","HR9","H","ER","R","WHIP","W","L","QS","HLD","holds_old","SV_old","HR/FB","FIP","pnFIP","LOB%","ERA-","CG","ShO","WAR","catcherframingruns"
"10387","572044","2019","Brooks","Pounders","1","1","0","0","0","1","0","0.6","AL","CLE","92.4","0.52805","R","28","0.2197","0.0883","0.010126","0.35772246","0.43564899","0.20662855","3.78","0.285395","4.314","4.314","4.5477","4.8393","0.9478","0.3809","0.0352","0.57503","0.2014","0.01633","0.1639","0.0437","0.0233","0.05258","1.0448","1.2724","0.6035","8.5302","3.4281","0.39330000000000004","1.4750999999999999","0.9566","0.5053","0.5377","1.3375","0.0486","0.0485","0","0","0","0","0.12881169","4.6699","4.6346","0.73237015","108.7324294458819","0","0","-0.0009","0.003"
"10430","571710","2019","Mychal","Givens","65","65","0","0","0","65","28.7109","1.8","AL","BAL","94.7","0.6011","R","29","0.248","0.0939","0.010918","0.39816789","0.39616718","0.20566492","3.36","0.291098","275.891","4.244476923076923","4.021172307692307","4.316164615384616","68.4211","25.9062","2.1688","37.25783","11.15983","1.03494","8.6691","3.0122","1.4898","2.89907","70.4707","70.1166","36.4001","9.47369076923077","3.5870123076923077","0.41707384615384613","1.2003369230769232","58.1217","29.0418","31.1723","1.292736923076923","3.048","3.2554","0","0.8394","2.22","29.6","0.12363834","4.1243","4.0051","0.74586507","96.13782877919533","0","0","0.6226","-0.275"
"10466","518863","2019","Taylor","Jordan","1","0.7089298245614035","0.0619","0.3540146","0.353","0.647","0","0.7416058","FA","FA","90.5521898","0.2172","R","30","0.1761427","0.08359088","0.008786","0.46201873","0.33298647","0.2049948","4.210365","0.3003259553","4.384","4.384","4.6296","4.9932","0.7721","0.3664","0.0305","0.69477","0.2054","0.02137","0.1377","0.0385","0.0348","0.04377","1.4652","1.056","0.6501","6.9489","3.2976","0.3465","1.2392999999999998","1.0593","0.5144","0.5548","1.4257","0.0491","0.0562","0.0244","0","0","0","0.13039773","4.6216097000000005","4.6216097000000005","0.71526325","110.68869990000522","0.0004","0.0002","0.0019","0.0016"
"10481","474521","2019","Shawn","Tolleson","1","1","0","0","0","1","0","0.6","AL","TEX","92.9","0.45451","R","31","0.2091","0.0794","0.008351","0.41868501","0.37070999","0.210605","3.76","0.298075","4.31","4.31","4.3983","4.721399999999999","0.9013","0.3422","0.0425","0.64689","0.19125","0.02129","0.1475","0.036","0.0233","0.0461","1.2602","1.1158","0.6339","8.111699999999999","3.0798","0.32399999999999995","1.3275","1.007","0.4887","0.5246","1.3492","0.0477","0.0493","0","0","0","0","0.13219215","4.4105","4.3176","0.73012641","105.14626752484358","0","0","0.0019","0.0046"
"10498","500721","2019","Yoervis","Medina","1","1","0","0","0","1","0","0.6","FA","FA","92.6","0.18612","R","30","0.1929","0.0994","0.008925","0.46900181","0.32599901","0.20499918","4.13","0.300506","4.401","4.401","4.4856","4.8483","0.849","0.4375","0.0368","0.67422","0.19284","0.01951","0.1253","0.0393","0.035","0.04111","1.426","0.9912","0.6233","7.641","3.9375","0.3537","1.1277","1.0119","0.4984","0.5387","1.4494","0.0467","0.0503","0","0","0","0","0.12641243","4.5223","4.5223","0.72337963","107.24297686134399","0","0","-0.0005","0.0016"
"105","150302","2019","Jason","Marquis","1","0.17543859649122806","0.1754","1","1","0","0","1","FA","FA","87.1","0.32927","R","40","0.1578","0.0669","0.008912","0.44000602","0.35499699","0.20499699","4.41","0.299623","4.38","4.38","5.0067","5.365799999999999","0.6912","0.293","0.0202","0.70837","0.22422","0.02378","0.165","0.039","0.0348","0.04886","1.4617","1.1793","0.681","6.2208000000000006","2.637","0.351","1.485","1.1214","0.5563","0.5962","1.4143999999999999","0.052","0.0684","0.066","0","0","0","0.13991351","4.9196","4.9196","0.70124346","119.70130337503113","0.0011","0.0005","0.0049","0.0016"
"10500","502011","2019","Preston","Claiborne","1","1","0","0","0","1","0","0.6","FA","FA","90.4","0.34796","R","31","0.1952","0.0978","0.009117","0.375","0.41999475","0.20500525","4.23","0.28886","4.413","4.413","4.8132","5.129099999999999","0.8614","0.4316","0.0398","0.62056","0.20262","0.02062","0.1587","0.0402","0.0351","0.05304","1.1418","1.2788","0.6242","7.7526","3.8844","0.3618","1.4283000000000001","1.0025","0.5348","0.5699","1.4341","0.0453","0.0516","0","0","0","0","0.12410072","4.9167","4.9167","0.72229499","115.07515449689167","0","0","-0.0041","0.0016"
"10504","571786","2019","Mario","Hollands","1","1","0","0","0","1","0","0.6","FA","FA","91.9","0.26053","L","30","0.184","0.1139","0.01046","0.44100555","0.35399935","0.2049951","4.46","0.297693","4.48","4.48","4.7331","5.0922","0.8244","0.5103","0.0377","0.66738","0.19565","0.01975","0.1333","0.0469","0.0356","0.04497","1.3508","1.0843","0.6279","7.4196","4.5927","0.4221","1.1997","1.0161","0.5259","0.5658","1.5264","0.0455","0.0514","0","0","0","0","0.12293646","4.9167","4.9167","0.72655551","113.15536248182916","0","0","-0.0041","0.0017"
"1051","408241","2019","Jake","Peavy","1","0.24470175438596486","0.1607","0.9176711","0.916","0.08399999999999996","0","0.9670685","FA","FA","88.8576302","0.5499","R","38","0.16866284","0.06974719","0.007798","0.36299052","0.43199073","0.20501875","4.5073095","0.2918572556","4.397","4.397","5.161499999999999","5.4783","0.7417","0.3067","0.0183","0.65843","0.23021","0.02422","0.1868","0.0343","0.035","0.05871","1.1905","1.4168","0.6724","6.6753","2.7603","0.3087","1.6812000000000002","1.0996","0.5735","0.6087","1.4062999999999999","0.0499","0.0685","0.0568","0","0","0","0.13184641","5.1289772000000005","5.1289772000000005","0.70555009","123.38955137208833","0.0008","0.0003","0.0017","0.0015"
"10510","543017","2019","Hunter","Cervenka","1","1","0","0","0","1","0","0.6","NL","SLN","92.7","0.44271","L","29","0.2236","0.1181","0.011741","0.44681687","0.34684186","0.20634127","3.98","0.295096","4.401","4.401","4.1121","4.4559","0.9842","0.5198","0.0413","0.61411","0.17512","0.01756","0.1118","0.0517","0.0462","0.04049","1.2514","0.9714","0.5779","8.8578","4.6782","0.46530000000000005","1.0062","0.9186","0.4569","0.4951","1.4384000000000001","0.0493","0.0477","0","0","0","0","0.11509162","4.3605","4.413","0.74611197","98.32060600180064","0","0","-0.0001","0.0006"
"10528","502457","2019","Drew","Hayes","1","1","0","0","0","1","0","0.6","FA","FA","90.7","0.3139","R","31","0.169","0.1012","0.009074","0.4350022","0.35999749","0.20500031","4.52","0.29658","4.472","4.4719999999999995","4.9977","5.3559","0.7558","0.4526","0.0381","0.68509","0.20568","0.02087","0.1494","0.0406","0.0356","0.04758","1.3867","1.1476","0.6535","6.8022","4.0734","0.36539999999999995","1.3446","1.0611","0.5553","0.5951","1.5137","0.0443","0.0526","0","0","0","0","0.13018473","5.0712","5.0712","0.71308563","119.48613365976881","0","0","-0.0055","0.0017"
"10529","518883","2019","Dean","Kiekhefer","1","1","0","0","0","1","0","0.6","AL","OAK","87.3","0.49889","L","30","0.154","0.081","0.010436","0.45089381","0.3449158","0.20419039","4.36","0.297962","4.382","4.382","4.605300000000001","4.968","0.6748","0.355","0.0424","0.7081","0.2136","0.02379","0.1334","0.0457","0.0237","0.04677","1.4806","1.1326","0.6705","6.0732","3.195","0.4113","1.2006","1.0789","0.5117","0.552","1.4339","0.047","0.05","0","0","0","0","0.11778209","4.7477","4.8217","0.71749018","110.1071248489466","0","0","-0.002","-0.0037"
"10534","502593","2019","Jake","Petricka","20","20","0","0","0","20","0","0.6","NL","MIL","93.8","0.51753","R","31","0.2087","0.0805","0.010345","0.56263191","0.23084924","0.20651885","3.41","0.310152","86.059","4.30295","3.78819","4.17267","17.9604","6.9277","0.7287","14.18293","3.58165","0.34437","1.8928","0.8903","0.9036","0.57091","33.429","13.716","12.2704","8.08218","3.117465","0.400635","0.85176","20.0017","8.4182","9.2726","1.34647","1.0132","0.9283","0","0.7235","0.7235","0","0.13799942","3.768","3.6690999999999994","0.7368797","90.56732392851579","0","0","0.1138","0.2554"
"10547","519076","2019","Jimmy","Nelson","112.1306976","19.44","19.44","1","112.1306976","0","0","1","NL","MIL","93.4","0.67149","R","30","0.2271","0.0769","0.012905","0.48416731","0.30910689","0.2067258","3.56","0.302373","479.601","4.2771605837222575","4.130479074090768","4.478340996248292","108.9174","36.8813","1.692","71.28059","21.45669","2.1495","13.8063","6.1893","5.0358","4.15047","156.1274","99.6764","66.662","8.742089552468816","2.9602214835413636","0.49677475653197045","1.108141683406418","108.693","51.4615","55.7955","1.2982555456785099","6.9161","6.5346","9.4","0","0","0","0.13851122","3.9713","3.8671","0.72464424","98.75094543232524","0.2371","0.1078","1.6633","1.4378"
"10558","543900","2019","Daniel","Webb","1","1","0","0","0","1","0","0.6","FA","FA","93.5","0.28924","R","29","0.1811","0.103","0.009033","0.48399845","0.31099378","0.20500777","4.21","0.301231","4.417","4.417","4.5711","4.9446","0.7999","0.4549","0.0397","0.69047","0.19317","0.01971","0.1234","0.0399","0.0351","0.03981","1.4942","0.9601","0.6329","7.1991000000000005","4.0941","0.3591","1.1106","1.0267","0.5079","0.5494","1.4816","0.0462","0.0507","0","0","0","0","0.12852828","4.6498","4.6498","0.72074677","109.28469838172181","0","0","-0.0016","0.0016"
"10586","592665","2019","Addison","Reed","60","60","0","0","0","60","0","0.9","AL","MIN","90.2","0.59029","R","30","0.1805","0.0706","0.007799","0.35695352","0.43494325","0.20810323","4.19","0.292904","261.894","4.3649000000000004","4.9542150000000005","5.259","47.2719","18.4897","2.6001","39.22614","13.16738","1.35176","10.5992","2.0425","1.4142","3.46172","68.7853","83.814","40.1017","7.090785","2.773455","0.306375","1.58988","64.3445","33.0281","35.06","1.3805699999999999","2.7828","3.0349","0","14.2368","12.3768","3.1","0.12646097","4.9084","4.8635","0.71128285","118.44375592805369","0","0","-0.1947","0.0039"
"10587","518452","2019","Chad","Bettis","85.4329","48.1","8.1","0.5386262","45.432900000000004","40","0","0.8154505","NL","COL","90.8229616","0.71127","R","30","0.1708337","0.07148669","0.008738","0.47508603","0.3050551","0.21985887","4.1824246","0.3127745554","378.758","4.433397438223447","4.9165216210616745","5.290362377959779","64.7047","27.0761","2.5047","63.71955","18.75986","2.32393","12.5346","3.3096","3.977","3.5474","132.8532","85.3057","61.4814","6.816370508317053","2.8523543037869485","0.3486525682728785","1.3204678759587933","97.338","46.6703","50.219","1.4562785531101017","4.4222","4.9781","2.7168","4.2068","4.2068","0","0.14693743","4.620565769978545","4.352202025449213","0.70346737","117.54270037567481","0.0481","0.0219","0.4484","0.2616"
"10591","518397","2019","Scott","Alexander","50","50","0","0","0","50","0","0.8","NL","LAN","93.3","0.56679","L","29","0.2231","0.0905","0.008332","0.62828965","0.17408013","0.19763022","3.06","0.306062","211.06","4.2212","3.05874","3.4567560000000004","47.0874","19.1009","1.5523","34.35224","7.92898","0.5772","3.0807","1.7585","2.2161","1.02089","88.4831","24.516","27.8326","8.475732","3.4381619999999997","0.31653","0.5545260000000001","45.9391","16.993","19.2042","1.3008000000000002","2.7846","2.0743","0","13.4466","13.0266","0.7","0.12566079","3.33","3.3763","0.76168527","73.12662311919944","0","0","0.4844","0.4903"
"10603","519242","2019","Chris","Sale","183.87142417582416","29.16","29.16","1","183.87142417582416","0","0","1","AL","BOS","94.8","0.76936","L","30","0.3415","0.0564","0.013454","0.40707385","0.38106929","0.21185685","2.31","0.287079","730.809","3.974565396856748","2.7768311595376884","3.029482163945953","249.5711","41.2176","0.8835","85.28837","30.38369","2.32601","19.1571","9.8323","3.9464","6.71978","173.4801","162.3979","90.2857","12.215818254891875","2.01748804450047","0.4812640158558959","0.9376873039017304","137.1551","56.7311","61.8928","0.9700947322267647","15.2129","5.996","20.9909","0","0","0","0.11796396","2.6337","2.6718","0.78267592","66.38702948226141","0.8051","0.3659","5.6837","1.3333"
"10606","519229","2019","Seth","Rosin","1","1","0","0","0","1","0","0.6","FA","FA","92.4","0.20661","R","30","0.1892","0.0871","0.009744","0.43300501","0.36198934","0.20500565","4.08","0.298855","4.386","4.386","4.6521","4.9932","0.8298","0.382","0.0361","0.67034","0.20199","0.02072","0.1432","0.0427","0.0349","0.04648","1.3408","1.1209","0.6348","7.4681999999999995","3.438","0.38430000000000003","1.2888","1.0362","0.5169","0.5548","1.4182000000000001","0.046","0.051","0","0","0","0","0.12775448","4.6371","4.6371","0.71888736","111.21166272062639","0","0","-0.0015","0.0016"
"10620","543698","2019","Donn","Roach","1","1","0","0","0","1","0","0.6","AL","CHA","89.9","0.55563","R","29","0.1577","0.0636","0.009661","0.51205315","0.28702039","0.20092646","3.87","0.300971","4.297","4.297","4.3443000000000005","4.7250000000000005","0.6777","0.2733","0.0351","0.74347","0.19246","0.01914","0.1316","0.0415","0.0232","0.03889","1.6802","0.9418","0.6593","6.0992999999999995","2.4596999999999998","0.3735","1.1844","1.0866","0.4827","0.525","1.3599","0.0459","0.051","0","0","0","0","0.13973243","4.4608","4.3858","0.72003681","103.86959388095394","0","0","0.002","-0.0041"
"10636","572283","2019","Madison","Younginer","1","1","0","0","0","1","0","0.6","FA","FA","94.3","0.48484","R","28","0.2057","0.1247","0.01129","0.457993","0.33701695","0.20499005","4.37","0.296402","4.48","4.48","4.581","4.9437","0.9216","0.5587","0.0368","0.63469","0.18445","0.01847","0.1235","0.0506","0.0356","0.04075","1.3345","0.982","0.5973","8.2944","5.0283","0.45539999999999997","1.1115","0.9611","0.509","0.5493","1.5198","0.0462","0.0507","0","0","0","0","0.12576375","4.7512","4.7512","0.7306619","109.52138506851033","0","0","-0.0026","0.0016"
"10637","571893","2019","Adam","Liberatore","1","1","0","0","0","1","0","0.6","FA","FA","90.9","0.43344","L","32","0.2089","0.0989","0.009992","0.41799857","0.37700635","0.20499508","4","0.293796","4.371","4.371","4.3029","4.6332","0.913","0.4323","0.043","0.62874","0.1885","0.01958","0.1334","0.0437","0.0347","0.04609","1.2318","1.111","0.6041","8.217","3.8907000000000003","0.39330000000000004","1.2006","0.9702","0.4781","0.5148","1.4024999999999999","0.0478","0.0492","0","0","0","0","0.12007201","4.4972","4.4972","0.73953503","102.86785931767723","0","0","-0.0002","0.0016"
"10657","571479","2019","Andrew","Bellatti","1","1","0","0","0","1","0","0.6","FA","FA","92.9","0.23693","R","27","0.2106","0.1054","0.009655","0.41600136","0.37900459","0.20499405","4.1","0.296013","4.417","4.417","4.6197","4.9527","0.9302","0.4655","0.0356","0.6271","0.1934","0.01954","0.1408","0.0426","0.0351","0.04629","1.2245","1.1156","0.6034","8.3718","4.189500000000001","0.38339999999999996","1.2672","0.9808","0.5133","0.5503","1.4463","0.0462","0.0508","0","0","0","0","0.12621011","4.6553","4.6553","0.72659431","110.45378716798031","0","0","-0.0017","0.0016"
"10688","592804","2019","Tyler","Thornburg","50","50","0","0","0","50","0","0.9","AL","BOS","92.5","0.45856","R","30","0.2048","0.0939","0.009917","0.3450628","0.44308044","0.21185677","4.17","0.289627","219.974","4.39948","4.828986","5.12928","45.0506","20.6555","1.619","29.61775","11.10704","0.99235","8.0483","2.1815","1.1879","2.76243","52.0599","66.8479","31.963","8.109108","3.71799","0.39266999999999996","1.448694","49.7655","26.8277","28.496","1.4084200000000002","2.4487","2.4028","0","12.6186","11.8986","1.2","0.1203972","4.8218","4.8915","0.71910958","115.45050611129368","0","0","-0.2161","0.3972"
"10706","571577","2019","Scott","Copeland","1","1","0","0","0","1","0","0.6","NL","WAS","89.6","0.64976","R","31","0.1942","0.0798","0.010592","0.56786575","0.22495293","0.20718132","3.45","0.308528","4.294","4.294","3.7169999999999996","4.1085","0.8338","0.3426","0.0349","0.72994","0.17664","0.01469","0.0857","0.0455","0.0451","0.02834","1.7191","0.681","0.6272","7.5042","3.0834","0.4095","0.7713","1.007","0.413","0.4565","1.3496","0.0518","0.0453","0","0","0","0","0.12584435","3.7718","3.8016","0.73608758","88.86987395255765","0","0","0.0057","-0.0026"
"10732","571800","2019","Drew","Hutchison","1","0.5646315789473684","0.0926","0.5356498","0.528","0.472","0","0.8142599","AL","NYA","90.0250451","0.6965","R","28","0.18163434","0.0890278","0.011366","0.4051563","0.39413423","0.20070947","4.3878069","0.2913351065","4.432","4.432","5.2605","5.5962","0.8051","0.3946","0.0159","0.65222","0.20195","0.01841","0.1873","0.0504","0.0239","0.05141","1.2792","1.2444","0.6337","7.245899999999999","3.5514","0.4536","1.6857000000000002","1.0598","0.5845","0.6218","1.4544000000000001","0.05","0.0594","0.0283","0","0","0","0.1505143","5.320696","5.1219784","0.71061823","125.76895546204956","0.0004","0.0002","-0.0012","0.0032"
"10745","572096","2019","Trevor","Rosenthal","65","65","0","0","0","65","13.7118","1.3","NL","WAS","97.8","0.48569","R","29","0.306","0.105","0.009359","0.44889482","0.34391949","0.2071857","2.97","0.294349","272.422","4.191107692307693","3.134367692307692","3.4350923076923077","83.3613","28.6044","2.2488","34.13771","9.8322","0.79311","5.8325","2.5496","2.8604","2.22705","69.616","53.3361","32.131","11.542333846153847","3.9606092307692307","0.35302153846153844","0.807576923076923","50.5955","22.6371","24.809","1.21846","3.6485","2.6685","0","11.6422","17.3633","5.7","0.1093537","3.2004","3.2257","0.77381632","74.93643950201675","0","0","1.0292","-0.168"
