"steamerid","mlbamid","proj_season","firstname","lastname","IP","G","GS","start_percent","start_IP","relief_IP","SV","LI","League","DBTeamId","FBV","reliability","Throws","age","Krate","BBrate","HBPrate","GBrate","FBrate","LDrate","SIERA","BABIP","TBF","batters_per_IP","ERA","RA","K","BB","IBB","1b","2b","3b","HR","HBP","SH","SF","GB","FB","LD","K9","BB9","HBP9","HR9","H","ER","R","WHIP","W","L","QS","HLD","holds_old","SV_old","HR/FB","FIP","pnFIP","LOB%","ERA-","CG","ShO","WAR","catcherframingruns"
"11743","570702","2019","Carlos","Ramirez","1","1","0","0","0","1","0","0.6","NL","CHN","91.8","0.46579","R","28","0.2089","0.1184","0.010732","0.40999204","0.38300522","0.20700273","4.19","0.288523","4.437","4.437","4.648499999999999","4.9824","0.9268","0.5253","0.0358","0.59963","0.18729","0.02019","0.1394","0.0476","0.0466","0.04612","1.185","1.107","0.5983","8.341199999999999","4.7277","0.4284","1.2546","0.9466","0.5165","0.5536","1.4719","0.0473","0.0497","0","0","0","0","0.12592593","4.8383","4.8175","0.72934443","111.13993948220565","0","0","-0.003","-0.0089"
"11752","592426","2019","Luke","Jackson","25","25","0","0","0","25","0","0.6","NL","ATL","94.1","0.56005","R","27","0.2366","0.1056","0.009644","0.44294185","0.34695459","0.21010356","3.86","0.297388","109.457","4.37828","4.082616","4.420548","25.8975","11.5587","1.0035","15.24886","4.56964","0.41539","2.9066","1.0556","1.1493","1.0093","30.9196","24.2192","14.6663","9.3231","4.161132","0.380016","1.046376","23.1405","11.3406","12.2793","1.3879679999999999","1.2294","1.1965","0","0.8329","0.8329","0","0.12001222","4.1143","4.1526","0.74088954","97.60576439220702","0","0","0.0364","0.2603"
"11753","594986","2019","Kyle","Ryan","20","20","0","0","0","20","0","0.6","NL","CHN","89.9","0.55167","L","27","0.2019","0.102","0.009757","0.52599607","0.26699789","0.20700603","3.71","0.301627","86.543","4.3271500000000005","3.88746","4.263255","17.473","8.8273","0.7599","13.4617","3.50656","0.36461","1.9334","0.8444","0.9087","0.65019","30.7653","15.6166","12.1077","7.86285","3.9722849999999994","0.37998000000000004","0.8700300000000001","19.2662","8.6388","9.4739","1.404675","1.0209","0.9207","0","0.7958","0.7958","0","0.12380416","4.1212","4.1035","0.74201884","92.93897234562914","0","0","0.0698","-0.1746"
"11754","592593","2019","Justin","Nicolino","1","0.43847368421052624","0.1195","0.686638","0.681","0.31899999999999995","0","0.8746552","AL","MIN","90.5193534","0.70526","L","27","0.13162806","0.07050832","0.008447","0.4183644","0.3733191","0.2083165","4.7500475","0.297790612","4.423","4.423","5.2236","5.581799999999999","0.5823","0.3119","0.0194","0.7303","0.23705","0.02215","0.1694","0.0374","0.0239","0.0534","1.4498","1.2937","0.7219","5.2407","2.8071","0.3366","1.5246","1.1589","0.5804","0.6202","1.4708","0.0495","0.0634","0.0391","0","0","0","0.13094226","5.2464784","5.1985285999999995","0.69864048","124.88276225431952","0.0005","0.0002","-0.0003","0"
"11760","592767","2019","Drew","Smyly","129.79167157894736","22.68","22.68","1","129.79167157894736","0","0","1","AL","TEX","89.8","0.53761","L","30","0.2048","0.075","0.007421","0.33874381","0.45065906","0.21059713","4.12","0.287556","560.413","4.317788600627753","4.781601873603309","5.075528283024696","114.7726","42.031","1.0122","77.66238","27.72984","2.69977","23.5516","4.1588","3.0262","7.38624","134.3879","178.7874","83.549","7.958549169094362","2.914509038971019","0.2883790581064613","1.6331124903578278","131.6436","68.9569","73.1957","1.3381028064991083","7.2167","8.3931","9.1752","0","0","0","0.13172964","4.819","4.7175","0.72233095","114.31727894424559","0.119","0.0541","1.0138","0.575"
"11762","592789","2019","Noah","Syndergaard","176.17704631578948","29.16","29.16","1","176.17704631578948","0","0","1","NL","NYN","97.2","0.71058","R","26","0.2496","0.0641","0.008279","0.49973829","0.29884362","0.20141809","3.1","0.300212","728.305","4.133938076669454","3.5157394958805614","3.8506781342218455","181.785","46.6844","2.8156","108.07213","31.81332","3.00178","17.852","6.0296","7.6472","6.05367","243.0795","145.3616","97.9725","9.286482173548459","2.384871405136868","0.30802196503357143","0.9119689730296068","160.7392","68.8214","75.3779","1.1773588236245174","11.0433","9.6086","17.3697","0","0","0","0.12281098","3.3123","3.3407","0.73264887","84.05246310529617","0.9649","0.4386","3.8876","0.1927"
"11769","594867","2019","Myles","Jaye","1","0.6528596491228069","0.0739","0.4265671","0.421","0.579","0","0.7706268","FA","FA","89.601403","0.6402","R","27","0.14877848","0.07919504","0.011813","0.4760071","0.31899275","0.20500015","4.4287373","0.299425985","4.419","4.419","4.8671999999999995","5.247","0.6574","0.3499","0.0285","0.72911","0.21191","0.022","0.1427","0.0522","0.0351","0.04393","1.5822","1.0603","0.6814","5.9166","3.1491","0.4698","1.2843","1.1058","0.5408","0.583","1.4557000000000002","0.0475","0.0594","0.0261","0","0","0","0.13458455","4.9075921","4.9075921","0.70704523","116.36013369179045","0.0004","0.0002","-0.0005","0.0016"
"11776","605795","2019","Angel","Sanchez","1","1","0","0","0","1","0","0.6","FA","FA","94.5","0.31523","R","29","0.2367","0.083","0.008738","0.45100885","0.344","0.20499115","3.45","0.298099","4.257","4.257","3.915","4.2399000000000004","1.0077","0.3533","0.0348","0.61671","0.18103","0.0182","0.1218","0.0372","0.0338","0.04032","1.2741","0.9718","0.5791","9.0693","3.1797","0.3348","1.0962","0.9377","0.435","0.4711","1.291","0.05","0.0471","0","0","0","0","0.12533443","3.9005","3.9005","0.74036003","93.59882613910018","0","0","0.0052","0.0015"
"11801","570663","2019","Hansel","Robles","50","50","0","0","0","50","0","0.8","AL","LAA","96","0.60378","R","28","0.2319","0.1055","0.009789","0.35596805","0.44396013","0.20007181","3.85","0.280573","216.357","4.32714","4.333698","4.626054","50.1731","22.8256","1.7666","27.82941","8.88924","0.82433","7.4316","2.1179","1.1683","2.57118","49.8655","62.1918","28.0269","9.031158","4.108608","0.381222","1.337688","44.9746","24.0761","25.7003","1.356004","2.4626","2.3893","0","12.7193","12.2993","0.7","0.11949485","4.5829","4.6854","0.74298323","103.60899944802517","0","0","-0.0456","-0.1764"
"11804","593576","2019","Hector","Neris","40","40","0","0","0","40","0","0.7","NL","PHI","94.6","0.5933","R","30","0.3054","0.0865","0.010683","0.3870204","0.41402147","0.19895813","2.74","0.287218","166.389","4.159725","3.597525","3.8587499999999997","50.8153","14.3927","1.3206","19.97401","6.39004","0.64532","5.3658","1.7775","1.7471","1.68735","37.7932","40.4299","19.4286","11.4334425","3.2383575","0.39993749999999995","1.207305","32.3752","15.989","17.15","1.1691975","2.1189","1.766","0","9.0594","7.5594","2.5","0.13271861","3.5769000000000006","3.4868","0.76512041","86.00811673956909","0","0","0.364","-0.0739"
"11827","447755","2019","Steve","Delabar","1","1","0","0","0","1","0","0.6","FA","FA","92.6","0.33396","R","35","0.205","0.1216","0.00914","0.39001052","0.40500831","0.20498117","4.4","0.292062","4.49","4.49","4.9212","5.2515","0.9205","0.546","0.0355","0.61163","0.19576","0.0198","0.1505","0.041","0.0357","0.04953","1.1494","1.1936","0.6041","8.2845","4.914000000000001","0.369","1.3545","0.9777","0.5468","0.5835","1.5237","0.0448","0.0521","0","0","0","0","0.12608914","5.0375","5.0375","0.72466765","117.66197262926732","0","0","-0.0052","0.0016"
"11828","572020","2019","James","Paxton","172.41107294117649","29.16","29.16","1","172.41107294117649","0","0","1","AL","NYA","94.9","0.7338","L","30","0.2806","0.0687","0.005961","0.43771255","0.36176242","0.20052504","2.88","0.291986","701.999","4.071658438315672","3.4327574784128094","3.7249724686715227","196.9811","48.2274","1.5147","94.66617","28.70705","2.30771","22.1717","4.1846","3.7908","6.71743","196.5813","162.4713","90.0579","10.282575647591134","2.517509998607159","0.21843956630818825","1.1573809999319546","147.8526","65.7606","71.3585","1.137281942830313","12.8861","7.6014","17.0233","0","0","0","0.13646533","3.4597","3.3305","0.76174734","82.070510950269","0.8773","0.3988","4.1053","0.523"
"11836","592836","2019","Taijuan","Walker","72.38088284584981","12.96","12.96","1","72.38088284584981","0","0","1","NL","ARI","93.8","0.66317","R","26","0.2133","0.0779","0.01099","0.45000369","0.33900278","0.21099352","3.86","0.301898","313.202","4.327137051740983","4.384344146172513","4.728050923733964","66.8059","24.3984","1.8808","46.11254","14.92859","2.01355","9.6943","3.4421","3.2886","3.03774","96.87","72.9754","45.4195","8.306794230190501","3.033751335523958","0.4279983716967922","1.2054108290695253","72.749","35.2603","38.0245","1.3421693157141457","4.1204","4.6972","5.519","0","0","0","0.1328434","4.2101","4.2518","0.71899347","104.8187314027221","0.1028","0.0467","0.8364","0.1439"
"11847","455119","2019","Chris","Martin","50","50","0","0","0","50","6.9226","1","AL","TEX","95.2","0.34762","R","33","0.2231","0.0677","0.010149","0.45611131","0.3330813","0.21080739","3.37","0.303431","211.506","4.23012","3.9520619999999997","4.279464","47.187","14.319","1.7692","32.79947","9.2038","0.98787","6.1698","2.1466","1.1421","2.01861","66.9004","48.8549","30.9203","8.49366","2.57742","0.38638799999999995","1.110564","49.1609","21.9559","23.7748","1.269598","2.5034","2.3495","0","11.6394","14.9345","2.2","0.12628825","3.8656","3.7842","0.73438491","94.48580352090366","0","0","0.4244","0.22"
"11861","592094","2019","Jason","Adam","1","1","0","0","0","1","0","0.6","AL","KCA","93.9","0.35757","R","27","0.2409","0.1004","0.01101","0.34098184","0.45200504","0.20701313","3.81","0.281629","4.329","4.329","4.2732","4.5584999999999996","1.0429","0.4346","0.0358","0.53593","0.19206","0.02105","0.1442","0.0477","0.0234","0.05196","0.9481","1.2568","0.5756","9.386099999999999","3.9114","0.4293","1.2978","0.8932","0.4748","0.5065","1.3277999999999999","0.0455","0.0514","0","0","0","0","0.11473584","4.3967","4.4813","0.7404441","102.1601900319257","0","0","0.0001","0.0085"
"11903","593140","2019","Michael","Feliz","40","40","0","0","0","40","0","0.7","NL","PIT","94.5","0.54968","R","26","0.2522","0.0969","0.008281","0.40314635","0.38313908","0.21371456","3.47","0.298198","171.969","4.299225","3.9887099999999998","4.2926175","43.3706","16.6638","1.1869","23.60901","7.19806","0.70727","4.828","1.4241","1.8057","1.73534","43.8081","41.634","23.2234","9.758385","3.749355","0.32042249999999994","1.0863","36.3424","17.7276","19.0783","1.3251549999999999","1.9501","1.9309","0","9.1318","9.1318","0","0.11596291","3.9182","3.9909","0.74158138","95.36082702963702","0","0","0.1738","-0.1437"
"11928","543716","2019","David","Rollins","1","1","0","0","0","1","0","0.6","FA","FA","90.4","0.44945","L","29","0.1851","0.0901","0.009143","0.41799061","0.37701807","0.20499132","4.21","0.29405","4.394","4.394","4.5819","4.920299999999999","0.8133","0.3959","0.0375","0.65991","0.20245","0.01958","0.1451","0.0402","0.0349","0.0486","1.2997","1.1723","0.6374","7.3197","3.5631","0.3618","1.3059","1.027","0.5091","0.5467","1.4228999999999998","0.0464","0.0506","0","0","0","0","0.12377378","4.729","4.729","0.72732468","109.5357297161945","0","0","-0.0024","0.0016"
"11964","518566","2019","Taylor","Cole","57.76862285714285","43.24","3.24","0.3124743","17.76862285714286","39.99999999999999","0","0.7249897","AL","LAA","92.981268","0.51725","R","29","0.21685718","0.09523738","0.009282","0.45995897","0.33996934","0.20007169","3.8624825","0.2915798473","248.206","4.296553868244245","4.002454768080231","4.347273443250311","53.8255","23.6385","1.4611","35.92837","10.16567","0.97147","7.0231","2.3039","1.3403","2.34806","76.8654","56.8135","33.4347","8.385685447235865","3.682734492842333","0.3589336039960002","1.0941562542750594","54.0886","25.6907","27.904","1.3454899243870304","3.1796","2.8921","1.3067","6.5414","6.5414","0","0.12361675","4.225157709370455","4.319748557867647","0.74256403","95.6903827357388","0.024","0.0109","0.3181","-0.1998"
"12020","607087","2019","Scott","Snodgress","1","1","0","0","0","1","0","0.6","FA","FA","89.6","0.20447","L","29","0.2149","0.1141","0.009229","0.4549832","0.34000762","0.20500918","4.11","0.298143","4.415","4.415","4.2867","4.6395","0.9488","0.5038","0.038","0.6336","0.1831","0.01822","0.1213","0.0407","0.0351","0.04073","1.3134","0.9815","0.5918","8.5392","4.5342","0.3663","1.0917000000000001","0.9562","0.4763","0.5155","1.46","0.0478","0.0492","0","0","0","0","0.12358635","4.4738","4.4738","0.74026208","102.48294460481912","0","0","0","0.0016"
"12022","542882","2019","Matt","Andriese","87.36404557939913","24.58","14.58","0.8884297","77.36404557939913","10.000000000000005","0","0.9553719","NL","ARI","91.0780992","0.66355","R","29","0.2023843","0.0740062","0.008203","0.4640038","0.32500251","0.2109937","3.7863222","0.3020401385","375.019","4.292601121123348","4.37853006306065","4.727439042696866","75.8981","27.7537","2.2111","57.10966","18.00421","2.41028","11.623","3.0763","3.9377","3.575","122.6601","85.9149","55.7765","7.818810306571635","2.859108668141853","0.31691183502757403","1.1973690012435372","89.1471","42.5029","45.8898","1.33808821723757","4.9744","5.6786","5.4293","0.8034","0.8034","0","0.13528503","4.211668416335414","4.253401510458338","0.71440501","104.6807918941672","0.1256","0.0571","0.8922","0.163"
"12027","543169","2019","Brian","Flynn","40","40","0","0","0","40","0","0.6","AL","KCA","91.5","0.57199","L","29","0.1754","0.0904","0.008476","0.46999968","0.32299987","0.20700045","4.16","0.299672","174.216","4.3554","4.287217500000001","4.65309","30.5575","15.7491","1.3512","27.41889","8.2576","0.84633","4.5567","1.4767","0.9408","1.67439","58.9812","40.5339","25.9769","6.875437499999999","3.5435475000000003","0.33225750000000004","1.0252575","41.0796","19.0543","20.6804","1.4207174999999999","1.802","2.075","0","5.6662","5.6662","0","0.11241701","4.406","4.4907","0.72458856","102.4972892525033","0","0","0","0.3337"
"12042","543242","2019","J.R.","Graham","1","1","0","0","0","1","0","0.6","FA","FA","95","0.45525","R","29","0.2104","0.0936","0.009557","0.45100298","0.34399566","0.20500136","3.9","0.295994","4.35","4.35","4.3155","4.6593","0.9152","0.4071","0.0329","0.6386","0.18754","0.01923","0.1298","0.0416","0.0346","0.04211","1.331","1.0152","0.605","8.2368","3.6639","0.37439999999999996","1.1682","0.9752","0.4795","0.5177","1.3822999999999999","0.0477","0.0493","0","0","0","0","0.12785658","4.3641","4.3641","0.7295239","103.16909691904445","0","0","0.001","0.0016"
"12049","543294","2019","Kyle","Hendricks","193.67437837837835","32","32","1","193.67437837837835","0","0","1","NL","CHN","86.7","0.76852","R","29","0.1959","0.0628","0.009353","0.47699667","0.31599782","0.20700551","3.77","0.298279","823.796","4.2535104896041736","4.045730811481852","4.4012383420932775","161.3816","51.7344","3.1642","129.49734","38.95194","4.19019","24.189","7.705","8.6499","7.81205","283.493","187.8067","123.0294","7.499362652722207","2.404084649185482","0.3580494259520578","1.1240567896631182","196.8285","87.0616","94.7119","1.283406210368141","12.1975","10.4874","17.2509","0","0","0","0.12879732","4.0388","4.0215","0.72641008","96.72356855963157","0.2784","0.1266","2.974","-1.816"
"12056","543518","2019","Scott","McGough","1","1","0","0","0","1","0","0.6","FA","FA","92.8","0.5435","R","29","0.2135","0.0896","0.008683","0.48000546","0.31499505","0.20499949","3.7","0.299694","4.305","4.305","4.0482","4.3992","0.9191","0.3857","0.0354","0.6515","0.18317","0.01851","0.1158","0.0374","0.0342","0.03826","1.4056","0.9224","0.6003","8.2719","3.4713","0.3366","1.0422","0.969","0.4498","0.4888","1.3547","0.0491","0.048","0","0","0","0","0.12554206","4.0975","4.0975","0.73440219","96.77855637575416","0","0","0.0034","0.0016"
"12076","553878","2019","Felipe","Vazquez","65","65","0","0","0","65","31.565","1.8","NL","PIT","98.4","0.60007","L","27","0.3067","0.0863","0.009732","0.46416878","0.32211721","0.21371402","2.55","0.300037","266.175","4.095","2.894704615384615","3.1851969230769233","81.636","22.9709","2.0663","35.32196","9.84856","0.9309","5.3256","2.5904","2.7948","2.09879","72.469","50.291","33.3664","11.303446153846153","3.180586153846154","0.3586707692307692","0.7373907692307692","51.427","20.9062","23.0042","1.1445830769230767","3.6355","2.6812","0","3.1131","5.6164","30.9","0.10589569","2.894","2.9477","0.77638703","69.20575275219754","0","0","1.5477","-0.2091"
"12093","572038","2019","Branden","Pinder","1","1","0","0","0","1","0","0.6","FA","FA","94.5","0.28282","R","30","0.2042","0.1066","0.009835","0.40699475","0.38800996","0.20499529","4.2","0.292176","4.425","4.425","4.6854","5.0175","0.9035","0.4717","0.0367","0.62167","0.19433","0.01987","0.1452","0.0435","0.0352","0.04782","1.2091","1.1527","0.609","8.131499999999999","4.2453","0.39149999999999996","1.3068","0.9811","0.5206","0.5575","1.4527999999999999","0.0459","0.0511","0","0","0","0","0.12596513","4.7872","4.7872","0.72605219","112.02691686400912","0","0","-0.0029","0.0017"
"12095","554340","2019","Yimi","Garcia","15","15","0","0","0","15","0","0.6","NL","LAN","94.2","0.40722","R","28","0.2274","0.0612","0.010883","0.37279926","0.42976829","0.19743245","3.48","0.282424","63.398","4.226533333333333","4.081799999999999","4.366140000000001","14.4167","3.88","0.5034","8.72362","2.9319","0.2267","2.3391","0.69","0.6657","0.78297","16.3172","18.8107","8.6415","8.650020000000001","2.3280000000000003","0.4139999999999999","1.4034600000000002","14.2214","6.803","7.2769","1.2067599999999998","0.7512","0.7047","0","0.8644","0.8644","0","0.12434944","4.18","4.2381","0.74207336","97.58663819529481","0","0","0.0113","0.142"
"12118","572309","2019","Kendry","Flores","1","0.17543859649122806","0.1754","1","1","0","0","1","NL","SLN","91","0.40124","R","27","0.1663","0.0891","0.010245","0.41382635","0.3798358","0.20633785","4.62","0.29231","4.44","4.44","4.9986","5.349600000000001","0.7385","0.3956","0.0196","0.66869","0.21692","0.02199","0.156","0.0455","0.0466","0.0508","1.3307","1.2214","0.6635","6.6465000000000005","3.5604","0.4095","1.404","1.0636","0.5554","0.5944","1.4592","0.0532","0.0672","0.0661","0","0","0","0.12772229","5.0353","5.096","0.70768872","119.502869082067","0.0011","0.0005","0.002","0.0006"
"12143","592329","2019","Jason","Garcia","1","1","0","0","0","1","0","0.6","FA","FA","94.2","0.5261","R","26","0.1711","0.1145","0.011074","0.42998541","0.36501491","0.20499968","4.67","0.297256","4.533","4.533","5.1651","5.5251","0.7756","0.519","0.0376","0.67797","0.20496","0.02083","0.1479","0.0502","0.036","0.04771","1.3554","1.1506","0.6462","6.9803999999999995","4.671","0.45180000000000003","1.3311","1.0516","0.5739","0.6139","1.5706000000000002","0.0436","0.0533","0","0","0","0","0.12854163","5.2401","5.2401","0.71222431","123.48589958903355","0","0","-0.007","0.0017"
"12165","592781","2019","Matt","Stites","1","1","0","0","0","1","0","0.6","FA","FA","93.9","0.35413","R","29","0.1788","0.1155","0.008461","0.44899076","0.3460065","0.20500274","4.59","0.298067","4.507","4.507","4.95","5.318099999999999","0.8058","0.5205","0.0366","0.67584","0.19892","0.02013","0.1398","0.0381","0.0358","0.04457","1.3947","1.0748","0.6368","7.252199999999999","4.6845","0.34290000000000004","1.2582","1.0347","0.55","0.5909","1.5552","0.0445","0.0524","0","0","0","0","0.13007071","5.0426","5.0426","0.7172398","118.35051571810669","0","0","-0.0052","0.0016"
"12166","592341","2019","David","Goforth","1","1","0","0","0","1","0","0.6","FA","FA","94.3","0.54343","R","30","0.1706","0.1021","0.009246","0.40799596","0.3869971","0.20500694","4.57","0.288493","4.466","4.466","5.0390999999999995","5.3847000000000005","0.7619","0.456","0.0395","0.65429","0.20407","0.02074","0.1598","0.0413","0.0355","0.05088","1.294","1.2274","0.6502","6.8571","4.104","0.37170000000000003","1.4382","1.0389","0.5599","0.5983","1.4949","0.0442","0.0527","0","0","0","0","0.13019391","5.2065","5.2065","0.71460137","120.47113280074736","0","0","-0.0067","0.0016"
"12182","592533","2019","Cody","Martin","1","1","0","0","0","1","0","0.6","FA","FA","87.8","0.60828","R","29","0.2042","0.0832","0.01091","0.38900319","0.40599283","0.20500398","3.9","0.290851","4.344","4.344","4.5756","4.8870000000000005","0.8871","0.3614","0.0332","0.622","0.19908","0.01984","0.1569","0.0474","0.0345","0.05074","1.1723","1.2235","0.6178","7.9839","3.2526","0.4266","1.4121000000000001","0.9978","0.5084","0.543","1.3592","0.0465","0.0505","0","0","0","0","0.12823866","4.6529","4.6529","0.72758522","109.39945556319503","0","0","-0.0017","0.0016"
"12183","592102","2019","Cody","Allen","65","65","0","0","0","65","32.4113","1.8","AL","LAA","93.2","0.59621","R","30","0.2599","0.0962","0.008927","0.35996766","0.43996028","0.20007207","3.47","0.282372","276.361","4.251707692307692","3.9051415384615384","4.184986153846154","71.8261","26.5859","2.2587","34.88433","11.12727","1.04715","8.8261","2.4671","1.4923","3.16571","62.6361","76.5552","34.8135","9.945152307692307","3.6811246153846153","0.3415984615384615","1.2220753846153847","55.8848","28.2038","30.2249","1.2687799999999998","3.3591","2.9521","0","1.0221","5.9497","27.8","0.11529067","4.0571","4.1479","0.75381579","93.36213945231167","0","0","0.4673","-0.222"
"12185","592570","2019","Akeel","Morris","1","1","0","0","0","1","0","0.6","FA","FA","92.7","0.52508","R","26","0.1989","0.1245","0.008858","0.36300245","0.43199571","0.20500184","4.57","0.287183","4.521","4.521","5.13","5.4522","0.8992","0.5628","0.0363","0.60072","0.19947","0.02016","0.1622","0.04","0.0359","0.05347","1.0828","1.2886","0.6115","8.0928","5.0652","0.36","1.4598","0.9825","0.57","0.6058","1.5453000000000001","0.0439","0.053","0","0","0","0","0.12587304","5.2796","5.2796","0.72116447","122.6467376995106","0","0","-0.0074","0.0016"
"12220","594857","2019","Keith","Hessler","1","1","0","0","0","1","0","0.6","FA","FA","91.6","0.51389","L","30","0.1997","0.1168","0.008178","0.42199258","0.37299756","0.20500987","4.44","0.295974","4.48","4.48","4.671","5.019299999999999","0.8947","0.5233","0.0397","0.64186","0.19348","0.01952","0.1373","0.0366","0.0356","0.04627","1.2618","1.1153","0.613","8.0523","4.7097","0.3294","1.2357","0.9922","0.519","0.5577","1.5154999999999998","0.0459","0.0511","0","0","0","0","0.12310589","4.8362","4.8362","0.73124099","111.68264531958944","0","0","-0.0034","0.0017"
"12232","595235","2019","Cody","Hall","1","1","0","0","0","1","0","0.6","FA","FA","92.8","0.35642","R","31","0.2093","0.1121","0.008829","0.4229983","0.37199319","0.20500852","4.21","0.295024","4.435","4.435","4.6188","4.9590000000000005","0.9282","0.4971","0.0377","0.6252","0.19097","0.01949","0.1376","0.0392","0.0353","0.0453","1.2415","1.0918","0.6017","8.3538","4.4738999999999995","0.3528","1.2384","0.9733","0.5132","0.551","1.4704000000000002","0.0462","0.0508","0","0","0","0","0.12603041","4.7023","4.7023","0.72788847","110.41553477415592","0","0","-0.0021","0.0016"
"12235","595307","2019","Seth","Maness","1","1","0","0","0","1","0","0.6","FA","FA","87.6","0.48456","R","30","0.1468","0.0682","0.008319","0.49000059","0.30499674","0.20500267","4.21","0.304446","4.384","4.384","4.6926","5.074199999999999","0.6436","0.299","0.0396","0.76255","0.21092","0.02092","0.1388","0.0365","0.0349","0.04258","1.6514","1.0279","0.6909","5.7924","2.691","0.32849999999999996","1.2492","1.1332","0.5214","0.5638","1.4322","0.0456","0.0513","0","0","0","0","0.13503259","4.6847","4.6847","0.71007078","112.18948953776284","0","0","-0.002","0.0016"
"12237","595465","2019","Dan","Winkler","40","40","0","0","0","40","0","0.8","NL","ATL","92.8","0.43132","R","29","0.2478","0.0831","0.010306","0.41894485","0.37095178","0.21010337","3.51","0.295027","171.6","4.29","3.8880000000000003","4.200615","42.5225","14.26","1.3383","23.83935","7.39726","0.66565","4.9159","1.7685","1.8018","1.71961","46.6126","41.2728","23.3765","9.5675625","3.2085","0.3979125","1.1060775","36.8182","17.28","18.6694","1.2769549999999998","2.0166","1.8661","0","10.3647","10.0647","0.5","0.1191075","3.8347","3.8702999999999994","0.74355959","92.9533169933133","0","0","0.18","0.4349"
"12240","595441","2019","Matthew","Tracy","1","1","0","0","0","1","0","0.6","FA","FA","89.1","0.52534","L","30","0.1791","0.0896","0.009564","0.45999297","0.33500495","0.20500208","4.17","0.298154","4.386","4.386","4.4289","4.7889","0.7855","0.393","0.0364","0.68809","0.19734","0.01958","0.1301","0.0419","0.0349","0.04348","1.4401","1.0488","0.6418","7.0695","3.537","0.3771","1.1709","1.0351","0.4921","0.5321","1.4281","0.047","0.05","0","0","0","0","0.12404653","4.586","4.586","0.72826239","105.88501688057748","0","0","-0.001","0.0016"
"12249","595411","2019","Ryan","Sherriff","1","1","0","0","0","1","0","0.6","AL","TBA","90.9","0.44281","L","29","0.1913","0.0897","0.009143","0.48509663","0.31005568","0.20484769","3.99","0.298665","4.335","4.335","4.0599","4.4262","0.8292","0.3888","0.035","0.68234","0.18366","0.01895","0.114","0.0396","0.0234","0.03911","1.481","0.9466","0.6254","7.4628000000000005","3.4991999999999996","0.35640000000000005","1.026","0.9989","0.4511","0.4918","1.3877","0.0481","0.0489","0","0","0","0","0.12043102","4.2698","4.3776","0.73795062","97.05588623098113","0","0","0.0016","0.0013"
"12253","596331","2019","Nefi","Ogando","1","1","0","0","0","1","0","0.6","FA","FA","94.9","0.27335","R","30","0.1937","0.1001","0.009761","0.46800647","0.32699733","0.2049962","4.12","0.299701","4.401","4.401","4.4721","4.833","0.8526","0.4406","0.0356","0.66943","0.19193","0.01979","0.1252","0.043","0.035","0.0411","1.4182","0.9909","0.6212","7.6734","3.9654","0.38699999999999996","1.1268","1.0064","0.4969","0.537","1.447","0.0468","0.0502","0","0","0","0","0.12634978","4.5342","4.5342","0.72486917","106.91065918999445","0","0","-0.0006","0.0016"
"12264","605396","2019","Colton","Murray","1","1","0","0","0","1","0","0.6","NL","MIA","93.3","0.43315","R","29","0.2113","0.0902","0.009598","0.44304055","0.35802595","0.1989335","3.9","0.294176","4.34","4.34","4.1301","4.4685","0.9171","0.3915","0.0354","0.63677","0.18678","0.02068","0.1202","0.0417","0.0456","0.04389","1.3044","1.0541","0.5857","8.2539","3.5235000000000003","0.3753","1.0818","0.9644","0.4589","0.4965","1.3559","0.0432","0.0536","0","0","0","0","0.11403093","4.189","4.3163","0.73300687","98.73899155925511","0","0","0.0003","0.0059"
"12272","605156","2019","Aaron","Brooks","9.234000000000002","1.62","1.62","1","9.234000000000002","0","0","1","AL","OAK","90.6","0.63615","R","29","0.1384","0.0719","0.007277","0.45589043","0.33991725","0.20419232","4.63","0.299184","40.518","4.387914230019493","5.030799220272903","5.40672514619883","5.6077","2.9132","0.0539","6.68437","2.13069","0.24878","1.4068","0.2948","0.2188","0.44193","14.3564","10.7043","6.4302","5.465594541910331","2.839376218323586","0.2873294346978557","1.3711500974658868","10.4706","5.1616","5.5473","1.449404375135369","0.4918","0.6204","0.605","0","0","0","0.13142382","4.9692","5.0466","0.69444397","120.27508928239723","0.0098","0.0044","0.0451","-0.0346"
"12277","599998","2019","Leonel","Campos","1","1","0","0","0","1","0","0.6","FA","FA","92.6","0.41019","R","31","0.2329","0.1142","0.008506","0.42398394","0.37101283","0.20500323","3.96","0.292689","4.384","4.384","4.266900000000001","4.5981000000000005","1.021","0.5007","0.037","0.5911","0.18018","0.01832","0.1273","0.0373","0.0349","0.04297","1.183","1.0352","0.572","9.189","4.5063","0.3357","1.1457","0.9169","0.4741","0.5109","1.4176000000000002","0.048","0.049","0","0","0","0","0.12297141","4.3879","4.3879","0.73941787","102.00957123124206","0","0","0.0008","0.0015"
"12297","605359","2019","Evan","Marshall","1","1","0","0","0","1","0","0.6","AL","CHA","93.1","0.44313","R","29","0.1914","0.0965","0.009609","0.4950469","0.30403159","0.20092151","3.93","0.302101","4.359","4.359","4.3902","4.758299999999999","0.8344","0.4207","0.0408","0.68679","0.18236","0.01797","0.1258","0.0419","0.0235","0.03817","1.5042","0.9238","0.6105","7.509600000000001","3.7863","0.3771","1.1321999999999999","1.0129","0.4878","0.5287","1.4336","0.0457","0.0512","0","0","0","0","0.13617666","4.5154","4.4395","0.7286552","104.9693502034057","0","0","0.0015","-0.004"
