mlbamid,steamerid,proj_season,firstname,lastname,Team,BasicPF,position,bats,p1,p2,p3,p4,p5,p6,p7,p8,p9,gC,g1B,g2B,g3B,gSS,gLF,gCF,gRF,gDH,gUIF,gUOF,posadj,age,reliability,G,PA,IBB,NIBB,BB,K,HBP,RBOE,SH,SF,AB,H,1B,2B,3B,HR,AVG,OBP,SLG,wOBA,wOBAcon,SB,CS,wSB,UBR,wGDP,BaseRunning,UZR,R,RBI,BABIP,wRAA,wRC,BattingRuns,ReplacementRuns,DEF_adj,FramingRuns,WAR,WAR/PA,frWAR
571970,13301,2021,Max,Muncy,LAN,0.957,1B,L,0.040,0.294,0.067,0.129,0.242,0.131,0.040,0.017,0.040,0.0,124.7,1.6,3.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-10.552,30.00,0.83,131.64,566.3881644840001,2.8319,86.8273,89.6592,143.9820,6.7967,5.2108,2.5025,4.1671,463.2627,109.2929,63.0136,18.2949,0.8418,27.1426,0.235912,0.364871,0.454807,0.354607,0.417550,2.9972,1.2845,-0.1473,0.187,1.110,1.1497,2.057,80.6317,76.2975,0.277248931170,16.541,87.802,19.584,19.227,-10.5521,0.0000,3.06026,0.0054031,3.06026
592808,13414,2021,Andrew,Toles,LAN,0.957,OF,L,0.100,0.100,0.050,0.050,0.050,0.100,0.250,0.300,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.004,29.00,0.51,0.24,1,0.0020,0.0537,0.0557,0.2673,0.0110,0.0092,0.0061,0.0074,0.9198,0.2228,0.1471,0.0463,0.0031,0.0263,0.242241,0.291283,0.385126,0.292008,0.374110,0.0107,0.0049,-0.0002,0.001,0.001,0.0018,-0.011,0.1060,0.1122,0.310132575758,-0.024,0.102,-0.018,0.034,0.0040,0.0000,0.00105,0.0010500,0.00105
608369,13624,2021,Corey,Seager,LAN,0.957,SS,L,0.008,0.395,0.065,0.029,0.234,0.132,0.072,0.018,0.047,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,7.452,27.00,0.80,149.04,640.7825519215194,1.2816,60.6821,61.9637,107.8832,6.4078,5.8952,3.1151,4.7582,564.5378,167.2225,96.5695,36.1313,1.6954,32.8263,0.296209,0.369460,0.540663,0.384496,0.432730,3.7124,1.5835,-0.1427,1.051,0.333,1.2413,-3.096,98.5086,100.9363,0.313580105766,34.876,115.497,38.318,21.752,7.4520,0.0000,6.38663,0.0099669,6.38663
641319,15197,2021,Carlos,Asuaje,LAN,0.957,2B,L,0.100,0.100,0.050,0.050,0.050,0.100,0.250,0.300,0.000,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,29.00,0.72,0.24,1,0.0020,0.0908,0.0928,0.2128,0.0120,0.0092,0.0061,0.0074,0.8817,0.2051,0.1465,0.0404,0.0043,0.0138,0.232644,0.311816,0.335377,0.288086,0.319280,0.0082,0.0038,-0.0003,-0.001,0.001,-0.0003,-0.007,0.1004,0.0915,0.288754716981,-0.027,0.099,-0.022,0.034,0.0040,0.0000,0.00085,0.0008500,0.00085
641355,15998,2021,Cody,Bellinger,LAN,0.957,CF,L,0.003,0.021,0.100,0.677,0.065,0.075,0.023,0.013,0.023,0.0,24.2,0.0,0.0,0.0,0.0,122.6,3.2,0.0,0.0,0.0,-0.134,25.00,0.83,150.00,642.3516666666666,10.9200,75.2836,86.2036,117.6014,3.8541,5.9096,1.3113,4.5078,546.4749,151.5076,80.6482,27.6445,3.4594,39.7555,0.277236,0.376825,0.558724,0.388696,0.441850,13.8521,5.0457,0.3838,-0.064,1.073,1.3928,0.395,100.2421,114.2670,0.283904408705,37.238,118.056,40.689,21.805,-0.1344,0.0000,6.23881,0.0097125,6.23881
607461,17710,2021,Matt,Beaty,LAN,0.957,LF,L,0.043,0.058,0.076,0.030,0.074,0.179,0.121,0.181,0.238,0.0,8.1,0.0,0.0,0.0,11.3,0.0,0.0,6.1,0.0,0.0,-1.956,28.00,0.71,25.56,103.53741502558051,0.3106,6.6782,6.9888,17.4016,1.6566,0.9525,0.6087,0.7767,93.5067,24.7097,16.2355,5.0620,0.2934,3.1189,0.264258,0.324062,0.424731,0.322615,0.357820,0.9790,0.3902,-0.0034,-0.042,0.023,-0.0224,-0.322,12.2297,12.9683,0.292705411528,0.228,13.255,0.785,3.515,-1.9564,0.0000,0.19444,0.0018780,0.19444
621458,18316,2021,Edwin,Rios,LAN,0.957,3B,L,0.036,0.017,0.128,0.008,0.008,0.068,0.185,0.231,0.318,0.0,4.9,0.0,16.2,0.0,0.0,0.0,0.0,6.8,0.0,0.0,-0.929,27.00,0.75,27.86,111.12395399999998,0.1111,7.4898,7.6009,40.1824,1.3335,1.0223,0.7103,0.8471,100.6321,22.5738,12.5569,4.3899,0.2463,5.3807,0.224327,0.285371,0.433259,0.306082,0.455840,0.6471,0.2760,-0.0163,-0.084,0.097,-0.0033,-0.599,13.1816,15.4694,0.307480314257,-1.305,12.676,-0.708,3.772,-0.9288,0.0000,0.14909,0.0013417,0.14909
592660,10839,2021,Rangel,Ravelo,LAN,0.957,1B,R,0.012,0.040,0.057,0.077,0.116,0.203,0.067,0.099,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-0.029,29.00,0.72,0.25,1,0.0010,0.0752,0.0762,0.2068,0.0130,0.0092,0.0055,0.0075,0.8978,0.2194,0.1484,0.0416,0.0025,0.0269,0.244410,0.310337,0.386149,0.303679,0.346830,0.0052,0.0022,-0.0002,-0.001,0.001,-0.0002,0.000,0.1103,0.1164,0.286628945801,-0.014,0.112,-0.008,0.034,-0.0290,0.0000,-0.00031,-0.0003100,-0.00031
519303,11155,2021,Elliot,Soto,LAN,0.957,SS,R,0.038,0.077,0.038,0.038,0.038,0.077,0.115,0.154,0.423,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.013,31.00,0.69,0.25,1,0.0000,0.0713,0.0713,0.2322,0.0090,0.0092,0.0067,0.0076,0.9054,0.2061,0.1506,0.0380,0.0056,0.0119,0.227544,0.288258,0.321174,0.270392,0.315200,0.0131,0.0054,0.0000,-0.001,0.001,0.0000,-0.003,0.0962,0.0909,0.290327403199,-0.042,0.084,-0.036,0.034,0.0125,0.0000,0.00073,0.0007300,0.00073
574847,11446,2021,Rob,Segedin,LAN,0.957,3B,R,0.100,0.100,0.050,0.050,0.050,0.100,0.250,0.300,0.000,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020,32.00,0.41,0.24,1,0.0000,0.0645,0.0645,0.2666,0.0110,0.0092,0.0061,0.0074,0.9110,0.2106,0.1360,0.0404,0.0033,0.0309,0.231241,0.287909,0.384584,0.291309,0.366950,0.0094,0.0043,-0.0002,-0.001,0.001,-0.0002,0.003,0.1075,0.1150,0.289418585924,-0.024,0.102,-0.019,0.034,-0.0202,0.0000,-0.00023,-0.0002300,-0.00023
605131,12158,2021,Austin,Barnes,LAN,0.957,C,R,0.013,0.019,0.013,0.013,0.020,0.019,0.025,0.460,0.418,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.520,31.00,0.74,54.24,210.1397207051059,0.8406,23.1994,24.0400,52.8895,3.3622,1.9333,1.6155,1.6531,179.4689,40.0160,26.8302,7.9174,0.4545,4.8139,0.222952,0.323296,0.352594,0.300402,0.345440,3.1806,1.2004,0.0499,-0.065,0.042,0.0269,-0.144,22.6907,21.4057,0.285225241576,-3.475,22.964,-2.346,7.133,4.5198,5.8498,0.89377,0.0042532,1.46270
595144,14936,2021,Jaycob,Brugman,ATL,1.015,OF,L,0.100,0.100,0.050,0.050,0.050,0.100,0.250,0.300,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.004,29.00,0.68,0.24,1,0.0000,0.0849,0.0849,0.3040,0.0080,0.0092,0.0061,0.0074,0.8936,0.1991,0.1292,0.0381,0.0032,0.0287,0.222814,0.293791,0.368712,0.289801,0.378010,0.0075,0.0034,-0.0002,-0.001,0.001,-0.0002,-0.015,0.1050,0.1075,0.299841632940,-0.025,0.100,-0.027,0.034,0.0040,0.0000,-0.00041,-0.0004100,-0.00041
542303,10324,2021,Marcell,Ozuna,ATL,1.015,LF,R,0.003,0.007,0.166,0.770,0.003,0.007,0.010,0.014,0.021,0.0,0.0,0.0,0.0,0.0,142.6,0.0,3.2,1.4,0.0,0.0,-7.449,30.00,0.85,147.16,634.8041147378652,3.1740,62.0838,65.2579,135.5870,3.8088,5.8402,1.0351,4.4255,560.2768,156.1637,95.3398,26.9700,1.0470,32.8070,0.278734,0.355389,0.506278,0.365217,0.433560,4.3149,1.9842,-0.1936,0.171,0.171,0.1484,-0.067,88.0839,102.9990,0.311264487774,24.223,104.091,23.025,21.549,-7.4488,0.0000,3.61862,0.0057004,3.61862
605412,11936,2021,Joe,Panik,TOR,1.000,2B,L,0.198,0.106,0.008,0.008,0.020,0.068,0.190,0.245,0.158,0.0,0.0,14.6,11.3,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.054,30.00,0.80,29.16,120.38682130442609,0.2408,10.5940,10.8348,14.9228,1.2039,1.1076,0.8736,0.8834,106.5912,27.1650,19.1394,5.4315,0.3528,2.2413,0.254842,0.328019,0.375492,0.309291,0.312090,0.9763,0.3797,-0.0070,-0.110,0.063,-0.0540,-0.118,14.0446,12.0000,0.275977876327,-1.088,14.059,-1.088,4.087,0.0540,0.0000,0.28020,0.0023275,0.28020
624512,15674,2021,Reese,McGuire,TOR,1.000,C,L,0.011,0.021,0.032,0.011,0.049,0.072,0.126,0.221,0.457,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.004,26.00,0.67,12.05,47.14507139856602,0.0943,3.3473,3.4416,10.3493,0.4243,0.4337,0.3263,0.3631,42.5898,9.6559,6.4432,1.8441,0.1495,1.2191,0.226727,0.288819,0.362923,0.283939,0.329340,0.4672,0.1881,-0.0006,-0.022,0.054,0.0314,-0.093,5.1088,5.0282,0.268820596154,-1.435,4.497,-1.435,1.600,1.0044,0.2629,0.10774,0.0022853,0.13331
642133,15679,2021,Rowdy,Tellez,TOR,1.000,DH,L,0.010,0.009,0.108,0.250,0.168,0.186,0.091,0.115,0.064,0.0,35.6,0.0,0.0,0.0,0.0,0.0,0.0,56.7,0.0,0.0,-9.585,26.00,0.76,92.34,383.79771120688787,1.9190,30.7038,32.6228,90.3672,4.6056,3.5309,1.4336,2.8359,342.2999,88.2343,50.8569,18.0354,0.5770,18.7650,0.257767,0.328122,0.478286,0.341924,0.417850,2.6281,1.2198,-0.1084,-0.461,0.246,-0.3234,0.404,51.0819,57.0768,0.294356950487,7.101,55.389,7.101,13.029,-9.5850,0.0000,1.03342,0.0026926,1.03342
624415,19252,2021,Cavan,Biggio,TOR,1.000,3B,L,0.393,0.299,0.013,0.097,0.013,0.064,0.053,0.048,0.019,0.0,1.6,4.9,131.2,0.0,0.0,0.0,1.6,0.0,0.0,0.0,2.052,26.00,0.79,139.32,619.8318009720194,0.6198,89.8756,90.4954,157.1373,5.5785,5.7025,4.3365,4.2172,515.2042,121.0702,74.2881,25.4984,1.6564,19.6273,0.234983,0.352786,0.405184,0.334155,0.387030,12.8462,4.5842,0.3714,-0.143,1.054,1.2824,-1.063,85.8977,65.8339,0.296048115782,7.404,85.389,7.404,21.041,2.0520,0.0000,2.98740,0.0048197,2.98740
545341,10243,2021,Randal,Grichuk,TOR,1.000,RF,R,0.003,0.198,0.141,0.231,0.219,0.099,0.080,0.013,0.016,0.0,0.0,0.0,0.0,0.0,6.5,14.6,72.9,0.0,0.0,0.0,-3.726,29.00,0.83,93.96,402.94670377103773,0.8059,25.3856,26.1915,103.8769,4.0295,3.7071,1.3980,2.9699,368.3579,90.0794,48.2638,19.5697,1.5183,20.7275,0.244550,0.299597,0.474735,0.326669,0.416780,2.1457,0.9776,-0.0893,0.153,0.052,0.1157,-0.912,53.1763,60.8666,0.281091700260,2.268,52.965,2.268,13.679,-3.7260,0.0000,1.11114,0.0027575,1.11114
542963,10655,2021,Rob,Brantly,NYA,1.016,C,L,0.043,0.086,0.043,0.043,0.043,0.086,0.129,0.172,0.353,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628,31.00,0.65,7.53,30.236167030870316,0.1512,1.9230,2.0742,6.0047,0.3931,0.2782,0.1973,0.2280,27.3436,6.2809,4.3650,1.0807,0.0799,0.7553,0.229707,0.291233,0.357939,0.282452,0.319200,0.2061,0.0854,-0.0039,-0.021,0.030,0.0051,0.023,3.2617,3.1796,0.265505775625,-0.958,2.846,-1.020,1.026,0.6278,-0.0669,0.06437,0.0021289,0.05787
593647,12944,2021,Socrates,Brito,NYA,1.016,OF,L,0.084,0.109,0.054,0.054,0.054,0.050,0.104,0.277,0.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.012,28.00,0.74,0.25,1,0.0010,0.0686,0.0696,0.2820,0.0070,0.0092,0.0066,0.0075,0.9093,0.2081,0.1321,0.0410,0.0051,0.0299,0.228872,0.286593,0.383863,0.289782,0.373880,0.0182,0.0079,0.0000,-0.001,0.001,0.0000,-0.003,0.1137,0.1131,0.294594147793,-0.026,0.100,-0.028,0.034,-0.0123,0.0000,-0.00090,-0.0009000,-0.00090
643565,15274,2021,Mike,Tauchman,NYA,1.016,RF,L,0.024,0.076,0.052,0.045,0.062,0.163,0.163,0.150,0.265,0.0,0.0,0.0,0.0,0.0,9.7,6.5,13.0,0.0,0.0,0.0,-1.026,30.00,0.77,29.16,117.65246938261234,0.9412,11.5182,12.4594,27.4554,0.9412,1.0824,0.6955,0.8810,102.6754,24.7213,16.3412,5.1969,0.4357,2.7475,0.240765,0.325943,0.380142,0.307846,0.358670,2.4304,1.0219,0.0070,0.081,0.016,0.1040,-0.202,13.7430,12.4777,0.299560348177,-1.207,13.596,-1.447,3.994,-1.0260,0.0000,0.13840,0.0011763,0.13840
645801,15585,2021,Mike,Ford,NYA,1.016,1B,L,0.048,0.014,0.068,0.059,0.199,0.122,0.132,0.154,0.204,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.810,28.00,0.77,9.72,39.53522519999999,0.1581,3.9496,4.1077,7.9143,0.4744,0.3637,0.2130,0.3002,34.4399,8.4856,4.8842,1.5940,0.0489,1.9585,0.246378,0.332315,0.466094,0.340717,0.385970,0.1728,0.0730,-0.0084,-0.014,0.034,0.0116,-0.034,5.3188,5.6500,0.262477229132,0.691,5.665,0.611,1.342,-0.8100,0.0000,0.10899,0.0027568,0.10899
642180,15730,2021,Tyler,Wade,NYA,1.016,2B,L,0.040,0.036,0.049,0.058,0.058,0.087,0.035,0.130,0.507,0.0,0.0,30.8,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.837,26.00,0.73,37.26,147.75983537764623,0.1478,12.0720,12.2197,35.6429,1.6254,1.3594,0.9780,1.1214,131.8154,31.5942,21.9844,6.2436,0.6764,2.6898,0.239675,0.309561,0.358516,0.294194,0.348520,4.5461,1.6644,0.1424,0.213,0.198,0.5534,-0.218,16.6321,14.6792,0.305530098590,-3.218,15.373,-3.519,5.016,0.8370,0.0000,0.25962,0.0017570,0.25962
664314,19151,2021,Estevan,Florial,NYA,1.016,CF,L,0.045,0.091,0.045,0.045,0.045,0.091,0.227,0.182,0.227,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.027,23.00,0.52,1.62,6.5575551271025425,0.0131,0.4964,0.5095,2.0410,0.0525,0.0603,0.0407,0.0491,5.9058,1.3161,0.8782,0.2434,0.0246,0.1699,0.222825,0.288165,0.358657,0.282352,0.375500,0.1327,0.0593,-0.0010,0.000,0.008,0.0070,0.000,0.7079,0.6877,0.306143162393,-0.208,0.617,-0.222,0.223,0.0270,0.0000,0.00340,0.0005185,0.00340
570482,10681,2021,Giovanny,Urshela,NYA,1.016,3B,R,0.004,0.027,0.061,0.092,0.129,0.156,0.238,0.224,0.069,0.0,0.0,0.0,140.9,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.430,29.00,0.79,142.56,579.2916095999999,0.5793,38.0015,38.5808,101.9352,5.7929,5.3295,2.9340,4.3688,527.6151,142.6702,96.0347,28.2389,1.0348,17.3618,0.270409,0.324531,0.426575,0.323930,0.365840,2.5358,1.1076,-0.1424,-0.840,-0.127,-1.1094,-0.794,68.3800,72.6079,0.303640362706,1.921,74.805,0.740,19.665,2.4300,0.0000,2.03575,0.0035142,2.03575
534606,10700,2021,Ryan,LaMarre,NYA,1.016,OF,R,0.060,0.087,0.060,0.027,0.027,0.054,0.147,0.207,0.332,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.004,32.00,0.69,0.25,1,0.0000,0.0706,0.0706,0.3085,0.0120,0.0092,0.0067,0.0076,0.9031,0.2131,0.1495,0.0365,0.0059,0.0212,0.235926,0.297670,0.359798,0.288329,0.383950,0.0224,0.0097,0.0000,-0.001,0.001,0.0000,-0.007,0.1090,0.1014,0.330292598967,-0.027,0.099,-0.029,0.034,0.0041,0.0000,0.00020,0.0002000,0.00020
596142,11442,2021,Gary,Sanchez,NYA,1.016,C,R,0.004,0.018,0.146,0.265,0.110,0.090,0.167,0.157,0.043,100.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.412,28.00,0.81,100.94,419.4753570148501,0.8390,40.2277,41.0666,123.2544,6.2921,3.8592,1.6267,3.1147,367.3753,81.4206,41.0432,13.6311,0.7863,25.9600,0.221628,0.308197,0.475009,0.331927,0.433050,1.2183,0.5347,-0.0940,-0.621,0.352,-0.3630,-3.140,56.5605,65.8302,0.250640377882,4.222,56.999,3.367,14.240,8.4118,-3.2238,2.18983,0.0052204,1.87629
657434,16729,2021,Brian,"O'Grady",SDN,0.956,RF,L,0.094,0.076,0.017,0.017,0.038,0.090,0.177,0.194,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,-0.243,29.00,0.72,4.86,19.59547381873818,0.0588,1.6088,1.6676,5.9002,0.1960,0.1803,0.1344,0.1466,17.4510,3.9027,2.3230,0.8536,0.0743,0.6518,0.223641,0.296298,0.393126,0.297950,0.390770,0.4363,0.1663,0.0100,-0.008,0.021,0.0230,0.107,2.2055,2.2656,0.294316288839,-0.365,2.101,-0.256,0.665,-0.2430,0.0000,0.02879,0.0014692,0.02879
642770,17292,2021,Javier,Guerra,SDN,0.956,DH,L,0.034,0.068,0.034,0.034,0.034,0.068,0.182,0.135,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,-0.029,25.00,0.56,0.25,1,0.0010,0.0578,0.0588,0.3538,0.0080,0.0092,0.0067,0.0076,0.9190,0.1772,0.1121,0.0355,0.0045,0.0251,0.192889,0.245699,0.323368,0.247836,0.353360,0.0101,0.0042,0.0000,0.000,0.001,0.0010,0.000,0.0915,0.0992,0.277706773781,-0.061,0.065,-0.055,0.034,-0.0293,0.0000,-0.00479,-0.0047900,-0.00479
630105,18036,2021,Jake,Cronenworth,SDN,0.956,2B,L,0.023,0.062,0.023,0.023,0.180,0.219,0.320,0.062,0.086,0.0,8.1,82.6,0.0,3.2,3.2,1.6,0.0,5.4,0.0,0.0,0.094,27.00,0.76,104.26,426.33164555999997,0.0000,38.8814,38.8814,72.5781,5.1160,3.9223,2.1378,3.1671,377.0293,102.6358,70.7312,20.5842,3.4375,7.8829,0.272212,0.345666,0.407764,0.329551,0.357670,8.1860,3.4418,0.0023,-0.226,0.260,0.0363,0.076,47.6478,47.4458,0.316121819445,3.436,57.076,5.796,14.472,0.0940,0.0000,1.99128,0.0046707,1.99128
663757,18564,2021,Trent,Grisham,SDN,0.956,CF,L,0.495,0.177,0.011,0.015,0.005,0.042,0.045,0.032,0.178,0.0,0.0,0.0,0.0,0.0,0.0,137.7,0.0,0.0,0.0,0.0,2.295,24.00,0.76,137.70,603.5461379999999,1.2071,73.9948,75.2018,134.1294,6.0355,5.5526,4.8790,4.1141,513.3158,127.7448,78.1908,22.8711,4.3046,22.3782,0.248866,0.349082,0.440986,0.342230,0.391240,13.8237,4.9841,0.4068,-0.658,0.857,0.6058,4.943,85.3236,68.5351,0.291937073437,11.322,87.258,14.663,20.488,2.2950,0.0000,4.18156,0.0069283,4.18156
571976,10047,2021,Wil,Myers,SDN,0.956,RF,R,0.022,0.113,0.015,0.074,0.213,0.342,0.075,0.039,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.9,0.0,0.0,0.0,-7.047,30.00,0.81,140.94,584.6147326066522,1.1692,59.2215,60.3907,175.0458,4.0923,5.3785,2.6629,4.2886,513.1803,122.1384,68.5133,25.8892,2.1049,25.6310,0.237994,0.320674,0.446477,0.328731,0.433410,12.8672,4.5680,0.4282,0.772,0.199,1.3992,-2.385,73.5319,79.0399,0.304639541201,4.307,77.861,7.544,19.845,-7.0470,0.0000,1.88253,0.0032201,1.88253
592518,11493,2021,Manny,Machado,SDN,0.956,3B,R,0.003,0.101,0.815,0.031,0.003,0.006,0.013,0.012,0.015,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.500,28.00,0.85,150.00,661.4635,7.2761,60.3255,67.6016,115.7031,4.6302,6.0855,1.3335,5.0109,582.8872,158.8478,92.1487,28.3988,2.2407,36.0596,0.272515,0.350048,0.514512,0.362889,0.409640,9.0299,3.9255,-0.0901,0.079,-0.741,-0.7521,3.328,96.5522,104.2990,0.281536880519,23.941,107.163,27.602,22.454,2.5000,0.0000,5.36198,0.0081062,5.36198
614173,14567,2021,Franchy,Cordero,BOS,1.058,LF,L,0.048,0.032,0.016,0.080,0.118,0.083,0.162,0.255,0.207,0.0,0.0,0.0,0.0,0.0,92.3,0.0,0.0,1.6,0.0,0.0,-4.806,26.00,0.60,93.96,378.32565959999994,0.0000,30.1147,30.1147,109.7332,3.4049,3.4806,2.3075,2.8725,339.6260,87.6350,50.1415,20.8849,2.0718,14.5368,0.258024,0.322196,0.460122,0.334165,0.444230,7.0550,2.9663,0.0203,0.465,0.533,1.0183,-0.833,48.5931,50.1269,0.334961748809,4.522,52.122,1.771,12.843,-4.8060,0.0000,0.97192,0.0025690,0.97192
657077,17027,2021,Alex,Verdugo,BOS,1.058,CF,L,0.274,0.147,0.021,0.023,0.036,0.185,0.184,0.044,0.086,0.0,0.0,0.0,0.0,0.0,11.3,92.3,34.0,0.0,0.0,0.0,-0.729,25.00,0.75,137.70,587.7140916209162,1.7631,47.9575,49.7206,95.2450,4.7017,5.4070,3.8350,4.1123,525.3445,149.2765,95.7168,35.4271,1.7296,16.4029,0.284158,0.348879,0.451849,0.344402,0.380220,7.4097,3.0118,-0.0062,0.511,0.212,0.7168,0.507,77.4039,68.8173,0.318024819481,12.102,86.046,7.828,19.951,-0.7290,0.0000,2.74983,0.0046789,2.74983
646240,17350,2021,Rafael,Devers,BOS,1.058,3B,L,0.003,0.533,0.155,0.070,0.074,0.081,0.031,0.024,0.029,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,3.2,0.0,0.0,2.025,24.00,0.79,147.42,647.040303,3.2352,46.3928,49.6280,130.0783,5.1763,5.9528,3.1617,4.7153,584.3589,165.7078,90.8392,38.2817,2.4370,34.1499,0.283576,0.342479,0.532743,0.367102,0.438020,6.6513,3.2025,-0.2337,1.352,0.563,1.6813,-2.025,97.0852,100.9351,0.309660206287,25.719,107.127,21.014,21.965,2.0250,0.0000,4.34354,0.0067129,4.34354
571771,10472,2021,Enrique,Hernandez,BOS,1.058,2B,R,0.176,0.028,0.017,0.012,0.083,0.075,0.274,0.218,0.117,0.0,11.3,42.1,8.1,6.5,16.2,13.0,0.0,0.0,0.0,0.0,-0.378,29.00,0.80,97.20,398.83266,1.5953,36.1342,37.7296,79.6502,3.9883,3.6693,2.6642,2.9493,351.5013,86.5877,49.2284,19.4342,1.7433,16.1817,0.246338,0.323867,0.449657,0.330560,0.376190,3.1973,1.2496,-0.0113,0.379,0.423,0.7907,-0.623,51.6385,51.2605,0.272238627756,3.554,53.734,0.654,13.539,-0.3780,0.0000,1.35992,0.0034098,1.35992
593428,12161,2021,Xander,Bogaerts,BOS,1.058,SS,R,0.003,0.055,0.423,0.297,0.154,0.010,0.009,0.019,0.028,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,7.452,28.00,0.84,149.04,645.2422045180452,3.2262,64.8468,68.0731,114.9282,4.5167,5.9362,1.4159,4.8086,566.4280,158.1829,94.5605,36.2945,1.0617,26.2663,0.279264,0.358440,0.486205,0.360101,0.403240,7.9493,2.9551,0.1077,1.013,0.587,1.7077,-3.918,88.8978,93.3741,0.306752757463,21.835,103.017,17.143,21.904,7.4520,0.0000,4.30740,0.0066756,4.30740
596117,18067,2021,Garrett,Stubbs,HOU,0.961,C,L,0.093,0.107,0.059,0.014,0.014,0.124,0.088,0.198,0.302,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377,28.00,0.68,4.52,18.363440178,0.0184,1.5444,1.5627,3.9211,0.2020,0.1689,0.1238,0.1369,16.3381,3.6330,2.4997,0.7469,0.0718,0.3146,0.222357,0.295927,0.334624,0.279497,0.311370,0.4144,0.1486,0.0131,0.003,0.017,0.0331,-0.006,1.9517,1.7055,0.271126616718,-0.628,1.683,-0.538,0.623,0.3767,-0.0543,0.04754,0.0025888,0.04226
663656,18345,2021,Kyle,Tucker,HOU,0.961,RF,L,0.080,0.025,0.014,0.087,0.334,0.111,0.154,0.145,0.050,0.0,0.0,0.0,0.0,0.0,0.0,9.7,140.3,0.0,0.0,0.0,-6.855,24.00,0.77,150.00,621.5332580007532,3.1077,49.8470,52.9546,132.7935,4.9723,5.7181,3.0425,4.7100,555.8539,145.1761,84.2780,26.9586,5.5267,28.4127,0.261164,0.328373,0.482891,0.343018,0.408040,18.3951,7.0476,0.4464,0.199,0.820,1.4654,0.901,84.4730,90.4364,0.292377985951,12.073,90.272,15.107,21.099,-6.8548,0.0000,3.08477,0.0049632,3.08477
546318,11476,2021,Odubel,Herrera,PHI,1.004,CF,L,0.015,0.030,0.033,0.015,0.069,0.425,0.171,0.078,0.165,0.0,0.0,0.0,0.0,0.0,0.0,22.7,0.0,0.0,0.0,0.0,0.378,29.00,0.74,22.68,91.75785121051211,0.1835,6.1478,6.3313,21.2966,1.1011,0.8442,0.4674,0.6682,83.1898,20.6602,13.3137,4.1523,0.3919,2.8023,0.248351,0.307728,0.408739,0.308996,0.372460,1.1206,0.4555,0.0013,0.017,0.131,0.1493,-1.243,9.9687,11.0600,0.298831475039,-0.852,10.693,-0.898,3.115,0.3780,0.0000,0.14601,0.0015913,0.14601
547180,11579,2021,Bryce,Harper,PHI,1.004,RF,L,0.033,0.153,0.743,0.014,0.003,0.006,0.009,0.012,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.7,1.3,0.0,0.0,-7.590,28.00,0.84,150.00,662.6948333333332,13.2539,101.3260,114.5799,161.0753,6.6269,6.0968,1.7245,4.9848,534.7786,135.9811,70.2068,26.8458,1.9773,36.9513,0.254274,0.389105,0.519157,0.381471,0.458730,13.1739,4.9970,0.2473,-1.206,1.021,0.0623,-1.402,103.7540,98.7490,0.289783833640,34.377,117.755,34.043,22.496,-7.5895,0.0000,4.63040,0.0069872,4.63040
