mlbamid,steamerid,proj_season,firstname,lastname,Team,BasicPF,position,bats,p1,p2,p3,p4,p5,p6,p7,p8,p9,gC,g1B,g2B,g3B,gSS,gLF,gCF,gRF,gDH,gUIF,gUOF,posadj,age,reliability,G,PA,IBB,NIBB,BB,K,HBP,RBOE,SH,SF,AB,H,1B,2B,3B,HR,AVG,OBP,SLG,wOBA,wOBAcon,SB,CS,wSB,UBR,wGDP,BaseRunning,UZR,R,RBI,BABIP,wRAA,wRC,BattingRuns,ReplacementRuns,DEF_adj,FramingRuns,WAR,WAR/PA,frWAR
643265,15279,2021,Garrett,Cooper,MIA,0.943,1B,R,0.010,0.190,0.350,0.112,0.123,0.122,0.025,0.028,0.040,0.0,30.8,0.0,0.0,0.0,17.8,0.0,8.1,6.8,0.0,0.0,-4.655,30.00,0.74,63.50,274.12715232,0.0000,22.9444,22.9444,69.1641,3.5637,2.5220,0.9295,2.0341,244.6554,63.5290,41.1719,12.8178,0.7022,8.8370,0.259654,0.329556,0.426138,0.327363,0.403470,0.7245,0.3285,-0.0792,-0.450,0.055,-0.4742,0.304,31.3940,32.1550,0.324219092718,1.703,36.193,3.669,9.306,-4.6548,0.0000,0.79265,0.0028915,0.79265
640459,16398,2021,Brian,Navarreto,MIA,0.943,C,R,0.042,0.083,0.042,0.042,0.042,0.083,0.125,0.167,0.375,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,26.00,0.58,0.25,1,0.0000,0.0478,0.0478,0.1956,0.0110,0.0092,0.0066,0.0075,0.9271,0.2035,0.1403,0.0402,0.0030,0.0200,0.219463,0.263995,0.333884,0.260964,0.297800,0.0083,0.0033,0.0000,0.000,0.001,0.0010,0.001,0.0879,0.0936,0.255215577191,-0.050,0.076,-0.043,0.034,0.0208,-0.0013,0.00134,0.0013400,0.00122
595453,17161,2021,Chad,Wallach,MIA,0.943,C,R,0.030,0.071,0.014,0.014,0.047,0.055,0.190,0.214,0.365,61.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.148,29.00,0.60,61.77,244.87205315202849,0.0000,18.0716,18.0716,74.5513,2.9385,2.2528,1.6895,1.8674,220.3052,45.4360,29.5854,9.4171,0.6510,5.7825,0.206244,0.273238,0.333646,0.267339,0.344690,1.9943,0.8067,-0.0128,-0.076,0.277,0.1882,0.542,22.0982,23.0338,0.279567368026,-10.882,19.927,-9.126,8.312,5.1476,1.2533,0.49249,0.0020112,0.61438
656509,17216,2021,Monte,Harrison,MIA,0.943,CF,R,0.179,0.071,0.060,0.036,0.060,0.119,0.083,0.071,0.321,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.7,0.0,0.0,-0.025,25.00,0.65,3.92,16.177135500315003,0.0000,1.1130,1.1130,5.6707,0.1941,0.1488,0.1064,0.1181,14.6455,3.1120,2.0560,0.5557,0.0630,0.4374,0.212497,0.274987,0.348630,0.272946,0.386320,0.6289,0.2175,0.0271,-0.001,0.021,0.0471,-0.017,1.6193,1.5642,0.309005834441,-0.642,1.393,-0.526,0.549,-0.0254,0.0000,0.00269,0.0001663,0.00269
605119,18289,2021,Brian,Anderson,MIA,0.943,3B,R,0.003,0.111,0.327,0.215,0.261,0.007,0.017,0.021,0.038,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.500,28.00,0.83,150.00,646.6526802797277,1.9400,59.2981,61.2380,150.6099,14.2264,5.9492,1.7954,4.8881,564.5049,140.6505,88.6408,29.1489,2.1570,20.7039,0.249154,0.335133,0.418465,0.327406,0.383400,3.3683,1.5633,-0.2010,0.485,0.045,0.3290,-1.452,74.5279,76.0380,0.301313406980,4.041,85.401,8.679,21.951,2.5000,0.0000,3.11292,0.0048139,3.11292
608596,13499,2021,Tom,Murphy,SEA,0.962,C,R,0.009,0.018,0.009,0.053,0.249,0.160,0.213,0.222,0.067,75.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,5.332,30.00,0.67,83.43,338.1859152,0.3382,22.2526,22.5908,117.3676,3.3819,3.1113,1.7381,2.5854,307.8897,65.9789,37.5038,13.4951,1.1100,13.8700,0.214292,0.273300,0.400475,0.288646,0.414650,2.5453,1.1170,-0.0526,-0.206,0.490,0.2314,0.508,35.7987,40.7227,0.290725434131,-8.948,33.601,-7.327,11.480,5.3325,2.8539,0.99445,0.0029405,1.27201
571745,14274,2021,Mitch,Haniger,SEA,0.962,RF,R,0.324,0.473,0.010,0.010,0.036,0.021,0.031,0.042,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.3,63.2,0.0,0.0,-10.935,30.00,0.77,134.46,600.1167923999998,1.8004,60.4318,62.2321,156.5596,9.0018,5.5211,4.4108,4.1677,520.3044,126.2280,73.1770,25.8425,2.2411,24.9674,0.242604,0.331475,0.444842,0.333900,0.411030,6.5667,2.5791,0.0203,-0.738,0.474,-0.2437,-0.207,79.3074,70.1813,0.295267668207,7.039,82.544,9.916,20.372,-10.9350,0.0000,1.83839,0.0030634,1.83839
595373,14938,2021,Jack,Reinheimer,SEA,0.962,SS,R,0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,28.00,0.72,0.25,1,0.0010,0.0778,0.0788,0.2570,0.0090,0.0092,0.0063,0.0075,0.8984,0.1878,0.1405,0.0346,0.0034,0.0093,0.208943,0.277258,0.286077,0.253305,0.297060,0.0203,0.0091,-0.0002,0.000,0.001,0.0008,-0.007,0.0854,0.0742,0.279080675422,-0.056,0.070,-0.051,0.034,-0.0123,0.0000,-0.00345,-0.0034500,-0.00345
620443,15905,2021,Luis,Torrens,SEA,0.962,C,R,0.013,0.026,0.013,0.013,0.089,0.153,0.196,0.143,0.355,69.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.775,25.00,0.66,69.30,274.2346111664967,0.5485,20.2385,20.7870,52.2617,2.1939,2.5230,1.7241,2.0784,247.4513,63.2308,42.0826,13.5654,0.7050,6.8778,0.255527,0.316360,0.399433,0.310361,0.351780,1.8636,0.7723,-0.0406,-0.096,0.247,0.1104,-0.933,29.1953,29.4335,0.295986873274,-2.231,32.272,-0.916,9.309,5.7753,-5.9674,1.29797,0.0047331,0.71759
607752,16263,2021,Sam,Travis,SEA,0.962,OF,R,0.011,0.048,0.024,0.077,0.170,0.233,0.192,0.110,0.134,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020,27.00,0.72,0.25,1,0.0020,0.0798,0.0818,0.2765,0.0090,0.0092,0.0050,0.0075,0.8968,0.1982,0.1344,0.0352,0.0028,0.0258,0.221082,0.290504,0.352953,0.282045,0.351040,0.0098,0.0041,-0.0001,-0.001,0.000,-0.0011,-0.002,0.0975,0.0994,0.286378737542,-0.032,0.094,-0.027,0.034,-0.0205,0.0000,-0.00161,-0.0016100,-0.00161
623323,17806,2021,Braden,Bishop,SEA,0.962,LF,R,0.092,0.058,0.039,0.029,0.013,0.042,0.092,0.309,0.327,0.0,0.0,0.0,0.0,0.0,1.6,1.6,1.6,0.0,0.0,0.0,-0.135,27.00,0.69,4.86,19.453963396366035,0.0000,1.5135,1.5135,5.1739,0.2140,0.1790,0.1404,0.1477,17.4383,3.8706,2.7241,0.7736,0.0418,0.3311,0.221970,0.289863,0.328087,0.274282,0.332970,0.2483,0.0990,0.0013,-0.005,0.023,0.0193,0.036,1.8486,1.6865,0.292980713517,-0.751,1.697,-0.657,0.660,-0.1350,0.0000,-0.00746,-0.0003835,-0.00746
664034,17982,2021,Ty,France,SEA,0.962,DH,R,0.037,0.114,0.029,0.054,0.200,0.206,0.166,0.078,0.115,0.0,8.1,25.9,21.1,0.0,0.0,0.0,0.0,71.3,0.0,0.0,-8.208,26.00,0.76,126.36,522.3938615999999,0.5224,33.8511,34.3735,112.4097,12.5375,4.8060,2.6394,3.8834,468.9601,121.1004,76.7695,23.7005,1.7401,18.8903,0.258225,0.323245,0.437029,0.327426,0.384870,2.4500,1.1476,-0.1570,-0.569,0.110,-0.6160,0.000,60.5411,63.7985,0.299259391556,3.274,68.999,5.778,17.733,-8.2080,0.0000,1.42842,0.0027344,1.42842
664238,18042,2021,Dylan,Moore,SEA,0.962,2B,R,0.103,0.249,0.035,0.051,0.015,0.028,0.087,0.180,0.253,0.0,0.0,74.5,1.6,6.5,13.0,0.0,11.3,0.0,0.0,0.0,0.378,28.00,0.76,106.92,443.9068356763567,0.4439,34.9799,35.4238,114.4700,9.3220,4.0839,3.0476,3.2856,392.8279,89.4027,55.0378,19.0611,1.6316,13.6722,0.227582,0.304284,0.388826,0.302058,0.365700,19.6372,8.8225,-0.0296,0.240,0.235,0.4454,-1.145,51.1651,47.1349,0.282606756768,-6.721,49.130,-4.593,15.069,0.3780,0.0000,0.98759,0.0022248,0.98759
543308,12547,2021,John,Hicks,TEX,1.006,C,R,0.007,0.015,0.043,0.052,0.052,0.203,0.166,0.388,0.073,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,31.00,0.72,1.51,6.036847061689384,0.0000,0.3532,0.3532,1.9565,0.0362,0.0555,0.0354,0.0458,5.5662,1.2092,0.7813,0.2339,0.0136,0.1804,0.217235,0.266362,0.361377,0.271747,0.376110,0.0364,0.0163,-0.0012,-0.012,0.000,-0.0132,0.016,0.5728,0.6363,0.296049034560,-0.246,0.514,-0.251,0.205,0.1256,-0.0835,0.00801,0.0013269,-0.00011
643396,16512,2021,Isiah,Kiner-Falefa,TEX,1.006,SS,R,0.014,0.202,0.117,0.005,0.020,0.037,0.186,0.219,0.201,0.0,0.0,0.0,0.0,145.8,0.0,0.0,0.0,0.0,0.0,0.0,7.290,26.00,0.75,145.80,597.307284,0.0000,42.1699,42.1699,102.0506,8.3623,5.4952,3.7246,4.5250,538.5255,140.1231,102.2935,24.3852,4.1689,9.2755,0.260194,0.321191,0.372624,0.304806,0.333040,14.1330,6.2904,-0.0931,0.555,-0.579,-0.1171,-6.282,61.9221,57.0574,0.303081317618,-7.659,67.492,-8.147,20.276,7.2900,0.0000,1.26628,0.0021200,1.26628
624431,16725,2021,Jose,Trevino,TEX,1.006,C,R,0.019,0.017,0.078,0.026,0.112,0.086,0.026,0.093,0.543,81.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,6.402,28.00,0.68,84.60,334.23978600522,0.0000,15.5087,15.5087,68.5296,2.6739,3.0750,2.1341,2.5665,311.3566,75.2329,51.0143,15.8017,0.6928,7.7242,0.241625,0.281278,0.371243,0.282316,0.333460,2.9100,1.1373,0.0042,-0.595,0.110,-0.4808,0.620,32.9908,34.4461,0.284044678888,-10.629,31.424,-10.902,11.346,6.4017,0.9564,0.67933,0.0020325,0.77235
666969,19287,2021,Adolis,Garcia,TEX,1.006,DH,R,0.038,0.077,0.115,0.038,0.038,0.154,0.115,0.231,0.192,0.0,0.0,0.0,0.0,0.0,1.6,0.0,8.1,16.2,0.0,0.0,-2.376,28.00,0.75,25.92,105.5452264602646,0.0000,4.5807,4.5807,35.5517,1.2665,0.9710,0.6144,0.7929,98.2907,20.6448,12.2730,3.9742,0.5317,3.8659,0.210032,0.252465,0.379274,0.270267,0.386300,1.9603,0.9225,-0.0310,-0.055,0.118,0.0320,-0.106,10.6512,11.9835,0.281213756578,-4.430,8.850,-4.516,3.583,-2.3760,0.0000,-0.32902,-0.0031173,-0.32902
669256,19294,2021,Nick,Solak,TEX,1.006,2B,R,0.051,0.205,0.126,0.167,0.220,0.121,0.035,0.034,0.040,0.0,0.0,134.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.241,26.00,0.78,134.46,577.0875612203877,0.5771,49.5141,50.0912,124.8894,7.5021,5.3092,2.3541,4.2474,512.8927,135.2696,92.6292,23.2494,1.4053,17.9856,0.263740,0.335570,0.419754,0.328186,0.382360,9.4834,3.8923,0.0240,0.306,0.433,0.7630,-4.266,67.1538,66.9080,0.313371457825,3.987,76.593,3.515,19.590,2.2410,0.0000,2.12439,0.0036812,2.12439
642094,12490,2021,Tyler,Smith,,1.000,SS,R,0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.012,29.00,0.56,0.25,1,0.0020,0.0770,0.0790,0.2671,0.0110,0.0092,0.0063,0.0075,0.8962,0.1832,0.1302,0.0363,0.0035,0.0132,0.204427,0.274936,0.296946,0.255442,0.304380,0.0118,0.0051,-0.0001,-0.001,0.001,-0.0001,-0.010,0.0916,0.0819,0.272698107154,-0.054,0.071,-0.054,0.034,0.0123,0.0000,-0.00173,-0.0017300,-0.00173
608061,12495,2021,T.J.,Rivera,,1.000,2B,R,0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,32.00,0.46,0.25,1,0.0020,0.0480,0.0500,0.2239,0.0110,0.0092,0.0063,0.0075,0.9252,0.2290,0.1621,0.0459,0.0042,0.0168,0.247527,0.291847,0.360718,0.283683,0.341890,0.0138,0.0057,0.0000,0.000,0.001,0.0010,-0.011,0.1010,0.0984,0.306647398844,-0.031,0.095,-0.031,0.034,0.0041,0.0000,-0.00028,-0.0002800,-0.00028
605227,12590,2021,Taylor,Featherston,,1.000,2B,R,0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,31.00,0.70,0.25,1,0.0000,0.0630,0.0630,0.3805,0.0150,0.0092,0.0063,0.0075,0.9082,0.1702,0.1138,0.0291,0.0067,0.0206,0.187371,0.249740,0.302078,0.244140,0.355620,0.0128,0.0051,0.0001,0.000,0.001,0.0011,-0.007,0.0906,0.0880,0.290711232025,-0.064,0.062,-0.064,0.034,0.0041,0.0000,-0.00309,-0.0030900,-0.00309
605357,12594,2021,Mike,Marjama,,1.000,C,R,0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,31.00,0.56,0.25,1,0.0000,0.0660,0.0660,0.2591,0.0110,0.0092,0.0063,0.0075,0.9092,0.1906,0.1226,0.0424,0.0041,0.0215,0.209587,0.269249,0.336076,0.265419,0.322440,0.0129,0.0054,0.0000,-0.001,0.001,0.0000,0.000,0.0985,0.0962,0.265838704606,-0.046,0.080,-0.046,0.034,0.0206,-0.0014,0.00084,0.0008400,0.00070
607297,12677,2021,"O'Koyea",Dickson,,1.000,OF,R,0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,31.00,0.54,0.25,1,0.0000,0.0820,0.0820,0.2287,0.0110,0.0092,0.0063,0.0075,0.8932,0.2179,0.1308,0.0455,0.0044,0.0372,0.243940,0.312854,0.429674,0.319625,0.379640,0.0119,0.0051,-0.0001,-0.001,0.001,-0.0001,-0.007,0.1212,0.1246,0.284656584751,0.000,0.125,0.000,0.034,-0.0123,0.0000,0.00142,0.0014200,0.00142
591741,12937,2021,Jose,Osuna,,1.000,OF,R,0.016,0.017,0.044,0.145,0.143,0.191,0.091,0.127,0.225,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,28.00,0.74,0.25,1,0.0000,0.0670,0.0670,0.2099,0.0080,0.0092,0.0050,0.0075,0.9125,0.2304,0.1357,0.0564,0.0024,0.0359,0.252352,0.306812,0.437382,0.318554,0.376150,0.0079,0.0036,-0.0002,-0.001,0.000,-0.0012,0.004,0.1182,0.1290,0.288490062296,-0.001,0.125,-0.001,0.034,-0.0205,0.0000,0.00149,0.0014900,0.00149
592731,12957,2021,Steve,Selsky,,1.000,OF,R,0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,31.00,0.58,0.25,1,0.0000,0.0680,0.0680,0.3097,0.0100,0.0092,0.0063,0.0075,0.9082,0.2006,0.1296,0.0394,0.0040,0.0275,0.220805,0.280297,0.364010,0.280532,0.374190,0.0114,0.0049,-0.0001,0.000,0.001,0.0009,-0.007,0.1042,0.1054,0.299222126188,-0.033,0.093,-0.033,0.034,0.0041,0.0000,-0.00010,-0.0001000,-0.00010
605509,13005,2021,Kelby,Tomlinson,,1.000,2B,R,0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,31.00,0.71,0.25,1,0.0020,0.0690,0.0710,0.2592,0.0090,0.0092,0.0063,0.0075,0.9062,0.1966,0.1548,0.0337,0.0036,0.0045,0.216985,0.278382,0.277051,0.249818,0.298230,0.0132,0.0054,0.0000,0.000,0.001,0.0010,-0.005,0.0854,0.0721,0.295538461538,-0.059,0.067,-0.059,0.034,0.0041,0.0000,-0.00242,-0.0024200,-0.00242
493316,13110,2021,Yoenis,Cespedes,,1.000,DH,R,0.028,0.056,0.028,0.139,0.083,0.333,0.083,0.111,0.139,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,48.6,0.0,0.0,-5.913,35.00,0.55,53.46,219.3248178,0.4386,16.0107,16.4494,71.3313,2.6319,2.0178,1.0559,1.5940,197.5936,44.2791,25.5108,8.2675,0.6414,9.8593,0.224102,0.290295,0.422132,0.304741,0.421930,2.2345,0.9350,-0.0128,-0.246,0.088,-0.1708,-0.134,25.6284,28.4236,0.291700636457,-2.824,24.770,-2.824,7.445,-5.9130,0.0000,-0.15530,-0.0007081,-0.15530
605439,13228,2021,Michael,Reed,,1.000,OF,R,0.089,0.081,0.040,0.040,0.040,0.081,0.169,0.161,0.298,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,28.00,0.59,0.25,1,0.0020,0.1080,0.1100,0.3088,0.0110,0.0092,0.0066,0.0075,0.8650,0.1957,0.1313,0.0375,0.0024,0.0245,0.226235,0.318781,0.360046,0.300630,0.385770,0.0158,0.0064,0.0001,0.000,0.001,0.0011,0.000,0.1107,0.0991,0.317507418398,-0.016,0.109,-0.016,0.034,-0.0123,0.0000,0.00066,0.0006600,0.00066
572227,13269,2021,Zach,Vincej,,1.000,SS,R,0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,30.00,0.72,0.25,1,0.0010,0.0570,0.0580,0.2029,0.0100,0.0092,0.0063,0.0075,0.9182,0.2118,0.1540,0.0428,0.0029,0.0122,0.230718,0.281616,0.323388,0.266609,0.304140,0.0097,0.0046,-0.0003,-0.001,0.001,-0.0003,0.001,0.0937,0.0878,0.280889389249,-0.045,0.081,-0.045,0.034,0.0041,0.0000,-0.00060,-0.0006000,-0.00060
572073,13277,2021,Joey,Rickard,,1.000,OF,R,0.053,0.139,0.042,0.064,0.064,0.215,0.115,0.109,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.012,30.00,0.74,0.24,1,0.0020,0.0820,0.0840,0.2423,0.0120,0.0092,0.0057,0.0073,0.8910,0.2089,0.1369,0.0445,0.0044,0.0231,0.234525,0.306699,0.372170,0.296944,0.352450,0.0130,0.0052,0.0001,0.001,0.001,0.0021,-0.004,0.1087,0.1025,0.293569284247,-0.019,0.106,-0.019,0.034,-0.0121,0.0000,0.00010,0.0001000,0.00010
598284,13288,2021,Peter,"O'Brien",,1.000,OF,R,0.027,0.054,0.027,0.027,0.027,0.152,0.212,0.304,0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.012,30.00,0.71,0.25,1,0.0030,0.0920,0.0950,0.3806,0.0080,0.0092,0.0064,0.0076,0.8831,0.1668,0.0938,0.0304,0.0019,0.0407,0.188841,0.271489,0.365810,0.276648,0.405840,0.0063,0.0026,-0.0001,0.000,0.001,0.0009,-0.007,0.1071,0.1138,0.268640818066,-0.037,0.089,-0.037,0.034,-0.0125,0.0000,-0.00210,-0.0021000,-0.00210
571851,13300,2021,Spencer,Kieboom,,1.000,C,R,0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,30.00,0.60,0.25,1,0.0000,0.0900,0.0900,0.2129,0.0090,0.0092,0.0063,0.0075,0.8872,0.1905,0.1346,0.0371,0.0027,0.0162,0.214812,0.291413,0.317353,0.272161,0.298080,0.0078,0.0032,-0.0001,-0.001,0.001,-0.0001,0.002,0.0975,0.0880,0.261868990385,-0.040,0.085,-0.040,0.034,0.0206,-0.0045,0.00160,0.0016000,0.00117
571918,13325,2021,Deven,Marrero,,1.000,3B,R,0.038,0.077,0.038,0.085,0.038,0.077,0.115,0.200,0.331,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.012,30.00,0.69,0.25,1,0.0010,0.0680,0.0690,0.2949,0.0070,0.0092,0.0064,0.0075,0.9101,0.1827,0.1241,0.0347,0.0036,0.0203,0.200766,0.260375,0.313809,0.252854,0.322420,0.0135,0.0052,0.0002,0.000,0.000,0.0002,-0.019,0.0937,0.0912,0.269588313413,-0.057,0.069,-0.057,0.034,0.0124,0.0000,-0.00286,-0.0028600,-0.00286
573113,13443,2021,Tony,Renda,,1.000,2B,R,0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,30.00,0.54,0.25,1,0.0000,0.0560,0.0560,0.1986,0.0110,0.0092,0.0063,0.0075,0.9192,0.2214,0.1587,0.0473,0.0039,0.0115,0.240891,0.290252,0.338470,0.276474,0.315800,0.0162,0.0066,0.0001,-0.001,0.001,0.0001,-0.008,0.0973,0.0902,0.292910968462,-0.037,0.089,-0.037,0.034,0.0041,0.0000,-0.00066,-0.0006600,-0.00066
573088,13444,2021,Cam,Perkins,,1.000,OF,R,0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.012,30.00,0.70,0.25,1,0.0010,0.0630,0.0640,0.2182,0.0130,0.0092,0.0063,0.0075,0.9092,0.2108,0.1398,0.0459,0.0030,0.0221,0.231771,0.289547,0.361736,0.284173,0.330830,0.0141,0.0058,0.0000,-0.001,0.001,0.0000,-0.007,0.1043,0.1018,0.278976936724,-0.030,0.096,-0.030,0.034,-0.0123,0.0000,-0.00149,-0.0014900,-0.00149
591712,13490,2021,Oscar,Hernandez,,1.000,C,R,0.036,0.071,0.036,0.179,0.036,0.143,0.107,0.214,0.179,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020,27.00,0.56,0.25,1,0.0000,0.0660,0.0660,0.2630,0.0110,0.0092,0.0055,0.0074,0.9101,0.1871,0.1170,0.0384,0.0027,0.0290,0.205529,0.265513,0.349213,0.268012,0.328240,0.0072,0.0030,-0.0001,-0.001,0.001,-0.0001,0.000,0.1006,0.1057,0.252757793765,-0.044,0.082,-0.044,0.034,0.0204,-0.0011,0.00100,0.0010000,0.00089
607471,13718,2021,Christopher,Bostick,,1.000,2B,R,0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,28.00,0.74,0.25,1,0.0000,0.0680,0.0680,0.2625,0.0100,0.0092,0.0063,0.0075,0.9082,0.2113,0.1448,0.0458,0.0045,0.0161,0.232669,0.291140,0.346423,0.280178,0.346280,0.0108,0.0052,-0.0004,0.000,0.001,0.0006,-0.005,0.0996,0.0939,0.306388322084,-0.034,0.092,-0.034,0.034,0.0041,0.0000,-0.00003,-0.0000300,-0.00003
581527,13862,2021,Devon,Travis,,1.000,2B,R,0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,30.00,0.62,0.25,1,0.0010,0.0470,0.0480,0.1852,0.0120,0.0092,0.0063,0.0075,0.9262,0.2292,0.1510,0.0478,0.0053,0.0252,0.247450,0.291018,0.391984,0.294227,0.338070,0.0117,0.0048,0.0000,0.000,0.001,0.0010,-0.012,0.1083,0.1113,0.282040647034,-0.022,0.104,-0.022,0.034,0.0041,0.0000,0.00050,0.0005000,0.00050
608365,14106,2021,Addison,Russell,,1.000,SS,R,0.029,0.027,0.019,0.019,0.019,0.078,0.319,0.206,0.285,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,27.00,0.73,0.25,1,0.0030,0.0830,0.0860,0.2353,0.0120,0.0092,0.0066,0.0076,0.8878,0.2088,0.1319,0.0418,0.0031,0.0320,0.235221,0.308878,0.397353,0.306080,0.362250,0.0095,0.0037,0.0000,0.001,0.001,0.0020,0.011,0.1130,0.1146,0.281483840153,-0.012,0.114,-0.012,0.034,0.0042,0.0000,0.00381,0.0038100,0.00381
607776,14158,2021,Mac,Williamson,,1.000,OF,R,0.015,0.047,0.032,0.050,0.085,0.047,0.221,0.324,0.179,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-0.013,30.00,0.69,0.25,1,0.0020,0.0830,0.0850,0.2948,0.0130,0.0092,0.0063,0.0077,0.8880,0.1947,0.1187,0.0337,0.0026,0.0397,0.219272,0.294572,0.397277,0.299156,0.386370,0.0098,0.0042,-0.0001,-0.001,0.001,-0.0001,-0.002,0.1135,0.1209,0.276193870278,-0.018,0.108,-0.018,0.034,-0.0125,0.0000,0.00014,0.0001400,0.00014
624577,14225,2021,Yasiel,Puig,,1.000,RF,R,0.005,0.028,0.090,0.615,0.126,0.070,0.015,0.026,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.6,0.0,0.0,0.0,-3.078,30.00,0.80,61.56,263.05760247997523,0.5261,23.4121,23.9382,57.1018,2.6306,2.4201,0.5933,1.8717,234.0238,58.8038,36.1527,11.1236,0.7352,10.7922,0.251274,0.325275,0.443443,0.330147,0.385470,6.3284,2.8565,-0.0515,-0.402,-0.126,-0.5795,-0.439,32.9032,36.2409,0.285780781719,2.253,35.349,2.253,8.930,-3.0780,0.0000,0.68921,0.0026200,0.68921
554054,14267,2021,Alfredo,Gonzalez,,1.000,C,R,0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,28.00,0.60,0.25,1,0.0000,0.0860,0.0860,0.2718,0.0090,0.0092,0.0063,0.0075,0.8912,0.1797,0.1302,0.0341,0.0024,0.0130,0.201712,0.276504,0.289142,0.254984,0.301450,0.0099,0.0042,-0.0001,0.000,0.001,0.0009,-0.001,0.0906,0.0800,0.271542596514,-0.055,0.071,-0.055,0.034,0.0206,-0.0007,-0.00005,-0.0000500,-0.00012
