mlbamid,"steamerid","proj_season","firstname","lastname","Team",BasicPF,"position","bats",p1,p2,p3,p4,p5,p6,p7,p8,p9,gC,g1B,g2B,g3B,gSS,gLF,gCF,gRF,gDH,gUIF,gUOF,posadj,age,reliability,G,PA,IBB,NIBB,BB,K,HBP,RBOE,SH,SF,AB,H,1B,2B,3B,HR,AVG,OBP,SLG,wOBA,wOBAcon,SB,CS,wSB,UBR,BaseRunning,UZR,R,RBI,BABIP,wRAA,wRC,BattingRuns,ReplacementRuns,DEF_adj,FramingRuns,WAR,WAR/PA,frWAR
547170,"13157","2020","Nicky","Delmonico","CHA",0.996,"LF","L",0.078,0.095,0.013,0.142,0.092,0.291,0.075,0.124,0.090,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.9,0.0,0.0,0.0,-0.116,27.00,0.76,2.31,9.617316968774,0.0289,0.8942,0.9230,2.2877,0.1154,0.0885,0.0487,0.0694,8.4607,2.0285,1.2199,0.4150,0.0485,0.3452,0.239752,0.320518,0.422633,0.315518,0.374210,0.0866,0.0378,-0.0018,0.000,-0.0018,-0.054,1.1623,1.1626,0.28544055,-0.037,1.178,-0.033,0.311,-0.1156,0.0000,0.01035,0.0010762,0.01035
608577,"14553","2020","Nomar","Mazara","CHA",0.996,"RF","L",0.003,0.002,0.100,0.240,0.056,0.015,0.558,0.009,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3,0.0,0.0,0.0,-2.017,25.00,0.82,40.33,166.145698695631,0.6646,12.0145,12.6791,36.7432,1.6615,1.5285,0.6652,1.2129,149.9270,38.7869,22.9412,7.5171,0.3566,7.9720,0.258713,0.321057,0.473133,0.331304,0.398630,1.0681,0.4844,-0.0410,-0.096,-0.1370,-0.283,20.8963,24.2546,0.28954651,1.623,22.620,1.700,5.377,-2.0166,0.0000,0.45070,0.0027127,0.45070
594953,"14897","2020","Daniel","Palka","CHA",0.996,"OF","L",0.010,0.037,0.052,0.340,0.108,0.140,0.087,0.117,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.012,28.00,0.83,0.24,1,0.0050,0.0868,0.0918,0.2959,0.0060,0.0092,0.0040,0.0073,0.8909,0.2041,0.1166,0.0356,0.0025,0.0495,0.229306,0.303281,0.441481,0.311671,0.411220,0.0050,0.0024,-0.0003,0.000,-0.0003,-0.013,0.1230,0.1391,0.27966715,-0.007,0.119,-0.007,0.032,-0.0121,0.0000,-0.00004,-0.0000400,-0.00004
596144,"10473","2020","Cheslor","Cuthbert","CHA",0.996,"3B","R",0.004,0.049,0.032,0.036,0.410,0.334,0.050,0.038,0.048,0.0,2.5,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.141,27.00,0.79,6.75,28.0097233757071,0.0560,1.9387,1.9947,6.4159,0.2521,0.2577,0.1079,0.2115,25.4436,6.3576,4.0721,1.2638,0.0507,0.9710,0.249869,0.308378,0.418012,0.307439,0.370090,0.0957,0.0424,-0.0068,-0.059,-0.0658,-0.185,3.1845,3.4476,0.29486211,-0.304,3.236,-0.291,0.906,-0.1406,0.0000,0.02172,0.0007754,0.02172
543510,"12859","2020","James","McCann","CHA",0.996,"C","R",0.003,0.010,0.003,0.312,0.157,0.196,0.226,0.075,0.018,14.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.754,30.00,0.83,19.20,79.4711620996795,0.0795,5.3363,5.4158,21.5056,0.9537,0.7311,0.2935,0.5774,72.2308,17.3795,11.4073,3.3160,0.1493,2.5069,0.240604,0.299939,0.394760,0.296072,0.375580,0.4997,0.2406,-0.0260,-0.191,-0.2170,0.580,8.5764,9.4059,0.30479325,-1.644,8.399,-1.607,2.572,0.7537,-1.0203,0.20219,0.0025442,0.10309
622194,"13866","2020","Bruce","Maxwell","OAK",0.952,"C","L",0.024,0.048,0.024,0.053,0.024,0.048,0.130,0.125,0.524,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,29.00,0.75,0.25,1,0.0020,0.0856,0.0876,0.2693,0.0050,0.0092,0.0069,0.0076,0.8929,0.1964,0.1308,0.0430,0.0018,0.0207,0.219955,0.290999,0.341975,0.274307,0.335480,0.0044,0.0017,-0.0001,-0.002,-0.0021,0.003,0.1012,0.0951,0.28779689,-0.039,0.087,-0.033,0.032,0.0212,-0.0086,0.00205,0.0020500,0.00121
621566,"14344","2020","Matt","Olson","OAK",0.952,"1B","L",0.001,0.005,0.103,0.741,0.103,0.035,0.007,0.003,0.003,0.0,52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.410,26.00,0.84,52.92,227.745269958966,1.8220,22.1816,24.0036,56.6845,3.4162,2.0953,0.3704,1.6010,198.3541,50.2983,26.2329,10.3216,0.2739,13.4699,0.253571,0.341800,0.512094,0.353331,0.437170,0.4201,0.1932,-0.0622,-0.143,-0.2052,2.061,31.8750,37.2234,0.28373037,6.561,35.342,7.945,7.370,-4.4097,0.0000,1.23942,0.0054421,1.23942
643393,"14894","2020","Tony","Kemp","OAK",0.952,"2B","L",0.024,0.008,0.006,0.005,0.008,0.005,0.026,0.052,0.865,0.0,0.0,19.9,0.0,0.0,1.9,3.1,0.0,0.0,0.0,0.0,0.290,28.00,0.81,24.89,94.8891082282202,0.2847,7.6549,7.9396,13.5233,1.0438,0.8730,0.7542,0.7320,84.4196,21.9459,15.7414,3.7979,0.9343,1.4723,0.259966,0.328566,0.379416,0.305110,0.318800,2.5547,1.0034,0.0451,-0.073,-0.0279,-0.216,10.8096,9.3108,0.29182964,-1.221,10.770,-0.645,3.071,0.2904,0.0000,0.24014,0.0025307,0.24014
621471,"15103","2020","Boog","Powell","OAK",0.952,"OF","L",0.035,0.113,0.035,0.035,0.035,0.070,0.106,0.183,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.004,27.00,0.75,0.25,1,0.0000,0.0984,0.0984,0.2484,0.0060,0.0092,0.0068,0.0076,0.8813,0.2063,0.1473,0.0404,0.0032,0.0154,0.233977,0.312695,0.339405,0.286099,0.334900,0.0198,0.0091,-0.0003,0.001,0.0007,-0.006,0.1040,0.0899,0.30539114,-0.029,0.097,-0.023,0.032,0.0042,0.0000,0.00077,0.0007700,0.00077
641583,"17098","2020","Dustin","Fowler","OAK",0.952,"LF","L",0.325,0.054,0.021,0.010,0.021,0.078,0.134,0.156,0.200,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,-0.064,25.00,0.80,1.28,5.3696219449022,0.0054,0.2536,0.2589,1.3532,0.0376,0.0494,0.0404,0.0384,4.9943,1.1916,0.7740,0.2111,0.0558,0.1506,0.238593,0.279240,0.393697,0.283610,0.359200,0.1053,0.0436,0.0008,0.003,0.0038,0.026,0.5996,0.5760,0.29499277,-0.169,0.510,-0.136,0.174,-0.0640,0.0000,0.00037,0.0000689,0.00037
664119,"18083","2020","Austin","Allen","OAK",0.952,"C","L",0.011,0.068,0.034,0.057,0.011,0.091,0.193,0.250,0.284,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.420,26.00,0.76,18.59,74.0443421885567,0.5183,4.0793,4.5976,16.8133,0.6664,0.6812,0.4779,0.5608,67.7416,16.3038,10.1820,3.7037,0.1167,2.3014,0.240685,0.293183,0.400725,0.291634,0.353630,0.2818,0.1214,-0.0144,0.050,0.0356,-0.218,8.1336,8.5944,0.28467279,-1.815,7.542,-1.365,2.396,1.4204,-0.3360,0.22038,0.0029763,0.18774
664913,"18171","2020","Seth","Brown","OAK",0.952,"LF","L",0.014,0.028,0.042,0.014,0.347,0.222,0.097,0.139,0.097,0.0,3.1,0.0,0.0,0.0,6.8,0.0,0.0,3.7,0.0,0.0,-1.025,27.00,0.82,13.53,55.4094240481684,0.0554,3.6523,3.7077,15.7876,0.3325,0.5098,0.2593,0.4249,50.6851,11.6762,7.1000,2.4093,0.4071,1.7598,0.230358,0.284965,0.398114,0.288670,0.376680,0.5003,0.2104,-0.0048,0.028,0.0232,0.110,5.9865,6.4568,0.29545983,-1.500,5.502,-1.164,1.793,-1.0251,0.0000,-0.02553,-0.0004608,-0.02553
592192,"11445","2020","Mark","Canha","OAK",0.952,"LF","R",0.005,0.026,0.005,0.066,0.415,0.404,0.036,0.028,0.016,0.0,0.0,0.0,0.0,0.0,29.2,4.1,12.3,1.2,0.0,0.0,-2.145,31.00,0.81,46.80,194.398458235439,0.5832,18.9337,19.5169,45.7558,4.4712,1.7885,0.6943,1.4531,168.2630,41.9333,24.1083,8.7179,0.8857,8.2214,0.249212,0.340319,0.458125,0.337437,0.399050,1.2047,0.5413,-0.0515,0.025,-0.0265,-0.237,24.5527,25.7723,0.29127545,2.930,27.496,4.111,6.291,-2.1449,0.0000,0.77638,0.0039938,0.77638
543760,"12533","2020","Marcus","Semien","OAK",0.952,"SS","R",0.895,0.040,0.001,0.001,0.001,0.008,0.028,0.022,0.003,0.0,0.0,0.0,0.0,53.5,0.0,0.0,0.0,0.0,0.0,0.0,2.673,29.00,0.87,53.46,245.921528106061,0.4918,24.6777,25.1696,40.7353,1.2296,2.2625,2.2848,1.5566,215.6810,57.6907,35.0968,12.1579,1.4233,9.0127,0.267478,0.345141,0.462398,0.340955,0.371490,4.4277,1.6293,0.1036,0.484,0.5876,-1.758,35.5740,27.4457,0.29063297,4.454,35.532,5.948,7.958,2.6730,0.0000,1.49656,0.0060855,1.49656
605412,"11936","2020","Joe","Panik","TOR",1.003,"2B","L",0.282,0.201,0.010,0.007,0.012,0.060,0.121,0.162,0.146,0.0,0.0,15.7,6.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.416,29.00,0.84,22.80,96.8549740269327,0.3874,7.6365,8.0239,9.9273,0.8717,0.8911,0.7243,0.6922,86.5428,23.0485,15.8916,4.8394,0.3942,1.9233,0.266323,0.332298,0.398018,0.312762,0.313890,0.9601,0.3752,-0.0005,-0.066,-0.0665,-0.029,11.3633,9.6687,0.28023305,-0.606,11.634,-0.647,3.134,0.4163,0.0000,0.27271,0.0028157,0.27271
543768,"11982","2020","Travis","Shaw","TOR",1.003,"3B","L",0.002,0.003,0.015,0.104,0.771,0.026,0.031,0.013,0.034,0.0,1.8,0.0,36.6,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.325,30.00,0.85,39.58,165.89734598549,1.1613,18.7096,19.8709,41.4955,1.4931,1.5263,0.5145,1.3249,142.6940,33.2348,19.0932,6.6874,0.2339,7.2203,0.232908,0.330134,0.434850,0.323329,0.386510,1.0625,0.4489,-0.0299,-0.095,-0.1249,-0.509,20.4136,21.7239,0.27296594,0.477,21.442,0.406,5.369,0.3249,0.0000,0.53089,0.0032001,0.53089
605520,"13006","2020","Mitch","Walding","TOR",1.003,"3B","L",0.025,0.081,0.025,0.056,0.056,0.081,0.136,0.182,0.359,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,27.00,0.78,0.25,1,0.0020,0.1168,0.1188,0.3821,0.0100,0.0092,0.0065,0.0076,0.8572,0.1703,0.1036,0.0323,0.0031,0.0313,0.198748,0.301084,0.353299,0.285166,0.410430,0.0058,0.0024,-0.0002,0.001,0.0008,-0.004,0.1072,0.1017,0.30793088,-0.030,0.096,-0.031,0.032,0.0042,0.0000,0.00019,0.0001900,0.00019
641856,"15654","2020","Billy","McKinney","TOR",1.003,"LF","L",0.244,0.036,0.035,0.013,0.021,0.118,0.182,0.211,0.140,0.0,0.0,0.0,0.0,0.0,4.8,0.0,4.0,0.0,0.0,0.0,-0.440,25.00,0.78,8.80,36.5059378286341,0.0365,3.0240,3.0605,8.6919,0.3286,0.3359,0.2558,0.2644,32.5966,7.8402,4.5367,1.6384,0.2994,1.3657,0.240519,0.309770,0.434844,0.313993,0.378500,0.2611,0.1190,-0.0090,0.011,0.0020,-0.052,4.4230,4.3972,0.28392696,-0.190,4.424,-0.205,1.181,-0.4400,0.0000,0.04720,0.0012929,0.04720
624512,"15674","2020","Reese","McGuire","TOR",1.003,"C","L",0.023,0.021,0.010,0.010,0.072,0.116,0.163,0.161,0.424,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.135,25.00,0.73,25.62,100.784871558512,0.2016,7.3428,7.5444,19.9380,0.9071,0.9272,0.6735,0.7677,90.8922,22.1300,14.8750,4.2982,0.3259,2.6308,0.243476,0.305475,0.384773,0.295199,0.335060,0.9431,0.3908,-0.0091,0.073,0.0639,-0.218,10.8192,10.8353,0.28222448,-2.160,10.576,-2.204,3.261,2.1350,1.7400,0.29506,0.0029276,0.46405
642133,"15679","2020","Rowdy","Tellez","TOR",1.003,"1B","L",0.003,0.002,0.013,0.062,0.036,0.039,0.418,0.413,0.014,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0.0,0.0,-3.272,25.00,0.81,33.23,132.077052285616,0.6604,10.0181,10.6785,32.4831,1.3208,1.2151,0.8169,1.0118,118.2490,29.8024,17.3714,6.4482,0.1595,5.8232,0.252035,0.318468,0.456998,0.324381,0.402280,0.8851,0.3995,-0.0312,0.045,0.0138,0.147,15.9486,17.8990,0.29620589,0.500,17.191,0.444,4.274,-3.2723,0.0000,0.15603,0.0011814,0.15603
605233,"16192","2020","Derek","Fisher","TOR",1.003,"CF","L",0.155,0.028,0.040,0.034,0.044,0.061,0.107,0.195,0.335,0.0,0.0,0.0,0.0,0.0,7.9,9.1,6.7,4.3,0.0,0.0,-1.073,26.00,0.79,27.94,113.163320077808,0.1132,11.6329,11.7461,35.6753,1.0185,1.0411,0.7962,0.8437,98.7589,22.7050,13.7979,4.1705,0.4805,4.2561,0.229900,0.315655,0.411142,0.310276,0.413280,2.6396,1.0316,0.0474,0.088,0.1354,-0.113,13.6527,13.1526,0.30917595,-0.951,13.350,-1.000,3.662,-1.0729,0.0000,0.15652,0.0013831,0.15652
545341,"10243","2020","Randal","Grichuk","TOR",1.003,"CF","R",0.018,0.018,0.050,0.080,0.069,0.710,0.038,0.015,0.003,0.0,0.0,0.0,0.0,0.0,0.0,29.6,17.2,0.0,0.0,0.0,-0.365,28.00,0.85,46.81,194.012987526231,0.1940,12.0052,12.1992,52.4245,1.9401,1.7849,0.7051,1.3532,177.8153,43.9556,22.2747,9.9608,1.1238,10.5964,0.247208,0.300540,0.494640,0.328596,0.428870,1.0869,0.4792,-0.0345,0.151,0.1165,-0.975,24.4841,28.9976,0.28721386,1.441,25.959,1.358,6.278,-0.3654,0.0000,0.62278,0.0032100,0.62278
592273,"11615","2020","Brandon","Drury","TOR",1.003,"3B","R",0.056,0.055,0.035,0.010,0.052,0.133,0.282,0.245,0.133,0.0,5.0,5.6,11.8,2.5,0.6,0.0,0.0,0.0,0.0,0.0,-0.031,27.00,0.81,25.44,102.756934831257,0.1028,7.1789,7.2816,25.1169,0.9248,0.9454,0.6401,0.7707,93.1396,22.6762,14.1861,5.1318,0.2876,3.0707,0.243480,0.302438,0.403668,0.299998,0.367300,0.4782,0.2219,-0.0276,-0.003,-0.0306,-0.200,11.2046,11.6630,0.29830637,-1.776,11.209,-1.820,3.325,-0.0310,0.0000,0.12077,0.0011753,0.12077
595281,"11038","2020","Kevin","Kiermaier","TBA",0.966,"CF","L",0.033,0.014,0.012,0.002,0.017,0.072,0.813,0.028,0.009,0.0,0.0,0.0,0.0,0.0,0.0,41.5,0.0,0.0,0.0,0.0,0.692,30.00,0.82,41.51,167.05408281636,0.6682,11.3753,12.0435,38.4997,2.0046,1.5369,0.9296,1.2233,150.8531,36.5002,22.5693,6.9472,1.8043,5.1794,0.241950,0.304272,0.414919,0.303316,0.363990,5.3271,1.9603,0.1696,0.648,0.8176,1.857,18.4753,19.6367,0.28894447,-2.409,18.702,-1.686,5.406,0.6918,0.0000,0.68827,0.0041200,0.68827
605421,"12977","2020","Michael","Perez","TBA",0.966,"C","L",0.011,0.022,0.032,0.011,0.037,0.043,0.058,0.315,0.472,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.188,27.00,0.73,14.25,55.4732898677566,0.0000,4.4440,4.4440,14.0382,0.3883,0.5104,0.4041,0.4319,49.8050,11.4870,7.4563,2.3447,0.1052,1.5808,0.230640,0.296342,0.377152,0.288972,0.351390,0.3509,0.1482,-0.0090,0.007,-0.0020,0.054,5.8941,5.9959,0.28615832,-1.488,5.523,-1.248,1.795,1.1876,-0.7713,0.17352,0.0031280,0.09861
621563,"13853","2020","Joey","Wendle","TBA",0.966,"3B","L",0.134,0.040,0.107,0.065,0.180,0.141,0.125,0.140,0.067,0.0,0.0,8.5,15.7,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.525,30.00,0.82,26.65,111.599254330062,0.2232,5.9229,6.1461,21.3586,1.8972,1.0267,0.5795,0.8263,102.1502,26.4295,18.1200,5.7858,0.6719,1.8518,0.258720,0.310499,0.382895,0.296716,0.339460,2.5521,0.9826,0.0519,0.142,0.1939,0.433,11.7906,11.2965,0.30812212,-2.246,11.857,-1.763,3.611,0.5248,0.0000,0.29135,0.0026107,0.29135
640457,"15672","2020","Austin","Meadows","TBA",0.966,"LF","L",0.317,0.207,0.233,0.035,0.030,0.033,0.062,0.014,0.069,0.0,0.0,0.0,0.0,0.0,41.5,0.6,4.1,0.0,0.0,0.0,-2.271,25.00,0.81,46.21,204.104823878635,1.6328,15.1245,16.7573,41.3739,2.0410,1.8778,1.2149,1.4371,182.6544,50.1596,29.3569,9.9682,1.4745,9.3600,0.274614,0.339878,0.499067,0.347754,0.411130,4.8138,1.8906,0.0845,0.171,0.2555,-0.753,28.7534,28.1466,0.30594132,4.896,30.689,5.779,6.605,-2.2709,0.0000,0.93392,0.0045757,0.93392
624419,"16291","2020","Nick","Ciuffo","TBA",0.966,"C","L",0.022,0.044,0.022,0.022,0.066,0.044,0.066,0.089,0.624,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,25.00,0.66,0.26,1,0.0010,0.0631,0.0641,0.2805,0.0060,0.0092,0.0071,0.0077,0.9152,0.1958,0.1316,0.0412,0.0027,0.0202,0.213878,0.267716,0.331191,0.257963,0.327760,0.0088,0.0034,0.0000,0.001,0.0010,-0.002,0.0947,0.0935,0.28222437,-0.054,0.073,-0.049,0.032,0.0213,-0.0040,0.00032,0.0003200,-0.00007
657434,"16729","2020","Brian","O'Grady","TBA",0.966,"RF","L",0.066,0.079,0.013,0.013,0.039,0.053,0.197,0.211,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,-0.038,28.00,0.78,0.77,3.07404122185076,0.0092,0.2617,0.2709,0.9349,0.0277,0.0283,0.0214,0.0232,2.7308,0.6121,0.3570,0.1231,0.0120,0.1200,0.224109,0.298284,0.409756,0.299618,0.396120,0.0678,0.0259,0.0015,0.002,0.0035,0.024,0.3589,0.3677,0.28962392,-0.054,0.334,-0.041,0.099,-0.0384,0.0000,0.00457,0.0014866,0.00457
607345,"12284","2020","Kevan","Smith","TBA",0.966,"C","R",0.005,0.009,0.016,0.043,0.173,0.153,0.213,0.200,0.188,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546,32.00,0.74,6.55,26.2116315428128,0.0000,1.6011,1.6011,4.4333,0.3670,0.2411,0.1465,0.1999,23.8971,6.2735,4.3900,1.2067,0.0444,0.6324,0.262510,0.316181,0.396104,0.305041,0.338180,0.1680,0.0696,-0.0043,-0.068,-0.0723,-0.196,2.7699,2.9100,0.29641170,-0.339,2.974,-0.226,0.848,0.5456,-0.3920,0.08734,0.0033321,0.04927
592626,"11899","2020","Joc","Pederson","LAN",0.958,"LF","L",0.191,0.011,0.011,0.012,0.015,0.011,0.683,0.019,0.047,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.4,8.4,0.0,0.0,-2.246,28.00,0.83,33.76,138.984614865813,0.5559,14.0878,14.6437,29.5371,2.3627,1.2787,0.8850,0.9970,120.0961,30.8813,15.2504,6.2542,0.7284,8.6483,0.257142,0.346766,0.537383,0.364905,0.428130,0.8363,0.4045,-0.0467,0.279,0.2323,0.462,19.8528,21.7209,0.26816568,5.394,22.958,6.129,4.498,-2.2457,0.0000,0.88147,0.0063422,0.88147
571970,"13301","2020","Max","Muncy","LAN",0.958,"1B","L",0.007,0.791,0.017,0.024,0.067,0.038,0.011,0.021,0.025,0.0,41.5,2.4,0.6,0.0,0.0,0.0,0.0,3.7,0.0,0.0,-3.849,29.00,0.84,48.25,214.84825673796,0.8594,29.4400,30.2994,56.5295,2.3633,1.9766,1.2954,1.5519,179.3383,43.4997,24.4743,7.9999,0.5060,10.5196,0.242570,0.356655,0.468799,0.348978,0.425150,1.3128,0.5788,-0.0568,0.561,0.5042,0.949,30.4642,27.9529,0.28970293,5.381,32.532,6.516,6.953,-3.8486,0.0000,1.07552,0.0050060,1.07552
592808,"13414","2020","Andrew","Toles","LAN",0.958,"OF","L",0.025,0.079,0.084,0.054,0.025,0.168,0.134,0.158,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.004,28.00,0.65,0.25,1,0.0030,0.0488,0.0518,0.2414,0.0100,0.0092,0.0059,0.0075,0.9249,0.2328,0.1496,0.0516,0.0033,0.0283,0.251619,0.296256,0.406280,0.296295,0.369880,0.0120,0.0052,-0.0001,0.002,0.0019,-0.008,0.1078,0.1144,0.30858609,-0.020,0.106,-0.015,0.032,0.0041,0.0000,0.00146,0.0014600,0.00146
608369,"13624","2020","Corey","Seager","LAN",0.958,"SS","L",0.002,0.061,0.023,0.010,0.827,0.036,0.022,0.004,0.015,0.0,0.0,0.0,0.0,48.3,0.0,0.0,0.0,0.0,0.0,0.0,2.416,26.00,0.81,48.31,203.644834496913,1.0182,17.3927,18.4109,37.2668,1.8328,1.8735,0.6697,1.6412,181.0902,50.8216,30.1647,12.5545,0.4717,7.6308,0.280650,0.350126,0.481602,0.348426,0.396650,0.6824,0.3109,-0.0580,0.652,0.5940,-0.019,25.8605,27.8466,0.31335420,5.003,30.738,6.079,6.590,2.4157,0.0000,1.52095,0.0074686,1.52095
641355,"15998","2020","Cody","Bellinger","LAN",0.958,"CF","L",0.002,0.009,0.015,0.875,0.033,0.036,0.012,0.007,0.011,0.0,9.4,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,-0.029,24.00,0.84,54.37,233.549628110553,5.8387,25.6459,31.4846,42.6801,1.4013,2.1487,0.3875,1.6032,198.6729,57.4324,29.8499,11.2274,1.2715,15.0836,0.289077,0.387360,0.586151,0.393896,0.454120,4.4134,1.7506,0.0529,0.425,0.4779,0.282,36.4233,41.8360,0.29715870,14.916,44.431,16.151,7.558,-0.0292,0.0000,2.37371,0.0101636,2.37371
607461,"17710","2020","Matt","Beaty","LAN",0.958,"DH","L",0.041,0.073,0.087,0.023,0.069,0.211,0.096,0.147,0.252,0.0,5.8,0.0,0.7,0.0,5.1,0.0,0.0,6.7,0.0,0.0,-1.500,27.00,0.76,18.22,74.0211549160761,0.2961,4.3767,4.6728,10.6353,0.8883,0.6810,0.4272,0.5524,67.4804,18.6934,12.1235,4.0748,0.2380,2.2572,0.277016,0.329568,0.444802,0.326171,0.356220,0.7343,0.2941,-0.0019,0.014,0.0121,-0.287,8.7399,9.0700,0.29807963,0.395,9.749,0.786,2.395,-1.4998,0.0000,0.13659,0.0018453,0.13659
571771,"10472","2020","Enrique","Hernandez","LAN",0.958,"3B","R",0.170,0.076,0.031,0.051,0.102,0.102,0.262,0.105,0.101,0.0,4.0,6.6,7.3,4.0,1.3,2.6,2.0,0.6,0.0,0.0,-0.087,28.00,0.82,28.34,118.119891937193,0.7087,10.8643,11.5730,23.8099,0.9450,1.0867,0.7142,0.8597,104.0280,25.7595,14.9590,5.5250,0.4681,4.8074,0.247624,0.326031,0.448379,0.325259,0.371240,0.8261,0.3165,-0.0046,0.278,0.2734,0.201,14.6714,14.9114,0.27470814,0.537,15.464,1.161,3.822,-0.0869,0.0000,0.52161,0.0044159,0.52161
502570,"10533","2020","Rocky","Gale","LAN",0.958,"C","R",0.030,0.095,0.030,0.030,0.030,0.060,0.089,0.393,0.244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,32.00,0.74,1.04,4.13899448514975,0.0000,0.1787,0.1787,0.9131,0.0290,0.0381,0.0288,0.0318,3.8707,0.8590,0.6448,0.1538,0.0134,0.0471,0.221949,0.259541,0.305085,0.244296,0.290760,0.0238,0.0101,-0.0007,-0.001,-0.0017,-0.008,0.3482,0.3445,0.27594059,-0.271,0.252,-0.249,0.134,0.0864,-0.0065,-0.00372,-0.0008988,-0.00435
574847,"11446","2020","Rob","Segedin","LAN",0.958,"3B","R",0.050,0.100,0.050,0.050,0.050,0.100,0.150,0.200,0.250,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,31.00,0.62,0.25,1,0.0000,0.0648,0.0648,0.2491,0.0090,0.0092,0.0063,0.0075,0.9125,0.2107,0.1359,0.0434,0.0031,0.0282,0.230875,0.286218,0.378164,0.283555,0.347680,0.0102,0.0044,-0.0001,0.000,-0.0001,0.004,0.1043,0.1078,0.28395830,-0.031,0.095,-0.026,0.032,-0.0206,0.0000,-0.00104,-0.0010400,-0.00104
605131,"12158","2020","Austin","Barnes","LAN",0.958,"C","R",0.019,0.039,0.019,0.014,0.046,0.047,0.046,0.578,0.192,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.766,30.00,0.77,21.19,83.4403772550138,0.6675,8.4577,9.1252,19.7026,1.4185,0.7677,0.6094,0.6565,71.6308,16.2962,10.5200,3.5214,0.2583,1.9965,0.227513,0.324041,0.367510,0.298949,0.340980,1.0203,0.3987,0.0062,-0.057,-0.0508,-0.090,9.0702,8.3646,0.28266869,-1.518,9.026,-1.077,2.700,1.7658,2.4346,0.31546,0.0037807,0.55192
614173,"14567","2020","Franchy","Cordero","KCA",1.029,"CF","L",0.004,0.003,0.004,0.017,0.012,0.005,0.939,0.003,0.012,0.0,0.0,0.0,0.0,0.0,0.0,19.2,11.2,1.9,0.0,0.0,-0.455,25.00,0.67,32.24,128.792158641962,0.0000,8.9398,8.9398,41.2941,1.0303,1.1849,0.7073,0.9482,117.1665,27.8223,17.4234,5.0906,1.3294,3.9789,0.237461,0.295059,0.405485,0.296795,0.409970,2.4487,1.0950,-0.0195,0.364,0.3445,-0.560,13.3711,14.7871,0.32733173,-2.583,13.693,-3.057,4.168,-0.4547,0.0000,0.04281,0.0003324,0.04281
621433,"14735","2020","Brett","Phillips","KCA",1.029,"RF","L",0.044,0.028,0.044,0.021,0.067,0.110,0.129,0.368,0.188,0.0,0.0,0.0,0.0,0.0,4.5,6.3,9.1,0.0,0.0,0.0,-0.578,26.00,0.80,19.89,79.5363010250382,0.2386,8.2023,8.4409,26.7352,0.5568,0.7317,0.5198,0.6093,69.4095,14.7662,9.1001,2.3518,1.1760,2.1383,0.212736,0.300742,0.372926,0.289235,0.391920,1.9047,0.6938,0.0577,0.163,0.2207,1.244,8.5529,8.1452,0.30690990,-2.115,7.936,-2.408,2.574,-0.5779,0.0000,0.10225,0.0012856,0.10225
